age_CE,FHAB001A_raw,FHAB002B_raw,FHAB003B_raw,FHAB004B_raw,FHAB005A_raw,FHAB006B_raw,FHAB007B_raw,FHAB008A_raw,FHAB009A_raw,FHAB010A_raw,FHAB011A_raw,FHAB012B_raw,FHAB013A_raw,FHAB014A_raw,FHAB015A_raw,FHAB016B_raw,FHAB017B_raw,FHAB018B_raw,FHAB019B_raw,FHAB020A_raw,FHAB001A_raw_outlier_flag,FHAB002B_raw_outlier_flag,FHAB003B_raw_outlier_flag,FHAB004B_raw_outlier_flag,FHAB005A_raw_outlier_flag,FHAB006B_raw_outlier_flag,FHAB007B_raw_outlier_flag,FHAB008A_raw_outlier_flag,FHAB009A_raw_outlier_flag,FHAB010A_raw_outlier_flag,FHAB011A_raw_outlier_flag,FHAB012B_raw_outlier_flag,FHAB013A_raw_outlier_flag,FHAB014A_raw_outlier_flag,FHAB015A_raw_outlier_flag,FHAB016B_raw_outlier_flag,FHAB017B_raw_outlier_flag,FHAB018B_raw_outlier_flag,FHAB019B_raw_outlier_flag,FHAB020A_raw_outlier_flag
1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1772,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1773,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1774,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1775,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1776,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1777,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1778,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1779,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1780,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1781,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1782,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1783,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1784,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1785,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1786,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1787,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1788,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1789,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1790,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,1.25,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA
1791,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,1,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA
1792,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.68,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA
1793,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,0.94,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA
1794,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,1.25,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA
1795,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,0.97,1.15,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1796,NA,NA,NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,0.86,1.17,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1797,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,0.73,0.83,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1798,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.94,1.16,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1799,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.96,1.17,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1800,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.87,1.23,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1801,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,0.53,1.02,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1802,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,0.69,1.08,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1803,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,0.74,1.29,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1804,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,0.87,1.38,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1805,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,1.11,1.67,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1806,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,1.18,0.99,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1807,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,1.22,1.21,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1808,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,0.74,1.22,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1809,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,0.59,1.4,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1810,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,0.62,1.22,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1811,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,0.91,1.49,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1812,NA,NA,NA,NA,NA,NA,0.95,0.23,NA,NA,NA,NA,NA,1.07,1.35,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1813,NA,NA,NA,NA,NA,NA,0.64,0.18,NA,NA,NA,NA,NA,1.12,1.29,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1814,NA,NA,NA,NA,NA,0.83,0.58,0.22,NA,NA,NA,NA,NA,0.91,1.39,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1815,NA,NA,NA,NA,NA,0.51,0.5,0.3,NA,NA,NA,NA,NA,1.06,1.45,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1816,NA,NA,NA,NA,NA,0.81,0.94,0.4,NA,NA,NA,NA,NA,0.73,1.62,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1817,NA,NA,NA,NA,NA,0.63,0.52,0.32,NA,NA,NA,NA,NA,0.57,1.72,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1818,NA,NA,NA,NA,NA,0.45,0.58,0.3,NA,NA,NA,NA,NA,0.51,1.56,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1819,NA,NA,NA,NA,NA,0.4,0.48,0.22,NA,NA,NA,NA,NA,0.51,1.74,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1820,NA,NA,NA,NA,NA,0.39,0.34,0.21,NA,NA,NA,NA,NA,0.54,1.53,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1821,NA,NA,NA,NA,NA,0.38,0.2,0.05,NA,NA,NA,NA,NA,0.57,1.55,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1822,NA,NA,NA,NA,NA,0.56,0.24,0.15,NA,NA,NA,NA,NA,0.53,1.9,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1823,NA,NA,NA,NA,NA,0.57,0.47,0.12,NA,NA,NA,NA,NA,0.47,1.65,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1824,NA,NA,NA,NA,NA,0.26,0.39,0.1,NA,NA,NA,NA,NA,0.53,1.64,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1825,NA,NA,NA,NA,NA,0.88,1.48,0.2,NA,NA,NA,NA,NA,0.17,1.68,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1826,NA,NA,NA,NA,NA,0.72,1.35,0.34,NA,NA,NA,NA,NA,0.65,1.32,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1827,NA,NA,NA,NA,NA,0.83,1.52,0.46,NA,NA,NA,NA,NA,0.68,1.16,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1828,NA,NA,NA,NA,NA,1.4,1.62,0.37,NA,NA,NA,NA,NA,0.56,1.61,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1829,NA,NA,NA,NA,NA,0.73,1.16,0.33,NA,NA,NA,NA,NA,0.54,1.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1830,NA,NA,NA,NA,NA,0.58,0.76,0.32,NA,NA,NA,1.02,NA,0.54,1.59,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1831,NA,NA,NA,NA,NA,0.55,0.66,0.5,NA,NA,NA,1.13,NA,0.65,1.51,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1832,NA,NA,NA,NA,NA,0.26,0.46,0.42,NA,NA,NA,0.79,NA,0.82,1.39,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1833,NA,NA,NA,NA,NA,0.48,0.64,0.6,NA,NA,NA,1.26,NA,0.83,1.62,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1834,NA,NA,NA,NA,NA,0.99,1.1,0.63,NA,NA,NA,1.13,NA,0.67,1.82,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1835,NA,NA,NA,NA,NA,1,1.19,0.49,NA,NA,NA,1.05,NA,0.74,1.24,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1836,NA,NA,NA,NA,NA,0.62,1.3,0.5,NA,NA,NA,0.95,NA,0.43,1.48,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1837,NA,NA,NA,NA,NA,0.39,1.11,0.46,NA,NA,NA,1.04,NA,0.81,1.64,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1838,NA,NA,NA,NA,NA,0.43,0.61,0.38,NA,NA,NA,1.03,NA,0.74,1.4,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1839,NA,NA,NA,NA,NA,1.01,0.85,0.54,NA,NA,NA,1.37,NA,0.96,2.06,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1840,NA,NA,NA,NA,NA,0.28,0.75,0.38,NA,NA,NA,0.97,NA,0.68,1.24,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1841,NA,NA,NA,NA,NA,0.36,0.91,0.58,NA,NA,NA,0.78,NA,0.71,1.1,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1842,NA,NA,NA,NA,NA,0.25,1.14,0.42,NA,NA,NA,0.88,NA,0.51,1.3,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1843,NA,NA,NA,NA,NA,0.56,1.57,0.48,NA,NA,NA,0.99,NA,0.96,1.52,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1844,NA,NA,NA,NA,NA,0.68,1.47,0.36,NA,NA,NA,0.97,NA,0.72,1.36,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1845,NA,NA,NA,NA,NA,0.05,0.76,0.33,NA,NA,NA,1.04,NA,0.71,1.51,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1846,NA,NA,NA,NA,NA,0.19,1.04,0.46,NA,NA,NA,1.31,NA,0.69,1.69,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1847,NA,NA,NA,NA,NA,0.56,0.82,0.68,NA,NA,NA,1.08,NA,0.73,1.31,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1848,NA,NA,NA,NA,NA,0.68,0.94,0.59,NA,NA,NA,1.22,NA,0.71,1.58,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1849,NA,NA,NA,NA,NA,0.82,1.01,0.54,NA,NA,NA,0.9,NA,0.71,1.48,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
1850,NA,NA,NA,NA,NA,0.35,1.17,0.59,NA,NA,NA,1.1,NA,0.49,1.6,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA
