tree,n_missing_total,n_missing_1980_on,n_outliers_total
457311_raw,1073,45,1
457312_raw,1141,45,1
457321_raw,348,45,4
457322_raw,48,45,15
457331_raw,959,45,4
457332_raw,1015,45,3
457341_raw,718,45,8
457342_raw,440,45,11
457351_raw,130,45,4
457352_raw,90,45,4
457361_raw,885,45,4
457362_raw,802,45,10
457371_raw,845,45,7
457372_raw,792,45,1
457381_raw,844,45,2
457382_raw,916,45,3
457391_raw,801,45,9
457392_raw,815,45,7
457861_raw,824,45,7
457862_raw,865,45,1
457871_raw,1135,45,3
457872_raw,1091,45,1
457881_raw,382,45,10
457891_raw,413,45,5
457892_raw,454,45,4
