age_CE,LSG01A_raw,LSG01B_raw,LSG03A_raw,LSG03B_raw,LSG04A_raw,LSG04B1_raw,LSG04B2_raw,LSG06A_raw,LSG06B_raw,LSG07A1_raw,LSG07A2_raw,LSG09A_raw,LSG09B_raw,LSG13A1_raw,LSG13A2_raw,LSG14A_raw,LSG14B_raw,LSG01A_raw_outlier_flag,LSG01B_raw_outlier_flag,LSG03A_raw_outlier_flag,LSG03B_raw_outlier_flag,LSG04A_raw_outlier_flag,LSG04B1_raw_outlier_flag,LSG04B2_raw_outlier_flag,LSG06A_raw_outlier_flag,LSG06B_raw_outlier_flag,LSG07A1_raw_outlier_flag,LSG07A2_raw_outlier_flag,LSG09A_raw_outlier_flag,LSG09B_raw_outlier_flag,LSG13A1_raw_outlier_flag,LSG13A2_raw_outlier_flag,LSG14A_raw_outlier_flag,LSG14B_raw_outlier_flag
1506,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1507,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1508,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.56,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1509,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0.76,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1510,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.38,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1511,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.55,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1512,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.67,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1513,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.26,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1514,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.55,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1515,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,0.39,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1516,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.75,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1517,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.34,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1518,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1519,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.28,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1520,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.65,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1521,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,0.51,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1522,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.41,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1523,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.71,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1524,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.59,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1525,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.71,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1526,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.55,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1527,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.9,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1528,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.63,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1529,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.04,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1530,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1.08,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1531,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,1.37,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
1532,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,1.62,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
1533,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1.09,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1534,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,1.46,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
1535,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1.16,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1536,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1.43,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
1537,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1.02,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1538,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.95,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1539,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.72,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1540,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1541,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.73,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1542,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.81,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1543,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.72,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1544,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.99,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1545,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.93,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1546,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,1.16,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1547,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1548,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.95,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
1549,0.71,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.93,0.82,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1550,0.59,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,0.84,1.05,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1551,0.87,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,0.73,1.19,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1552,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,0.71,0.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1553,0.94,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,0.59,1.01,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1554,0.68,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,0.53,0.67,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1555,0.65,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,0.51,0.98,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1556,0.69,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,0.58,0.8,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1557,0.78,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,0.58,0.9,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1558,0.99,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,0.54,0.89,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1559,0.91,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,0.47,0.75,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1560,0.96,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,0.68,1.04,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1561,0.95,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,0.94,0.89,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1562,1.07,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.8,0.84,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1563,1.22,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,0.76,0.86,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1564,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.92,1.01,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1565,1.36,NA,NA,NA,NA,NA,NA,NA,NA,1.13,NA,0.91,0.95,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1566,1.17,NA,NA,NA,NA,NA,NA,NA,NA,0.94,NA,0.97,1.08,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1567,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,1.07,0.92,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1568,1.13,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,0.99,0.93,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1569,1.28,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,0.87,0.78,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1570,1.02,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,0.9,0.79,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1571,0.87,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,0.71,0.51,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1572,1.02,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,0.86,0.64,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1573,0.99,NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,1,0.79,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA
1574,1.02,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,0.89,0.63,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1575,0.88,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,0.8,0.74,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1576,0.62,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,0.79,0.57,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1577,0.91,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,0.8,0.81,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1578,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,0.92,0.6,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1579,0.67,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,0.75,0.74,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1580,0.52,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.18,0.25,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA
1581,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,0.67,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1582,0.71,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,0.92,0.71,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1583,0.82,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,0.96,0.77,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1584,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,0.81,0.76,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1585,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,0.79,0.55,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1586,1.22,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,0.66,0.75,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1587,1.23,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,0.76,0.51,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1588,1.04,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,0.76,0.58,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1589,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,0.82,0.48,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
