age_CE,ST1A_raw,ST1B_raw,ST2A_raw,ST2B_raw,ST3A_raw,ST3B_raw,ST4A_raw,ST4B_raw,ST5A_raw,ST5B_raw,ST6A_raw,ST6B_raw,ST7A_raw,ST7B_raw,ST8A_raw,ST8B_raw,SmallST1_raw,SmallST2_raw,SmallST3_raw,SmallST4_raw,SmallST5_raw,SmallST6_raw,SmallST7_raw,SmallST8_raw,SmallST9_raw,SmallS10_raw,SmallS11_raw,ST1A_raw_outlier_flag,ST1B_raw_outlier_flag,ST2A_raw_outlier_flag,ST2B_raw_outlier_flag,ST3A_raw_outlier_flag,ST3B_raw_outlier_flag,ST4A_raw_outlier_flag,ST4B_raw_outlier_flag,ST5A_raw_outlier_flag,ST5B_raw_outlier_flag,ST6A_raw_outlier_flag,ST6B_raw_outlier_flag,ST7A_raw_outlier_flag,ST7B_raw_outlier_flag,ST8A_raw_outlier_flag,ST8B_raw_outlier_flag,SmallST1_raw_outlier_flag,SmallST2_raw_outlier_flag,SmallST3_raw_outlier_flag,SmallST4_raw_outlier_flag,SmallST5_raw_outlier_flag,SmallST6_raw_outlier_flag,SmallST7_raw_outlier_flag,SmallST8_raw_outlier_flag,SmallST9_raw_outlier_flag,SmallS10_raw_outlier_flag,SmallS11_raw_outlier_flag
1912,NA,NA,1.387,2.232,1.747,3.047,NA,NA,3.416,NA,NA,NA,NA,NA,NA,1.003,NA,NA,NA,NA,NA,0,2.308,NA,NA,NA,2.394,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE
1913,NA,NA,1.385,2.606,2.317,3.324,NA,NA,3.95,NA,NA,NA,NA,NA,NA,1.414,NA,NA,NA,1.477,NA,2.589,3.348,NA,NA,NA,2.757,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1914,NA,NA,2.479,1.913,1.708,2.026,NA,NA,4.588,NA,NA,NA,NA,NA,NA,1.848,NA,NA,NA,1.549,NA,2.341,3.658,NA,NA,NA,2.209,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1915,NA,NA,2.632,2.386,1.738,2.488,NA,NA,4.471,5.261,NA,NA,NA,NA,NA,2.084,NA,NA,NA,2.941,NA,1.916,3.233,NA,NA,NA,2.19,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1916,NA,NA,2.295,2.56,1.786,2.503,NA,NA,3.689,4.848,NA,NA,NA,NA,NA,1.91,NA,NA,NA,1.788,NA,2.119,2.399,NA,NA,NA,2.207,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1917,NA,NA,1.93,2.092,1.571,1.887,NA,NA,3.118,3.713,NA,1.189,NA,NA,NA,0.416,NA,NA,NA,0.518,NA,1.363,2.2,NA,NA,NA,1.563,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1918,NA,NA,1.492,1.941,1.239,0.972,NA,NA,3.17,3.484,NA,1.1,NA,NA,NA,0.757,NA,NA,NA,1.266,NA,1.184,1.683,NA,NA,NA,1.433,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1919,NA,NA,1.974,2.664,1.559,1.555,NA,NA,3.911,4.613,NA,0.533,NA,NA,NA,0.791,NA,NA,NA,1.542,NA,1.506,2.329,NA,NA,NA,1.656,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1920,NA,NA,2.101,2.355,1.918,1.822,NA,NA,4.513,4.953,NA,1.046,NA,NA,NA,1.386,1.546,NA,NA,1.991,NA,1.898,2.419,NA,NA,NA,1.585,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1921,NA,NA,2.423,2.149,2.377,2.086,NA,NA,4.061,4.987,1.098,1.467,NA,NA,NA,1.088,1.866,NA,NA,0.92,NA,2.045,2.746,NA,NA,NA,2.105,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE
1922,NA,NA,2.09,2.414,1.753,1.988,NA,NA,2.692,3.405,0.95,1.501,0.737,NA,NA,0.814,0.957,NA,1.321,1.055,NA,1.248,2.032,2.704,NA,NA,1.762,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE
1923,NA,NA,2.452,2.983,1.958,2.401,NA,NA,3.988,4.897,1.916,1.896,1.59,NA,NA,1.096,1.18,NA,1.928,2.226,NA,2.008,2.128,3.914,NA,NA,2.251,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE
1924,NA,NA,2.41,2.919,1.611,1.828,NA,NA,3.227,4.463,1.323,1.621,1.154,NA,NA,0.939,0.977,NA,1.453,1.923,NA,1.528,2.317,4.028,NA,NA,1.713,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE
1925,NA,NA,2.794,2.921,1.772,1.849,NA,NA,3.268,4.099,1.04,1.277,1.865,NA,NA,1.041,1.099,NA,1.639,1.675,NA,1.108,2.486,4.298,NA,NA,1.573,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE
1926,NA,NA,2.911,2.741,1.65,1.781,NA,NA,2.88,4.121,1.509,1.167,1.811,NA,0.997,0.832,1.648,NA,1.627,2.117,NA,1.329,2.512,4.082,NA,NA,2.379,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE
1927,NA,NA,2.993,2.665,1.872,1.645,NA,NA,4.015,4.487,0.93,1.295,1.816,NA,0.969,0.921,1.293,NA,1.7,1.77,2.642,1.469,2.839,4.696,NA,NA,2.44,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1928,NA,NA,3.228,2.605,2.029,1.852,NA,NA,3.464,4.633,1.516,1.61,2.112,1.609,0.903,0.91,1.72,NA,1.569,1.693,2.82,1.445,3.681,3.973,NA,NA,2.14,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1929,NA,NA,2.768,2.375,1.559,1.543,NA,NA,3.329,3.514,1.605,1.376,1.273,1.262,0.676,0.75,1.348,NA,1.334,1.134,2.421,1.253,3.016,3.274,NA,NA,1.711,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1930,NA,NA,2.56,2.423,1.768,1.546,NA,NA,3.374,2.618,2.411,1.542,1.397,1.516,0.598,0.773,1.593,NA,1.18,1.737,2.78,1.123,2.305,3.203,NA,NA,1.788,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1931,NA,NA,2.442,2.494,2.052,2.098,NA,NA,4.716,4.573,1.539,1.767,1.47,1.605,0.8,0.932,1.648,NA,1.608,1.738,2.585,1.487,3.756,4.684,NA,NA,2.12,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1932,0.85,NA,1.843,2.371,1.578,1.929,NA,NA,3.584,3.492,2.321,1.068,1.499,1.614,1.26,1.038,1.101,NA,1.678,1.327,2.259,1.651,2.95,3.795,NA,NA,2.207,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1933,1.053,NA,2.235,2.694,1.708,2.153,NA,NA,2.587,3.298,2.402,1.009,1.664,1.65,2.244,0.726,1.432,NA,1.526,1.274,2.623,1.356,2.543,3.339,NA,NA,2.179,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1934,1.868,NA,2.379,2.945,2.293,2.188,NA,NA,2.657,3.879,2.314,1.213,1.64,1.627,2.234,0.463,1.46,1.245,2.114,1.641,2.755,1.324,3.315,4.287,NA,NA,2.201,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE
1935,1.397,NA,2.082,2.611,2.057,1.792,NA,NA,2.981,3.557,2.502,1.456,1.819,1.714,2.285,0.815,1.419,1.014,2.02,1.585,2.441,1.328,2.553,5.153,NA,1.235,2.252,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1936,1.425,NA,2.623,2.667,2.407,1.996,NA,NA,3.248,3.734,1.206,1.283,1.889,1.554,2.368,0.724,1.388,1.421,1.831,1.41,2.556,1.359,2.098,4.283,NA,1.025,1.965,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1937,0.734,NA,2.662,2.34,2.083,2.151,NA,2.009,3.968,3.757,1.131,1.028,1.858,1.697,1.789,0.717,2.766,0.641,1.781,1.699,2.481,1.497,1.775,3.646,NA,1.403,2.25,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1938,0.73,NA,2.391,2.045,1.989,1.934,NA,2.274,4.205,3.843,1.239,1.135,1.643,1.648,1.068,0.536,2.351,0.994,2.339,1.774,2.743,1.157,2.236,4.4,NA,1.495,2.039,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1939,0.934,NA,2.554,2.155,2.028,1.884,NA,1.876,4.458,3.823,1.33,1.08,1.861,1.948,1.218,0.583,1.85,1.092,2.231,1.261,2.371,1.223,2.787,5.069,NA,1.527,1.963,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1940,0.813,NA,2.334,2.012,1.777,1.954,1.056,0.987,4.628,3.926,1.389,1.033,1.791,1.817,1.045,0.38,1.315,0.989,2.049,1.302,2.014,1.268,3.165,5.69,NA,1.182,2.046,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1941,2.027,NA,2.879,2.717,2.921,2.876,0.41,0.543,5.071,4.147,1.723,1.734,2.805,2.387,1.463,0.699,1.813,2.295,2.819,2.626,3.297,1.412,3.693,5.566,NA,1.72,3.104,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1942,2.644,NA,2.35,2.361,3.184,3.167,0.394,0.628,3.48,4.483,1.568,1.632,2.665,2.321,1.283,0.97,1.565,2.688,3.091,2.68,2.072,1.487,2.999,5.345,NA,1.757,3.655,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE
1943,1.988,NA,2.277,2.572,2.307,3.032,0.718,0.849,3.688,4.632,1.655,2.258,2.387,2.435,1.432,1.566,1.36,2.112,3.12,2.336,2.278,1.417,1.983,2.701,NA,1.941,3.025,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1944,1.391,NA,1.93,2.512,2.26,2.606,0.704,0.911,3.676,4.451,1.614,1.825,2.091,2.352,1.404,1.765,1.246,1.706,2.792,1.777,2.678,1.804,2.87,2.975,NA,2.057,2.504,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1945,1.241,NA,1.495,2.009,1.756,1.71,0.71,1.081,2.957,3.534,1.219,1.584,1.625,1.787,0.955,1.701,1.1,1.527,2.658,1.385,2.188,1.083,2.903,2.722,NA,1.446,1.792,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1946,1.66,NA,1.919,2.429,2.146,2.171,0.997,1.251,3.634,4.538,1.401,1.883,1.938,2.319,1.317,2.209,1.405,1.899,3.483,1.468,3.055,1.111,3.23,3.366,1.526,1.74,1.96,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,1.572,NA,1.907,2.161,2.755,3.037,1.237,1.15,3.643,3.252,1.283,2.115,2.232,2.418,1.145,1.881,1.533,1.907,3.822,1.813,3.228,1.251,4.23,3.624,2.364,1.54,2.328,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.969,NA,1.87,2.174,2.978,2.848,1.062,1.233,3.603,4.584,1.731,2.197,2.483,2.656,1.351,1.838,1.743,2.26,4.342,1.86,3.277,1.535,2.525,3.673,2.47,1.847,2.52,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,1.639,NA,1.93,2.111,2.649,2.245,1.687,1.857,3.526,4.405,1.707,2.087,1.983,2.39,1.45,1.521,1.562,1.438,4.086,1.658,2.8,1.323,2.73,4.049,2.585,2.079,2.031,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.368,NA,1.889,2.144,2.643,2.091,1.677,1.645,3.579,5.306,1.734,1.943,1.912,2.389,1.588,1.524,1.875,1.296,4.183,1.613,3.457,1.7,4.182,5.095,1.799,2.163,2.37,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,1.192,NA,1.645,1.966,2.242,1.624,1.695,1.253,4.178,5.864,1.271,1.611,1.856,2.271,1.039,0.97,1.72,1.2,4.003,1.358,2.662,1.583,4.128,5.048,1.859,1.612,1.799,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.273,NA,1.687,1.834,2.395,2.028,1.728,0.834,4.131,5.424,1.679,1.77,2.739,2.592,1.809,1.393,1.872,1.608,4.151,1.443,2.55,1.806,3.2,5.018,1.213,2,2.238,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,1.156,1.029,1.438,1.672,1.416,1.888,1.222,1.051,2.899,3.243,1.486,1.754,1.847,2.223,1.542,1.246,2.342,1.333,3.812,1.583,2.314,1.486,2.327,4.169,1.154,1.703,1.589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,1.314,0.935,1.745,1.656,1.499,2.137,1.332,0.902,3.565,4.239,1.361,1.8,2.176,2.186,1.567,1.176,2.374,1.489,3.489,1.548,2.314,1.629,2.232,4.528,1.76,2.188,1.788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,1.762,1.513,1.806,1.536,2.021,2.654,1.747,1.222,3.611,4.098,1.728,2.106,2.148,2.355,1.972,1.523,1.831,1.731,4.506,1.987,2.623,2.24,2.174,4.377,2.506,2.159,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,1.718,1.781,1.709,1.662,1.633,2.52,1.919,1.295,2.877,3.394,1.742,2.039,2.081,2.364,1.528,1.621,1.446,1.918,3.773,1.954,2.457,1.668,1.961,3.284,2.192,2.03,2.099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,1.217,1.648,1.54,1.885,1.473,1.892,1.873,1.516,3.096,3.179,1.753,2.303,1.951,2.136,1.389,1.252,0.91,1.721,4.407,1.81,2.818,2.164,3.18,4.793,2.283,2.16,1.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.498,1.838,2.16,2.322,2.227,2.014,2.071,1.446,2.99,3.435,2.446,2.213,2.047,2.265,1.438,1.173,1.366,1.656,4.693,1.688,3.346,2.276,3.143,4.921,2.45,2.318,2.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.743,2.26,1.628,2.62,2.546,2.023,2.192,1.792,3.126,3.621,2.745,2.22,2.077,1.796,1.62,1.179,1.462,1.708,4.593,2.083,2.478,2.294,2.049,4.459,2.811,2.306,1.818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,1.072,1.996,1.88,2.701,2.649,1.861,2.596,1.932,3.188,4.29,2.102,2.039,2.253,1.873,1.636,1.153,1.46,1.989,4.488,1.77,1.969,2.694,2.246,6.252,2.534,1.909,1.895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.935,2.074,1.903,2.287,2.383,1.806,2.166,1.23,3.209,3.858,1.747,2.089,2.087,2.022,1.534,1.272,1.365,2.022,4.181,1.607,2.254,2.591,2.545,4.753,2.476,2.172,1.952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,1.061,1.641,1.665,1.838,1.935,1.634,2.23,1.334,2.595,3.351,1.6,2.281,1.424,1.824,1.707,1.19,1.52,2.057,2.63,1.652,2.607,2.008,1.862,6.337,2.731,2.56,2.011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,2.111,2.69,1.792,2.14,2.519,1.825,2.583,1.479,2.367,3.043,2.264,2.966,1.843,2.05,2.252,1.648,1.715,2.328,2.099,2.184,2.795,2.837,2.58,5.62,3.789,2.856,1.984,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,2.649,2.472,1.512,1.558,2.288,1.901,2.447,2.191,1.992,2.332,2.038,2.934,1.541,1.934,1.583,1.715,1.391,2.602,1.912,1.78,2.152,2.63,2.105,5.014,3.693,1.927,1.982,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,1.746,2.453,1.669,1.894,2.37,1.932,2.934,2.287,1.995,2.215,2.065,2.905,1.783,2.084,1.622,1.735,1.47,2.575,1.672,1.706,2.738,2.717,2.67,6.436,4.279,2.441,1.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,2.493,3.159,1.992,2.082,3.066,2.915,2.831,2.62,3.18,2.754,2.16,3.4,2.427,2.59,2.069,2.631,2.141,3.275,4.187,2.144,5.002,2.637,5.308,8.518,3.967,3.646,2.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1967,1.969,2.586,1.57,2.038,2.276,2.38,2.601,2.249,2.705,2.413,2.476,2.294,2.142,2.003,1.515,1.933,1.703,2.502,3.903,1.692,3.642,2.456,5.109,5.643,3.201,2.505,2.017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,1.854,2.703,1.572,1.817,2.543,2.154,2.47,1.775,2.314,1.871,2.125,2.098,2.582,1.551,1.427,1.644,1.351,2.193,3.502,1.152,3.048,1.81,5.208,4.255,2.41,2.744,1.644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
