tree,n_missing_total,n_missing_1980_on,n_outliers_total
TR11A_raw,53,4,0
TR11B_raw,37,4,0
TR12A_raw,45,6,0
TR12B_raw,45,6,0
TR13A_raw,54,8,0
TR13B_raw,32,13,0
TR14A_raw,43,4,0
TR14B_raw,48,5,1
TR15A_raw,32,9,1
TR15B_raw,30,9,0
TR16B_raw,34,4,1
TR17A_raw,39,4,0
TR17B_raw,38,4,0
TR18A_raw,56,7,0
TR18B_raw,48,7,0
TR19A_raw,61,9,1
TR19B_raw,53,4,0
TR20A_raw,59,7,0
TR20B_raw,61,9,0
TR21A_raw,57,5,0
TR21B_raw,49,4,0
TR22A_raw,54,4,0
TR22B_raw,47,4,0
TR23B_raw,53,4,0
TR24B_raw,39,4,0
TR25A_raw,39,4,0
TR25B_raw,29,4,0
TR26A_raw,31,4,0
TR26B_raw,4,4,0
TR27A_raw,39,4,0
TR27B_raw,32,4,0
TR28A_raw,55,4,0
TR28B_raw,50,4,0
TR29A_raw,53,4,0
TR29B_raw,56,4,0
TR30A_raw,57,5,0
TR30B_raw,49,4,0
TR1A_raw,56,8,0
TR2A_raw,64,12,1
TR2B_raw,50,7,0
TR3A_raw,59,7,0
TR3B_raw,61,9,0
TR4B_raw,34,8,0
TR5A_raw,43,7,0
TR6A_raw,53,16,1
TR6B_raw,53,16,0
TR7A_raw,54,7,0
TR7B_raw,61,9,0
TR8B_raw,42,7,0
TR9B_raw,50,8,0
TR10A_raw,33,8,0
TR10B_raw,45,8,0
