"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"14804","GNP0718121432SF","Abies lasiocarpa","Abies lasiocarpa",12.6,14
"14805","GNP0718121432SF","Abies lasiocarpa","Abies lasiocarpa",20.6,15
"14806","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",35.7,2.6
"14807","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",40.6,9.9
"14808","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",19.6,13.1
"14809","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",17.9,13.1
"14810","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18.5,15
"14811","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.7,13.8
"14812","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",20.1,11.9
"14813","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",12.5,6.7
"14814","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",21,5.9
"14815","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.3,5.3
"14816","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",21.9,8
"14817","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",27.7,8.4
"14818","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",22.5,9.9
"14819","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",28.2,13.4
"14820","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.5,12.4
"14821","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18.7,9.7
"14822","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",19.9,11.9
"14823","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",19.1,13.3
"14824","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",24.7,14.5
"14825","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",21.4,14.9
"14826","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23.2,14.6
"14827","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",27.8,14.4
"14828","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",24,11.9
"14829","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",10.3,12.7
"14830","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",15.1,11.5
"14831","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",14.5,11
"14832","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",11.2,11.3
"14833","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",18.1,9
"14834","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",27.3,7.5
"14835","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.5,5.1
"14836","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.5,4.9
"14837","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",19.4,2.9
"14838","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",13.4,3.4
"14839","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",28.2,4.6
"14840","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.2,9.1
"14841","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",26.8,12.6
"14842","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",30.5,13.5
"14843","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",32,11.5
"14844","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",33.2,9.4
"14845","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",32,8.7
"14846","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",19,9.5
"14847","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",18,12.7
"14848","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18,14.9
"14849","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.2,14.9
"14850","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15,12.8
"14851","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",17.5,11.3
"14852","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",11.4,9.6
"14853","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",19.4,9.3
"14854","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",13.1,5.1
"14855","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",16.6,4.8
"14856","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",16.7,5.8
"14857","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.5,7.7
"14858","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",29.9,10.6
"14859","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.6,12.9
"14860","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",25.6,12.8
"14862","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",12.2,8.4
"14863","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.5,4.8
"14864","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",16.1,3.3
"14865","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",20.5,6.4
"14866","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23,7.2
"14867","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",26,8.5
"14868","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.1,10.2
"14869","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",17.1,9.3
"14870","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23.5,11.2
"14871","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18.8,11.5
"14872","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",27.3,13.4
"14873","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",15.2,14.8
"14876","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.6,13.5
"14877","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",18,10.3
"14878","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",29.5,8
"14879","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.2,4.9
"14880","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23.4,6.1
"14881","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",11.7,4
"14882","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",11.5,2
"14883","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.2,2
"14884","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",23.3,3.2
"14885","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",17.3,5.9
"14886","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",12.5,7
"14887","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",17.6,6.9
"14888","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",20.4,6.9
"14889","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.7,8.8
"14890","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",36.5,10.1
"14891","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",11.8,14.9
"14892","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",28.7,14.5
"14893","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",12.5,14
"14894","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",15.5,12.3
"14895","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.5,11.5
"14896","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",28.9,11.1
"14897","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",11.5,8.3
"14898","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",25.2,7.2
"14899","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",15,6.8
"14900","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23.4,5.2
"14901","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",25.1,6.2
"14902","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.1,12.1
"14903","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",37.9,12.9
"14904","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",21,12.1
"14905","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",15.2,14.1
"14906","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",20.2,14.2
"14910","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.7,13.52
"14911","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",14.7,13.92
"14918","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",12.2,12.8
"14919","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18.8,10.55
"14920","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",25.8,9.22
"14921","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",16,8.89
"14922","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",30.3,12.07
"14923","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",15.4,13.3
"14924","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",17.8,14.78
"14933","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",20.7,14.95
"14934","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",21.6,13.67
"14935","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",14.7,13.37
"14936","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",12.7,12.27
"14944","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",21.3,14.69
"14945","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",28.8,13.47
"14946","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",20,12.09
"14947","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",21,12.94
"14948","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",13.3,10.34
"14949","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",23.3,10.05
"14950","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",18.3,10.2
"14951","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",12,8.68
"14952","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",17.8,6.87
"14953","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",17.3,6.24
"14954","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",16.5,6.13
"14955","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",29.5,8.79
"14956","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",32.9,10.72
"14958","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",31,12.57
"14959","GNP0718121559SF","Abies lasiocarpa","Abies lasiocarpa",21.3,13.29
"14960","GNP0718121559SF","Abies lasiocarpa","Picea engelmannii",31.4,13.13
"14961","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",20.5,14.4
"14962","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",19,14.5
"14963","GNP0718121605ES","Picea engelmannii","Picea engelmannii",37.1,9.6
"14964","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.7,8.1
"14965","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.7,8.3
"14966","GNP0718121605ES","Picea engelmannii","Picea engelmannii",11.3,9.8
"14967","GNP0718121605ES","Picea engelmannii","Picea engelmannii",29.8,13.7
"14968","GNP0718121605ES","Picea engelmannii","Picea engelmannii",31.4,13.5
"14969","GNP0718121605ES","Picea engelmannii","Picea engelmannii",26.2,11.6
"14970","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.5,9.1
"14971","GNP0718121605ES","Picea engelmannii","Picea engelmannii",17.9,10.1
"14972","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",12.2,6.7
"14973","GNP0718121605ES","Picea engelmannii","Picea engelmannii",18.8,4.5
"14974","GNP0718121605ES","Picea engelmannii","Picea engelmannii",25.8,3.2
"14975","GNP0718121605ES","Picea engelmannii","Picea engelmannii",16,2.9
"14976","GNP0718121605ES","Picea engelmannii","Picea engelmannii",30.3,6.2
"14977","GNP0718121605ES","Picea engelmannii","Picea engelmannii",15.4,7.3
"14978","GNP0718121605ES","Picea engelmannii","Picea engelmannii",17.8,8.7
"14979","GNP0718121605ES","Picea engelmannii","Picea engelmannii",13,9.8
"14980","GNP0718121605ES","Picea engelmannii","Picea engelmannii",12.8,10
"14981","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",10.6,11.5
"14982","GNP0718121605ES","Picea engelmannii","Picea engelmannii",24.3,12.8
"14983","GNP0718121605ES","Picea engelmannii","Picea engelmannii",12.6,13.6
"14984","GNP0718121605ES","Picea engelmannii","Picea engelmannii",14.6,13.8
"14985","GNP0718121605ES","Picea engelmannii","Picea engelmannii",16.3,13.9
"14986","GNP0718121605ES","Picea engelmannii","Picea engelmannii",14.3,10.1
"14987","GNP0718121605ES","Picea engelmannii","Picea engelmannii",20.7,9.2
"14988","GNP0718121605ES","Picea engelmannii","Picea engelmannii",21.6,7.8
"14989","GNP0718121605ES","Picea engelmannii","Picea engelmannii",14.7,7.4
"14990","GNP0718121605ES","Picea engelmannii","Picea engelmannii",12.7,6.6
"14991","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",21.6,14.2
"14992","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",22.3,14
"14993","GNP0718121605ES","Picea engelmannii","Picea engelmannii",15,13.7
"14994","GNP0718121605ES","Picea engelmannii","Picea engelmannii",35.7,12.4
"14995","GNP0718121605ES","Picea engelmannii","Picea engelmannii",21.5,12.6
"14996","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",27,14.1
"14997","GNP0718121605ES","Picea engelmannii","Picea engelmannii",33.8,11.7
"14998","GNP0718121605ES","Picea engelmannii","Picea engelmannii",21.3,10.8
"14999","GNP0718121605ES","Picea engelmannii","Picea engelmannii",28.8,9.2
"15000","GNP0718121605ES","Picea engelmannii","Picea engelmannii",20,8.1
"15001","GNP0718121605ES","Picea engelmannii","Picea engelmannii",21,9.2
"15002","GNP0718121605ES","Picea engelmannii","Picea engelmannii",13.3,7
"15003","GNP0718121605ES","Picea engelmannii","Picea engelmannii",23.3,6.4
"15004","GNP0718121605ES","Picea engelmannii","Picea engelmannii",18.3,6.2
"15005","GNP0718121605ES","Picea engelmannii","Picea engelmannii",12,4.8
"15006","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",17.8,3.5
"15007","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",17.3,2.4
"15008","GNP0718121605ES","Picea engelmannii","Picea engelmannii",16.5,2.1
"15009","GNP0718121605ES","Picea engelmannii","Picea engelmannii",29.5,7
"15010","GNP0718121605ES","Picea engelmannii","Picea engelmannii",32.9,8.4
"15011","GNP0718121605ES","Picea engelmannii","Picea engelmannii",38.5,14
"15012","GNP0718121605ES","Picea engelmannii","Picea engelmannii",31,11.1
"15013","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",21.3,12.8
"15014","GNP0718121605ES","Picea engelmannii","Picea engelmannii",31.4,13.2
"15015","GNP0718121605ES","Picea engelmannii","Picea engelmannii",35.7,8.6
"15022","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",12.5,12.64
"15023","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",21,11.91
"15024","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.3,11.33
"15025","GNP0718121605ES","Picea engelmannii","Picea engelmannii",21.9,14.09
"15026","GNP0718121605ES","Picea engelmannii","Picea engelmannii",27.7,14.49
"15042","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",18.1,13.9
"15043","GNP0718121605ES","Picea engelmannii","Picea engelmannii",27.3,12.34
"15044","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.5,10.59
"15045","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.5,10.34
"15046","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",19.4,8.09
"15047","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",13.4,7.39
"15048","GNP0718121605ES","Picea engelmannii","Picea engelmannii",28.2,8.25
"15049","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.2,12.99
"15052","GNP0718121605ES","Picea engelmannii","Picea engelmannii",32,14.43
"15053","GNP0718121605ES","Picea engelmannii","Picea engelmannii",33.2,12.46
"15054","GNP0718121605ES","Picea engelmannii","Picea engelmannii",32,10.97
"15055","GNP0718121605ES","Picea engelmannii","Picea engelmannii",19,11.56
"15056","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",18,14.18
"15059","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15,12.98
"15060","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",17.5,12.27
"15061","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",11.4,9.75
"15062","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",19.4,9.21
"15063","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",13.1,6.86
"15064","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",16.6,5.41
"15065","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",16.7,5.78
"15066","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.5,6.84
"15067","GNP0718121605ES","Picea engelmannii","Picea engelmannii",29.9,9
"15068","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.6,10.65
"15069","GNP0718121605ES","Picea engelmannii","Picea engelmannii",25.6,11.2
"15070","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",19.5,12.01
"15071","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",12.2,5.62
"15072","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.5,4.51
"15073","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",16.1,3.74
"15074","GNP0718121605ES","Picea engelmannii","Picea engelmannii",20.5,2.83
"15075","GNP0718121605ES","Picea engelmannii","Picea engelmannii",23,1.86
"15076","GNP0718121605ES","Picea engelmannii","Picea engelmannii",26,2.6
"15077","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.1,5.79
"15078","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",17.1,5.34
"15079","GNP0718121605ES","Picea engelmannii","Picea engelmannii",23.5,6.15
"15080","GNP0718121605ES","Picea engelmannii","Picea engelmannii",18.8,6.5
"15081","GNP0718121605ES","Picea engelmannii","Picea engelmannii",27.3,9.19
"15082","GNP0718121605ES","Picea engelmannii","Picea engelmannii",15.2,10.68
"15083","GNP0718121605ES","Picea engelmannii","Picea engelmannii",33.1,11.71
"15084","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",13.8,10.95
"15085","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.6,8.11
"15086","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",18,10.02
"15087","GNP0718121605ES","Picea engelmannii","Picea engelmannii",29.5,9
"15088","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",14.2,1.66
"15089","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",11.7,2.51
"15090","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",11.5,4.53
"15091","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.2,4.99
"15092","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",23.3,7.32
"15093","GNP0718121605ES","Picea engelmannii","Picea engelmannii",17.3,8.92
"15094","GNP0718121605ES","Picea engelmannii","Picea engelmannii",12.5,9.44
"15095","GNP0718121605ES","Picea engelmannii","Picea engelmannii",17.6,9.75
"15096","GNP0718121605ES","Picea engelmannii","Picea engelmannii",20.4,9.97
"15097","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",15.7,10.88
"15098","GNP0718121605ES","Picea engelmannii","Picea engelmannii",36.5,11.89
"15105","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",11.5,12.27
"15106","GNP0718121605ES","Picea engelmannii","Picea engelmannii",25.2,11.17
"15107","GNP0718121605ES","Picea engelmannii","Picea engelmannii",15,10.95
"15108","GNP0718121605ES","Picea engelmannii","Picea engelmannii",23.4,9.44
"15109","GNP0718121605ES","Picea engelmannii","Abies lasiocarpa",25.1,11.44
"15115","GNP0719121020LP","Pinus contorta var. latifolia","Abies concolor",21.7,11.1
"15116","GNP0719121020LP","Pinus contorta var. latifolia","Abies concolor",15.5,14.2
"15117","GNP0719121020LP","Pinus contorta var. latifolia","Abies concolor",11.1,14.5
"15118","GNP0719121020LP","Pinus contorta var. latifolia","Abies concolor",20,12.2
"15119","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.3,12.8
"15120","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.8,11
"15121","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",19.6,9.3
"15122","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",13,8.1
"15123","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.3,8.2
"15124","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",13,13.5
"15125","GNP0719121020LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",25.7,7.9
"15126","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",15.3,7.4
"15127","GNP0719121020LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",31.1,6.5
"15128","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",21.1,5.8
"15129","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",14,9.7
"15130","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.1,9.9
"15131","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",14.9,13.2
"15132","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",12.2,12.8
"15133","GNP0719121020LP","Pinus contorta var. latifolia","Picea engelmannii",32.4,13.2
"15134","GNP0719121020LP","Pinus contorta var. latifolia","Picea engelmannii",37.5,9.8
"15135","GNP0719121020LP","Pinus contorta var. latifolia","Abies lasiocarpa",15.4,10.4
"15136","GNP0719121020LP","Pinus contorta var. latifolia","Picea engelmannii",43.4,6.9
"15137","GNP0719121020LP","Pinus contorta var. latifolia","Picea engelmannii",21.5,7.8
"15138","GNP0719121020LP","Pinus contorta var. latifolia","Picea engelmannii",24.3,2.3
