tree,n_missing_total,n_missing_1980_on,n_outliers_total
T0002S_raw,163,45,4
T0002E_raw,176,45,2
T0003W_raw,105,45,1
T0003E_raw,105,45,0
T0004N_raw,152,25,0
T0005N_raw,184,45,1
T0005S_raw,108,45,1
T0006S_raw,250,25,2
T0006E_raw,180,25,2
T0006W_raw,185,25,2
T0007N_raw,95,25,2
T0007E_raw,121,25,3
T0008N_raw,107,25,1
T0008S_raw,104,25,0
T0010N_raw,224,45,0
T0011W_raw,237,25,1
T0011N_raw,170,25,1
T0011S_raw,236,25,1
T0012W_raw,140,25,5
T0012N_raw,107,25,2
TOO13N_raw,221,39,0
T0013W_raw,100,25,0
T0014E_raw,140,32,1
T0014W_raw,139,31,5
T0015N_raw,194,25,3
T0015W_raw,217,39,3
T0016N_raw,187,25,2
T0016W_raw,211,45,0
T0017N_raw,61,28,0
T0017W_raw,152,45,0
T0018N_raw,140,45,0
T0018W_raw,147,45,1
T0019E_raw,186,45,0
T0019N_raw,126,45,1
T0019S_raw,226,45,0
