tree,n_missing_total,n_missing_1980_on,n_outliers_total
ANT03A_raw,261,44,1
ANT03B_raw,282,44,3
ANT05A_raw,125,44,4
ANT05B_raw,151,44,5
ANT06A_raw,218,44,5
ANT06B_raw,298,45,2
ANT07A_raw,308,45,1
ANT07B_raw,281,44,0
ANT07X_raw,412,45,0
ANT10A_raw,261,44,0
ANT10B_raw,249,44,2
ANT11A_raw,280,44,1
ANT11B_raw,436,44,0
ANT11C_raw,279,44,2
ANT12A_raw,232,44,0
ANT12B_raw,399,44,0
ANT13A_raw,152,44,5
ANT13B_raw,172,44,6
ANT14A_raw,91,44,7
ANT14B_raw,153,45,1
ANT14X_raw,423,45,1
ANT15A_raw,271,44,2
ANT15B_raw,408,44,1
ANT16A_raw,317,45,0
ANT16B_raw,427,45,0
ANT16X_raw,449,44,1
ANT16Y_raw,271,44,0
ANT17A_raw,428,45,1
ANT17B_raw,412,45,1
ANT17X_raw,314,45,3
ANT17Y_raw,323,45,4
ANT19A_raw,397,45,0
ANT19B_raw,419,45,0
ANT19X_raw,267,44,1
ANT19Y_raw,269,45,0
ANT20A_raw,421,44,0
ANT23A_raw,225,44,1
ANT23B_raw,326,44,2
ANT24B_raw,340,44,0
ANT24C_raw,449,44,0
ANT26A_raw,232,45,9
ANT26B_raw,197,44,11
ANT28A_raw,397,44,2
ANT28B_raw,402,44,0
ANT32A_raw,50,44,13
ANT32B_raw,46,44,17
ANT33A_raw,73,44,5
ANT33B_raw,297,44,3
ANT33C_raw,77,44,3
ANT34A_raw,245,44,6
ANT34B_raw,242,44,3
ANT35A_raw,292,44,4
ANT35B_raw,442,45,0
ANT35X_raw,419,44,1
ANT36A_raw,289,44,1
ANT36B_raw,360,44,0
ANT38A_raw,220,44,3
ANT38B_raw,287,44,3
ANT38C_raw,269,44,6
ANT39A_raw,333,44,3
ANT39B_raw,276,44,2
ANT42A_raw,183,44,1
ANT42B_raw,167,44,0
