age_CE,PRL011_raw,PRL021_raw,PRL031_raw,PRL041_raw,PRL042_raw,PRL051_raw,PRL052_raw,PRL063_raw,PRL071_raw,PRL074_raw,PRL081_raw,PRL091_raw,PRL111_raw,PRL121_raw,PRL131_raw,PRL132_raw,PRL141_raw,PRL151_raw,PRL161_raw,PRL173_raw,PRL181_raw,PRL192_raw,PRL202_raw,PRL203_raw,PRL211_raw,PRL222_raw,PRL223_raw,PRL231_raw,PRL241_raw,PRL251_raw,PRL271_raw,PRL281_raw,PRL291_raw,PRL301_raw,PRL311_raw,PRL322_raw,PRL331_raw,PRL332_raw,PRL341_raw,PRL342_raw,PRL351_raw,PRL362_raw,PRL363_raw,PRL371_raw,PRL011_raw_outlier_flag,PRL021_raw_outlier_flag,PRL031_raw_outlier_flag,PRL041_raw_outlier_flag,PRL042_raw_outlier_flag,PRL051_raw_outlier_flag,PRL052_raw_outlier_flag,PRL063_raw_outlier_flag,PRL071_raw_outlier_flag,PRL074_raw_outlier_flag,PRL081_raw_outlier_flag,PRL091_raw_outlier_flag,PRL111_raw_outlier_flag,PRL121_raw_outlier_flag,PRL131_raw_outlier_flag,PRL132_raw_outlier_flag,PRL141_raw_outlier_flag,PRL151_raw_outlier_flag,PRL161_raw_outlier_flag,PRL173_raw_outlier_flag,PRL181_raw_outlier_flag,PRL192_raw_outlier_flag,PRL202_raw_outlier_flag,PRL203_raw_outlier_flag,PRL211_raw_outlier_flag,PRL222_raw_outlier_flag,PRL223_raw_outlier_flag,PRL231_raw_outlier_flag,PRL241_raw_outlier_flag,PRL251_raw_outlier_flag,PRL271_raw_outlier_flag,PRL281_raw_outlier_flag,PRL291_raw_outlier_flag,PRL301_raw_outlier_flag,PRL311_raw_outlier_flag,PRL322_raw_outlier_flag,PRL331_raw_outlier_flag,PRL332_raw_outlier_flag,PRL341_raw_outlier_flag,PRL342_raw_outlier_flag,PRL351_raw_outlier_flag,PRL362_raw_outlier_flag,PRL363_raw_outlier_flag,PRL371_raw_outlier_flag
637,NA,NA,0.33,0.31,0.34,NA,0.19,0.11,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.25,0.09,NA,NA,0.24,0.29,0.19,NA,0.27,NA,NA,NA,0.27,NA,0.32,NA,NA,NA,0.23,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
638,NA,NA,0.38,0.39,0.38,NA,0.23,0.16,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,0.25,0.18,NA,NA,0.25,0.35,0.24,NA,0.31,NA,NA,NA,0.39,NA,0.41,NA,NA,NA,0.24,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
639,NA,NA,0.37,0.33,0.28,NA,0.17,0.11,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.18,0.12,NA,NA,0.26,0.26,0.17,NA,0.27,NA,NA,NA,0.34,NA,0.42,NA,NA,NA,0.22,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
640,NA,NA,0.45,0.43,0.39,NA,0.26,0.13,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,0.3,0.14,NA,NA,0.33,0.38,0.16,NA,0.38,NA,NA,NA,0.37,NA,0.52,NA,NA,NA,0.28,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
641,NA,NA,0.31,0.36,0.29,NA,0.27,0.1,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.2,0.14,NA,NA,0.31,0.39,0.15,NA,0.3,NA,NA,NA,0.32,NA,0.51,NA,NA,NA,0.29,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
642,NA,NA,0.32,0.33,0.28,NA,0.2,0.12,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.26,0.14,NA,NA,0.29,0.38,0.14,NA,0.37,NA,NA,NA,0.29,NA,0.33,NA,NA,NA,0.26,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
643,NA,NA,0.28,0.22,0.2,NA,0.18,0.12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,0.23,0.09,NA,NA,0.3,0.36,0.09,NA,0.41,NA,NA,NA,0.26,NA,0.3,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
644,NA,NA,0.22,0.12,0.15,NA,0.15,0.14,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.12,0.08,NA,NA,0.19,0.28,0.09,NA,0.28,NA,NA,NA,0.24,NA,0.21,NA,NA,NA,0.12,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
645,NA,NA,0.2,0.13,0.08,NA,0.05,0.11,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0.16,0.09,NA,NA,0.17,0.22,0.13,NA,0.31,NA,NA,NA,0.13,NA,0.14,NA,NA,NA,0.14,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
646,NA,NA,0.21,0.09,0.08,NA,0.13,0.1,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,0.15,0.13,NA,NA,0.18,0.13,0.07,NA,0.28,NA,NA,NA,0.13,NA,0.24,NA,NA,NA,0.14,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
647,NA,NA,0.23,0.17,0.02,NA,0.08,0.14,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.15,0.05,NA,NA,0.13,0.16,0.04,NA,0.2,NA,NA,NA,0.15,NA,0.02,NA,NA,NA,0.08,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
648,NA,NA,0.17,0.11,0.14,NA,0.07,0.15,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.11,0.09,NA,NA,0.16,0.13,0.16,NA,0.31,NA,NA,NA,0.12,NA,0.23,NA,NA,NA,0.19,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
649,NA,NA,0.29,0.16,0.24,NA,0.15,0.15,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.19,0.18,NA,NA,0.21,0.22,0.1,NA,0.34,NA,NA,NA,0.27,NA,0.25,NA,NA,NA,0.12,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
650,NA,NA,0.2,0.23,0.21,0.28,0.11,0.14,0.32,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.16,NA,0.19,0.13,NA,NA,0.2,0.17,0.19,NA,0.29,NA,NA,NA,0.13,NA,0.13,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
651,NA,NA,0.28,0.13,0.25,0.35,0.18,0.18,0.36,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.16,0.13,NA,NA,0.22,0.3,0.17,NA,0.21,NA,NA,NA,0.14,NA,0.18,NA,NA,NA,0.15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
652,NA,NA,0.29,0.41,0.22,0.29,0.18,0.15,0.61,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.2,0.11,NA,NA,0.28,0.25,0.22,NA,0.33,NA,NA,NA,0.18,NA,0.07,NA,NA,NA,0.22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
653,NA,NA,0.27,0.28,0.28,0.39,0.18,0.14,0.38,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.24,0.19,NA,NA,0.24,0.3,0.01,NA,0.21,NA,NA,NA,0.18,NA,0.23,NA,NA,NA,0.13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
654,NA,NA,0.37,0.49,0.38,0.33,0.17,0.14,0.56,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.22,0.18,NA,NA,0.24,0.3,0.24,NA,0.29,NA,NA,NA,0.29,NA,0.25,NA,NA,NA,0.19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
655,NA,NA,0.17,0.24,0.17,0.34,0.15,0.13,0.44,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.18,0.09,NA,NA,0.25,0.34,0.2,NA,0.35,NA,NA,NA,0.24,NA,0.14,NA,NA,NA,0.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
656,NA,NA,0.33,0.33,0.38,0.32,0.25,0.14,0.44,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.31,0.15,NA,NA,0.27,0.3,0.19,NA,0.35,NA,NA,NA,0.36,NA,0.26,NA,NA,NA,0.22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
657,NA,NA,0.31,0.39,0.33,0.36,0.22,0.16,0.51,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.23,0.16,NA,NA,0.27,0.19,0.2,NA,0.32,NA,NA,NA,0.26,NA,0.24,NA,NA,NA,0.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
658,NA,NA,0.26,0.24,0.26,0.33,0.17,0.17,0.45,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0.21,0.1,NA,NA,0.22,0.2,0.16,NA,0.29,NA,NA,NA,0.29,NA,0.24,NA,NA,NA,0.15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
659,NA,NA,0.26,0.24,0.27,0.42,0.19,0.13,0.5,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.25,0.17,NA,NA,0.23,0.21,0.15,NA,0.33,NA,NA,NA,0.28,NA,0.27,NA,NA,NA,0.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
660,NA,NA,0.18,0.18,0.18,0.39,0.19,0.14,0.53,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.27,0.18,NA,NA,0.21,0.12,0.14,NA,0.31,NA,NA,NA,0.23,NA,0.28,NA,NA,NA,0.14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
661,NA,NA,0.15,0.2,0.14,0.34,0.19,0.13,0.51,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.18,0.16,NA,NA,0.15,0.15,0.18,NA,0.29,NA,NA,NA,0.19,NA,0.24,NA,NA,NA,0.22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
662,NA,NA,0.14,0.11,0.11,0.35,0.12,0,0.49,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,0.04,NA,0.14,0,NA,NA,0.07,0.12,0.14,NA,0.26,NA,NA,NA,0.1,NA,0.14,NA,NA,NA,0.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
663,NA,NA,0.24,0.19,0.19,0.31,0.2,0.12,0.62,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.26,0.17,NA,NA,0.17,0.12,0.13,NA,0.31,NA,NA,NA,0.25,NA,0.19,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
664,NA,NA,0.21,0.24,0.15,0.34,0.18,0.1,0.56,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.18,0.17,NA,NA,0.11,0.06,0.11,NA,0.3,NA,NA,NA,0.21,NA,0.21,NA,NA,NA,0.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
665,NA,NA,0.21,0.21,0.24,0.37,0.22,0.14,0.54,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.25,0.16,NA,NA,0.16,0.17,0.16,NA,0.4,NA,NA,NA,0.21,NA,0.28,NA,NA,NA,0.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
666,NA,NA,0.26,0.29,0.14,0.4,0.25,0.18,0.65,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.24,0.12,NA,NA,0.17,0.12,0.14,NA,0.27,NA,NA,NA,0.23,NA,0.3,NA,NA,NA,0.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
667,NA,NA,0.26,0.24,0.24,0.35,0.25,0.13,0.46,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.19,0.17,NA,0.3,0.19,0.16,0.17,NA,0.3,NA,NA,NA,0.16,NA,0.25,NA,NA,NA,0.23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
668,NA,NA,0.21,0.28,0.17,0.28,0.24,0.15,0.61,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.32,0.17,NA,0.36,0.16,0.17,0.19,NA,0.31,NA,NA,NA,0.25,NA,0.33,NA,NA,NA,0.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
669,NA,NA,0.15,0.21,0.19,0.24,0.17,0.11,0.55,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.21,0.19,NA,0.28,0.15,0.2,0.15,NA,0.32,NA,NA,NA,0.18,NA,0.18,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
670,NA,NA,0.06,0.05,0.07,0.3,0.13,0.08,0.47,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.14,0.08,NA,0.28,0.13,0.24,0.16,NA,0.28,NA,NA,NA,0.11,NA,0.07,NA,NA,NA,0.12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
671,NA,NA,0.08,0.18,0.14,0.3,0.2,0.17,0.59,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.24,0.07,NA,0.4,0.16,0.24,0.2,NA,0.29,NA,NA,NA,0.18,NA,0.21,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
672,NA,NA,0.1,0.22,0.11,0.25,0.24,0.11,0.52,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.27,0.13,NA,0.38,0.19,0.15,0.19,NA,0.35,NA,NA,NA,0.15,NA,0.22,NA,NA,NA,0.2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
673,NA,NA,0.01,0,0,0.35,0.25,0.1,0.5,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0,0,NA,0.32,0.19,0.22,0.18,NA,0.34,NA,NA,NA,0.06,NA,0.11,NA,NA,NA,0.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
674,NA,NA,0.09,0.1,0.25,0.34,0.33,0.18,0.51,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.26,0.03,NA,0.35,0.26,0.2,0.34,NA,0.31,NA,NA,NA,0.12,NA,0.17,NA,NA,NA,0.09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
675,NA,NA,0.1,0.05,0.16,0.33,0.23,0.12,0.6,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.24,0.1,NA,0.26,0.22,0.2,0.21,NA,0.38,NA,NA,NA,0.15,NA,0.18,NA,NA,NA,0.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
676,NA,NA,0.08,0.19,0.06,0.44,0.28,0.14,0.48,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.2,0.07,NA,0.24,0.24,0.22,0.24,NA,0.34,NA,NA,NA,0.23,NA,0.23,NA,NA,NA,0.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA
