# Gray et al. 2004 Uinta Basin Precipitation Reconstruction
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6329
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6329.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/8c4x-wn69
#
# Science_Keywords: Precipitation Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/northamerica/usa/utah/uinta-precip2004-noaa.txt
#   Data_Download_Description: NOAA Template File; Precipitation Reconstruction Data
#
#-------------------
# Contribution_Date
#   Date: 2005-06-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Gray et al. 2004 Uinta Basin Precipitation Reconstruction
#-------------------
# Investigators
#   Investigators: Gray, S.T.; Jackson, S.T.; Betancourt, J.L.
#-------------------
# Description_Notes_and_Keywords
#   Description: Total annual (previous June-current June) precipitation for the Uinta Basin Region (Utah Climate Division 6) reconstructed from tree rings.  
#-------------------
# Publication
#   Authors: Gray, S. T., Jackson, S. T. and J.L. Betancourt
#   Journal_Name: Journal of the American Water Resources Association
#   Published_Title: Tree-ring based reconstructions of interannual to decadal-scale precipitation variability for northeastern Utah.
#   Published_Date_or_Year: 2007-06-08
#   Volume: 40
#   Issue: 4
#   Pages: 947-960
#   Report_Number: 
#   DOI: 10.1111/j.1752-1688.2004.tb01058.x
#   Full_Citation: 
#   Abstract: Samples from 107 piñon pines (Pinns edulis) at four sites were used to develop a proxy record of annual (June to June) precipitation spanning the 1226 to 2001 AD interval for the Uinta Basin Watershed of northeastern Utah. The reconstruction reveals significant precipitation variability at interannual to decadal scales. Single-year dry events before the instrumental period tended to be more severe than those after 1900. In general, decadal scale dry events were longer and more severe prior to 1900. In particular, dry events in the late 13th, 16th, and 18th Centuries surpass the magnitude and duration of droughts seen in the Uinta Basin after 1900. The last four decades of the 20th Century also represent one of the wettest periods in the reconstruction. The proxy record indicates that the instrumental record (approximately 1900 to the Present) underestimates the potential frequency and severity of severe, sustained droughts in this area, while over representing the prominence of wet episodes. In the longer record, the empirical probability of any decadal scale drought exceeding the duration of the 1954 through 1964 drought is 94 percent, while the probability for any wet event exceeding the duration of the 1965 through 1999 wet spell is only 1 percent. Hence, estimates of future water availability in the Uinta Basin and forecasts for exports to the Colorado River, based on the 1961 to 1990 and 1971 to 2000 “normal” periods, may be overly optimistic.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant_Number: 
#-------------------
# Funding_Agency
#   Funding_Agency_Name: U.S. Geological Survey
#   Grant_Number: 
#-------------------
# Funding_Agency
#   Funding_Agency_Name: Wyoming Water Development Commission
#   Grant_Number: 
#-------------------
# Site_Information
#   Site_Name: Utah Climate Division 6 - Uinta Basin
#   Location: Utah
#   Northernmost_Latitude: 41
#   Southernmost_Latitude: 40
#   Easternmost_Longitude: -109
#   Westernmost_Longitude: -111
#   Elevation_m: 
#-------------------
# Data_Collection
#   Collection_Name: Gray2004Uinta
#   First_Year: 1226
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: reconstructions
#   Notes: 
#-------------------
# Chronology_Information
#    Chronology:
#-------------------
# Variables 
#
#   PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#     PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
#   variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## age	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## precipr	precipitation,,,millimeter,Jul-Jun,climate reconstructions;tree ring,,,N,
## precipi	precipitation,,,millimeter,Jul-Jun,instrumental,,,N,
#-------------------------------
# DATA: 
# Missing_Values: NA
age	precipr	precipi
1506	77.55	NA
1507	159.95	NA
1508	208.98	NA
1509	230.75	NA
1510	163.83	NA
1511	222.89	NA
1512	221.75	NA
1513	192.10	NA
1514	288.24	NA
1515	170.92	NA
1516	238.61	NA
1517	249.86	NA
1518	186.71	NA
1519	228.70	NA
1520	219.99	NA
1521	334.89	NA
1522	172.50	NA
1523	283.76	NA
1524	237.23	NA
1525	240.62	NA
1526	247.95	NA
1527	284.05	NA
1528	213.02	NA
1529	251.26	NA
1530	190.57	NA
1531	112.75	NA
1532	76.39	NA
1533	170.68	NA
1534	189.66	NA
1535	223.48	NA
1536	264.67	NA
1537	216.46	NA
1538	175.04	NA
1539	184.57	NA
1540	189.26	NA
1541	209.32	NA
1542	120.58	NA
1543	166.38	NA
1544	122.10	NA
1545	141.57	NA
1546	185.18	NA
1547	165.16	NA
1548	213.28	NA
1549	237.72	NA
1550	288.52	NA
1551	278.24	NA
1552	202.73	NA
1553	277.10	NA
1554	216.48	NA
1555	230.72	NA
1556	195.35	NA
1557	256.52	NA
1558	172.21	NA
1559	226.56	NA
1560	224.00	NA
1561	234.04	NA
1562	229.84	NA
1563	192.23	NA
1564	255.23	NA
1565	252.41	NA
1566	168.33	NA
1567	195.42	NA
1568	170.53	NA
1569	187.56	NA
1570	202.47	NA
1571	190.92	NA
1572	210.80	NA
1573	164.00	NA
1574	153.57	NA
1575	189.43	NA
1576	150.21	NA
1577	260.89	NA
1578	235.51	NA
1579	127.96	NA
1580	86.61	NA
1581	145.16	NA
1582	191.70	NA
1583	163.83	NA
1584	162.95	NA
1585	126.99	NA
1586	178.73	NA
1587	218.08	NA
1588	215.93	NA
1589	237.59	NA
1590	203.51	NA
1591	189.66	NA
1592	128.36	NA
1593	227.57	NA
1594	261.02	NA
1595	291.27	NA
1596	304.85	NA
1597	219.00	NA
1598	172.86	NA
1599	207.58	NA
1600	138.05	NA
1601	219.22	NA
1602	278.05	NA
1603	280.89	NA
1604	286.61	NA
1605	298.33	NA
1606	276.49	NA
1607	209.45	NA
1608	231.81	NA
1609	271.60	NA
1610	243.47	NA
1611	233.70	NA
1612	229.77	NA
1613	203.79	NA
1614	264.35	NA
1615	244.96	NA
1616	252.45	NA
1617	236.26	NA
1618	303.26	NA
1619	235.46	NA
1620	244.75	NA
1621	295.82	NA
1622	194.82	NA
1623	230.96	NA
1624	216.44	NA
1625	207.00	NA
1626	157.79	NA
1627	182.55	NA
1628	134.35	NA
1629	150.74	NA
1630	184.25	NA
1631	148.93	NA
1632	127.83	NA
1633	239.73	NA
1634	194.82	NA
1635	155.74	NA
1636	176.92	NA
1637	131.45	NA
1638	128.95	NA
1639	158.71	NA
1640	230.49	NA
1641	187.99	NA
1642	258.25	NA
1643	229.68	NA
1644	222.72	NA
1645	184.55	NA
1646	210.81	NA
1647	250.97	NA
1648	181.10	NA
1649	262.71	NA
1650	183.29	NA
1651	223.10	NA
1652	219.28	NA
1653	143.96	NA
1654	191.53	NA
1655	265.11	NA
1656	213.37	NA
1657	239.69	NA
1658	205.91	NA
1659	168.98	NA
1660	176.30	NA
1661	159.45	NA
1662	184.49	NA
1663	211.21	NA
1664	178.84	NA
1665	163.90	NA
1666	175.57	NA
1667	150.04	NA
1668	132.39	NA
1669	194.04	NA
1670	131.47	NA
1671	193.62	NA
1672	177.78	NA
1673	265.52	NA
1674	285.35	NA
1675	208.41	NA
1676	283.20	NA
1677	226.22	NA
1678	218.17	NA
1679	200.56	NA
1680	297.63	NA
1681	224.76	NA
1682	203.67	NA
1683	261.48	NA
1684	220.33	NA
1685	109.42	NA
1686	79.76	NA
1687	258.82	NA
1688	246.98	NA
1689	218.65	NA
1690	201.10	NA
1691	231.30	NA
1692	297.83	NA
1693	288.09	NA
1694	242.89	NA
1695	241.31	NA
1696	206.32	NA
1697	177.70	NA
1698	238.19	NA
1699	195.38	NA
1700	210.31	NA
1701	283.62	NA
1702	296.98	NA
1703	201.73	NA
1704	215.91	NA
1705	212.41	NA
1706	185.37	NA
1707	161.28	NA
1708	109.99	NA
1709	187.69	NA
1710	179.96	NA
1711	164.81	NA
1712	202.22	NA
1713	204.60	NA
1714	198.72	NA
1715	209.49	NA
1716	203.54	NA
1717	128.43	NA
1718	230.87	NA
1719	245.95	NA
1720	271.49	NA
1721	219.04	NA
1722	189.83	NA
1723	227.12	NA
1724	191.83	NA
1725	174.35	NA
1726	266.97	NA
1727	215.28	NA
1728	163.85	NA
1729	175.10	NA
1730	186.31	NA
1731	210.67	NA
1732	188.04	NA
1733	195.12	NA
1734	272.41	NA
1735	125.30	NA
1736	141.13	NA
1737	163.09	NA
1738	224.28	NA
1739	197.44	NA
1740	166.16	NA
1741	181.20	NA
1742	182.56	NA
1743	187.26	NA
1744	141.97	NA
1745	184.56	NA
1746	244.74	NA
1747	244.50	NA
1748	173.81	NA
1749	205.71	NA
1750	172.25	NA
1751	125.17	NA
1752	175.49	NA
1753	209.97	NA
1754	198.41	NA
1755	215.80	NA
1756	115.92	NA
1757	149.62	NA
1758	209.70	NA
1759	188.49	NA
1760	218.59	NA
1761	229.81	NA
1762	254.45	NA
1763	150.41	NA
1764	235.27	NA
1765	164.92	NA
1766	234.96	NA
1767	239.22	NA
1768	264.04	NA
1769	268.94	NA
1770	239.10	NA
1771	236.33	NA
1772	156.26	NA
1773	84.58	NA
1774	94.94	NA
1775	222.90	NA
1776	145.52	NA
1777	199.64	NA
1778	162.93	NA
1779	203.83	NA
1780	119.41	NA
1781	179.90	NA
1782	132.90	NA
1783	182.36	NA
1784	271.16	NA
1785	195.13	NA
1786	103.05	NA
1787	252.07	NA
1788	152.92	NA
1789	145.25	NA
1790	264.64	NA
1791	248.81	NA
1792	269.26	NA
1793	195.83	NA
1794	162.77	NA
1795	162.44	NA
1796	154.25	NA
1797	261.67	NA
1798	173.47	NA
1799	234.16	NA
1800	192.86	NA
1801	204.57	NA
1802	231.76	NA
1803	209.26	NA
1804	180.65	NA
1805	180.64	NA
1806	170.06	NA
1807	234.89	NA
1808	177.25	NA
1809	200.69	NA
1810	269.71	NA
1811	269.89	NA
1812	222.10	NA
1813	138.09	NA
1814	202.64	NA
1815	220.98	NA
1816	250.12	NA
1817	259.50	NA
1818	149.88	NA
1819	283.36	NA
1820	238.03	NA
1821	294.17	NA
1822	163.21	NA
1823	162.92	NA
1824	111.18	NA
1825	199.07	NA
1826	208.40	NA
1827	172.56	NA
1828	282.21	NA
1829	179.66	NA
1830	218.60	NA
1831	167.15	NA
1832	251.33	NA
1833	209.01	NA
1834	203.59	NA
1835	215.90	NA
1836	133.88	NA
1837	250.60	NA
1838	277.46	NA
1839	247.87	NA
1840	229.11	NA
1841	227.20	NA
1842	145.64	NA
1843	258.52	NA
1844	243.38	NA
1845	147.15	NA
1846	195.79	NA
1847	204.75	NA
1848	215.07	NA
1849	357.09	NA
1850	256.31	NA
1851	218.39	NA
1852	226.10	NA
1853	323.02	NA
1854	271.12	NA
1855	223.51	NA
1856	277.63	NA
1857	225.18	NA
1858	262.85	NA
1859	203.79	NA
1860	276.16	NA
1861	162.02	NA
1862	278.93	NA
1863	230.90	NA
1864	261.80	NA
1865	243.13	NA
1866	275.57	NA
1867	262.77	NA
1868	272.42	NA
1869	206.68	NA
1870	181.31	NA
1871	100.62	NA
1872	242.61	NA
1873	152.37	NA
1874	195.72	NA
1875	211.91	NA
1876	208.92	NA
1877	180.44	NA
1878	165.38	NA
1879	164.51	NA
1880	193.43	NA
1881	148.08	NA
1882	152.29	NA
1883	193.39	NA
1884	233.61	NA
1885	262.92	NA
1886	222.90	NA
1887	181.50	NA
1888	224.93	NA
1889	216.46	NA
1890	189.95	NA
1891	225.65	NA
1892	204.07	NA
1893	137.71	NA
1894	123.17	NA
1895	198.29	NA
1896	166.01	134.37
1897	214.86	172.72
1898	305.85	250.44
1899	196.49	142.75
1900	148.16	139.95
1901	135.79	140.46
1902	136.31	109.47
1903	236.41	173.23
1904	195.60	184.91
1905	197.29	160.53
1906	230.53	231.90
1907	286.12	286.26
1908	229.96	210.57
1909	255.43	284.48
1910	227.29	246.13
1911	238.72	214.38
1912	245.07	207.77
1913	239.05	208.28
1914	258.70	305.82
1915	195.61	227.08
1916	220.68	183.13
1917	269.47	230.38
1918	209.43	165.35
1919	189.60	180.59
1920	273.53	227.84
1921	276.22	267.72
1922	238.74	229.62
1923	248.68	222.76
1924	221.16	160.02
1925	167.21	208.03
1926	206.61	249.68
1927	214.94	211.58
1928	199.61	279.91
1929	244.17	207.26
1930	190.98	213.87
1931	214.80	219.96
1932	199.55	179.83
1933	217.32	204.98
1934	111.51	118.11
1935	171.51	178.31
1936	137.44	123.44
1937	264.52	316.23
1938	227.57	270.76
1939	216.48	254.76
1940	223.49	218.95
1941	297.12	276.35
1942	270.13	301.24
1943	181.18	171.96
1944	239.42	312.93
1945	239.45	185.17
1946	143.20	167.64
1947	255.80	240.03
1948	224.98	293.37
1949	300.13	256.29
1950	244.19	242.32
1951	197.31	133.35
1952	295.69	299.47
1953	175.39	226.57
1954	198.93	152.40
1955	211.79	222.00
1956	159.62	172.72
1957	220.27	204.72
1958	204.82	249.94
1959	138.47	135.64
1960	179.52	210.31
1961	139.89	142.49
1962	242.00	257.81
1963	181.01	121.92
1964	185.49	191.52
1965	281.05	309.37
1966	262.00	308.61
1967	306.71	273.05
1968	243.65	257.56
1969	284.46	230.38
1970	247.61	270.00
1971	219.70	240.54
1972	225.98	165.10
1973	265.81	293.12
1974	165.18	169.42
1975	291.30	217.68
1976	199.82	203.45
1977	127.22	122.43
1978	200.65	248.16
1979	245.59	217.93
1980	246.10	218.69
1981	243.77	196.60
1982	256.70	237.49
1983	326.44	330.20
1984	278.16	257.05
1985	256.03	257.05
1986	258.16	279.15
1987	238.92	260.86
1988	236.43	251.46
1989	194.22	125.22
1990	211.28	180.59
1991	229.37	213.87
1992	193.94	208.03
1993	206.19	280.42
1994	190.80	177.55
1995	263.71	311.91
1996	227.13	196.34
1997	261.88	258.83
1998	285.13	327.41
1999	233.76	284.73
2000	161.47	191.52
2001	259.54	212.09
