age_CE,LWA01A_raw,LWA01B_raw,LWA02A_raw,LWA02B_raw,LWA02C_raw,LWA03A_raw,LWA03B_raw,LWA04A_raw,LWA04B_raw,LWA04C_raw,LWA05A_raw,LWA05B_raw,LWA06A_raw,LWA06B_raw,LWA06C_raw,LWA07A_raw,LWA07B_raw,LWA08A_raw,LWA08B_raw,LWA08C_raw,LWA09A_raw,LWA09B_raw,LWA10A_raw,LWA10B_raw,LWA10C_raw,LWA10D_raw,LWA10E_raw,LWA11A_raw,LWA11B_raw,LWA11C_raw,LWA12A_raw,LWA12B_raw,LWA12C_raw,LWA12D_raw,LWA12E_raw,LWA13A_raw,LWA13B_raw,LWA13C_raw,LWA14A_raw,LWA14B_raw,LWA14C_raw,LWA14D_raw,LWA14E_raw,LWA14F_raw,LWA15A_raw,LWA15B_raw,LWA15C_raw,LWA16A_raw,LWA16B_raw,LWA01A_raw_outlier_flag,LWA01B_raw_outlier_flag,LWA02A_raw_outlier_flag,LWA02B_raw_outlier_flag,LWA02C_raw_outlier_flag,LWA03A_raw_outlier_flag,LWA03B_raw_outlier_flag,LWA04A_raw_outlier_flag,LWA04B_raw_outlier_flag,LWA04C_raw_outlier_flag,LWA05A_raw_outlier_flag,LWA05B_raw_outlier_flag,LWA06A_raw_outlier_flag,LWA06B_raw_outlier_flag,LWA06C_raw_outlier_flag,LWA07A_raw_outlier_flag,LWA07B_raw_outlier_flag,LWA08A_raw_outlier_flag,LWA08B_raw_outlier_flag,LWA08C_raw_outlier_flag,LWA09A_raw_outlier_flag,LWA09B_raw_outlier_flag,LWA10A_raw_outlier_flag,LWA10B_raw_outlier_flag,LWA10C_raw_outlier_flag,LWA10D_raw_outlier_flag,LWA10E_raw_outlier_flag,LWA11A_raw_outlier_flag,LWA11B_raw_outlier_flag,LWA11C_raw_outlier_flag,LWA12A_raw_outlier_flag,LWA12B_raw_outlier_flag,LWA12C_raw_outlier_flag,LWA12D_raw_outlier_flag,LWA12E_raw_outlier_flag,LWA13A_raw_outlier_flag,LWA13B_raw_outlier_flag,LWA13C_raw_outlier_flag,LWA14A_raw_outlier_flag,LWA14B_raw_outlier_flag,LWA14C_raw_outlier_flag,LWA14D_raw_outlier_flag,LWA14E_raw_outlier_flag,LWA14F_raw_outlier_flag,LWA15A_raw_outlier_flag,LWA15B_raw_outlier_flag,LWA15C_raw_outlier_flag,LWA16A_raw_outlier_flag,LWA16B_raw_outlier_flag
730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,1.56,NA,NA,NA,2.95,2.95,0.79,0.8,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1.07,1.03,NA,NA,NA,NA,NA,NA,NA,NA,2.01,2.01,2.07,4.41,5.12,5.16,0.93,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,1.35,NA,NA,NA,2.68,2.64,0.52,0.57,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.97,1.04,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2.3,2.27,5.59,5.58,5.62,1.21,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
732,NA,NA,NA,NA,NA,NA,NA,1.68,NA,NA,1.2,1.18,NA,NA,NA,2.99,3,0.71,0.78,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.9,0.95,NA,NA,NA,NA,NA,NA,NA,NA,1.51,1.58,1.48,5.52,5.74,5.71,1.48,1.49,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
733,NA,NA,NA,NA,NA,NA,NA,2.13,2.12,2.02,0.85,0.85,NA,NA,NA,2.64,2.62,0.67,0.62,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.83,0.86,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.32,1.2,4.37,4.51,4.52,1.73,1.71,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
734,NA,NA,NA,NA,NA,NA,NA,1.73,1.7,1.75,1.02,1.15,NA,NA,NA,1.63,1.62,0.94,0.72,0.71,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.76,0.69,NA,NA,NA,NA,NA,NA,NA,NA,1.23,1.12,1.32,5.31,5.16,5.12,1.24,1.51,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
735,NA,NA,NA,NA,NA,NA,NA,1.77,1.94,1.8,1.41,1.33,NA,NA,NA,1.43,1.44,0.93,0.79,0.78,2.3,2.23,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.82,0.72,NA,NA,NA,NA,NA,NA,NA,NA,1.28,1.18,1.49,5.77,5.72,5.65,1.51,1.57,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
736,NA,NA,NA,NA,NA,NA,NA,1.61,1.68,1.57,1.28,1.25,NA,NA,NA,1.5,1.48,0.97,0.85,0.84,2.01,1.92,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.89,0.74,NA,NA,NA,NA,NA,NA,NA,NA,1.66,1.64,1.84,4.71,4.77,4.8,1.33,1.33,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
737,NA,NA,NA,NA,NA,NA,NA,2.02,1.98,1.86,1.11,1.09,NA,NA,NA,2.22,2.28,1.16,1.07,1.05,2.52,2.52,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.89,0.78,NA,NA,NA,NA,NA,NA,NA,NA,1.85,1.85,1.9,4.07,4.03,4.08,0.98,0.96,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
738,NA,NA,NA,NA,NA,NA,NA,2.2,1.97,1.93,1.24,1.15,NA,NA,NA,2.04,2.08,1.45,1.32,1.3,2.62,2.52,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.95,0.84,NA,NA,NA,NA,NA,NA,NA,NA,2.16,2.19,2.21,4.29,3.98,3.95,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
739,NA,NA,NA,NA,NA,NA,NA,1.79,1.7,1.64,1.39,1.36,NA,NA,NA,2.17,2.11,1.32,1.36,1.33,2.36,2.83,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.93,0.82,NA,NA,NA,NA,NA,NA,NA,NA,1.64,1.73,1.53,3.27,3.52,3.52,1.15,1.11,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
740,NA,NA,NA,NA,NA,NA,NA,1.97,1.87,1.86,0.88,0.87,NA,NA,NA,2.26,2.01,0.73,0.76,0.76,2.27,2.33,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.65,0.58,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1.04,1.05,2.47,2.36,2.39,1.45,1.46,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
741,NA,NA,NA,NA,NA,NA,NA,2.1,1.77,1.88,1.16,1.1,NA,NA,NA,2.27,2.09,1.23,1.41,1.4,2.09,2.18,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.53,0.52,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1.11,1.03,3.37,3.18,3.16,1.57,1.59,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
742,NA,NA,NA,NA,NA,NA,NA,1.7,1.63,1.68,0.77,0.71,NA,NA,NA,2.43,2.51,0.7,0.81,0.8,1.67,1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.51,0.43,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.45,1.26,2.6,2.65,2.61,1.53,1.51,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
743,NA,NA,NA,NA,NA,NA,NA,1.69,1.64,1.58,0.73,0.7,NA,NA,NA,2.28,2.28,0.8,0.93,0.92,1.55,1.65,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.57,0.41,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.45,1.31,3.53,3.6,3.67,1.24,1.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
744,NA,NA,NA,NA,NA,NA,NA,1.5,1.49,1.41,0.85,0.74,NA,NA,NA,1.98,1.96,0.48,0.49,0.49,1.33,1.37,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.54,0.35,NA,NA,NA,NA,NA,NA,NA,NA,1.15,1.18,1.08,2.56,2.51,2.48,1.25,1.21,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
745,NA,NA,NA,NA,NA,NA,NA,1.51,1.5,1.36,1.07,1.01,NA,NA,NA,1.4,1.46,0.61,0.56,0.55,1.61,1.69,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.54,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.94,1.03,0.96,2.6,2.54,2.56,1.59,1.53,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
746,NA,NA,NA,NA,NA,NA,NA,1.21,1.08,1.21,0.93,0.92,NA,NA,NA,1.82,1.72,0.69,0.61,0.6,1.51,1.65,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.58,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.94,0.95,2.73,2.8,2.9,1.41,1.43,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
747,NA,NA,NA,NA,NA,NA,NA,1.01,1,0.97,1.16,1.12,NA,NA,NA,0.9,0.9,0.92,0.85,0.84,1.58,1.51,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.38,0.32,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.64,0.65,3.41,3.47,3.5,1.18,1.22,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
748,NA,NA,NA,NA,NA,NA,NA,1.31,1.27,1.3,1.31,1.31,NA,NA,NA,1.25,1.34,0.88,0.87,0.86,2.39,2.09,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.55,0.54,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.98,1.01,3.79,3.61,3.74,1.53,1.67,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
749,NA,NA,NA,NA,NA,NA,NA,1.06,1.07,1.05,1.39,1.41,NA,NA,NA,1.6,1.72,1.26,1.19,1.17,1.41,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.51,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.99,1.02,4.13,4.1,4.09,1.71,1.59,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750,NA,NA,NA,NA,NA,NA,NA,1.13,0.91,1,1.27,1.23,NA,NA,NA,1.45,1.5,1.04,1.04,1.04,1.03,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.61,0.61,NA,NA,NA,NA,NA,NA,NA,NA,1.36,1.28,1.5,3.59,3.58,3.58,1.34,1.36,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
751,NA,NA,NA,NA,NA,NA,NA,1.03,0.69,0.84,1.1,1.08,NA,NA,NA,1.35,1.33,0.9,0.98,1,1.54,1.52,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.55,0.53,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.95,0.99,3.04,3.03,3.06,1.58,1.55,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
752,NA,NA,NA,NA,NA,NA,NA,0.68,0.66,0.63,1,0.9,NA,NA,NA,1.32,1.33,0.6,0.74,0.74,1.42,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.41,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.72,0.68,3.04,3.09,2.98,1.29,1.25,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
753,NA,NA,NA,NA,NA,NA,NA,0.51,0.59,0.45,0.92,0.87,NA,NA,NA,1.36,1.34,0.77,0.92,0.89,1.18,1.19,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.23,0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.5,0.57,1.97,1.99,2,0.92,0.95,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
754,NA,NA,NA,NA,NA,NA,NA,0.63,0.74,0.55,1.1,1,NA,NA,NA,1.66,1.71,0.72,0.79,0.78,1.42,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.21,0.23,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.86,0.66,1.8,1.77,1.79,1.31,1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
755,NA,NA,NA,NA,NA,NA,NA,0.62,0.6,0.67,0.72,0.69,NA,NA,NA,1.4,1.44,0.31,0.38,0.37,0.83,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.12,0.11,NA,NA,NA,NA,NA,NA,NA,NA,2.24,2.34,2.1,2.01,2.14,2.3,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
756,NA,NA,NA,NA,NA,NA,NA,0.83,0.75,0.87,1.23,1.22,NA,NA,NA,1.4,1.48,0.37,0.41,0.39,1.07,1.07,0.77,0.95,0.93,0.84,NA,NA,NA,NA,0.22,0.25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,2.36,2.32,2.17,3,2.91,2.89,1.13,1.14,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
757,NA,NA,NA,NA,NA,1.59,NA,0.93,0.85,1,1.22,1.21,NA,NA,NA,1.12,1.11,0.48,0.57,0.56,0.91,0.92,1.25,1.17,1.31,1.33,NA,NA,NA,NA,0.31,0.61,0.32,NA,NA,NA,NA,NA,NA,NA,NA,1.95,1.96,1.88,2.87,2.85,2.85,1.11,1.12,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
758,0.57,0.57,NA,NA,NA,1.25,NA,0.75,0.8,0.9,0.82,0.84,NA,NA,NA,1.21,1.25,0.44,0.53,0.58,0.79,0.8,1.51,1.77,1.76,1.69,NA,NA,NA,NA,0.53,0.7,0.52,NA,NA,NA,NA,NA,NA,NA,NA,2.33,2.37,2.17,1.8,1.8,1.83,1.02,1.02,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
759,0.99,0.97,NA,NA,NA,1.58,1.62,0.83,0.95,1,1.03,1.02,NA,NA,NA,1.35,1.32,0.67,0.81,0.77,0.96,0.92,2.43,2.45,2.83,2.82,NA,NA,NA,NA,0.59,0.83,0.63,NA,NA,NA,NA,NA,NA,NA,NA,1.87,1.96,1.82,1.5,1.48,1.45,1.69,1.68,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
760,1.24,1.23,NA,NA,NA,1.77,1.74,0.83,1.04,1,1.09,1.08,NA,NA,NA,1.51,1.48,0.89,0.75,0.7,0.81,0.8,3.05,2.99,3.2,3.19,NA,NA,NA,NA,0.55,0.76,0.54,0.57,0.56,NA,NA,NA,NA,NA,NA,1.57,1.57,1.6,1.98,1.97,1.91,1.8,1.8,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
761,1.36,1.39,NA,NA,NA,1.85,1.77,0.79,0.83,0.91,1.29,1.28,NA,NA,NA,1.59,1.58,0.74,0.87,0.86,0.88,0.8,3.38,3.27,3.35,3.29,NA,NA,NA,NA,0.74,0.98,0.74,0.83,0.79,NA,NA,NA,NA,NA,NA,1.72,1.79,1.74,3.29,3.27,3.3,1.77,1.77,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
762,1.88,1.87,NA,NA,NA,1.62,1.43,0.93,0.87,0.89,1.12,1.11,NA,NA,NA,1.74,1.71,0.46,0.62,0.58,0.61,0.69,3.05,2.87,3.27,3.23,NA,NA,NA,NA,0.75,0.97,0.75,0.86,0.82,NA,NA,NA,NA,NA,NA,1.36,1.45,1.41,2.92,2.97,3.01,1.52,1.54,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
763,1.88,1.89,NA,NA,NA,1.57,1.51,0.93,0.8,0.8,1.1,1.09,NA,NA,NA,2.08,2.05,0.76,0.83,0.85,0.7,0.75,3.84,3.81,3.44,3.4,NA,NA,NA,NA,0.97,0.91,0.96,1.03,1.05,NA,NA,NA,NA,NA,NA,1.1,1.44,1.19,2.01,2.02,2.03,1.62,1.6,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
