"","R01","R03","R06","R08","R10","R12","R14","R16","R19","R31","R37","R38","R42","R43","R45","R50","R54","R56","R57"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",1.14521057786237,1.49241657755081,0.979287454059303,1.25749214279624,1.24129133993755,0.986080898879488,NA,NA,NA,1.30454784954957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",0.818864781606835,0.950382529573145,0.71939871637887,1.01376196731658,0.745889314518547,0.806891670176072,NA,NA,NA,0.67181834865549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012",0.908469913383526,0.859892934837323,0.886632522402383,1.10510877062315,0.974252695448525,0.846545832418236,NA,NA,NA,0.841573233187426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",0.760164325559617,0.930893988419773,0.726945629159493,0.828179922636544,0.645537790223223,0.930480025137349,NA,NA,NA,0.751897877685864,NA,NA,NA,0.758015372946472,NA,NA,0.824387598795951,NA,NA
"2010",0.907270361586001,1.18241719659109,0.986449338907844,0.946605620277784,1.03533765879675,1.1457641467279,NA,NA,NA,0.962117343185801,0.949311231550622,0.747819150904914,0.794897058168074,0.897908928477035,1.0800723461469,1.21735287813087,0.734130303718332,1.02010063512231,1.12129375004859
"2009",0.89721130961028,0.929629517032088,1.3237670861865,0.914376932636345,0.887101700948913,1.25224235197174,NA,NA,0.974374975730899,1.00082578842328,1.09240990086947,0.878187541632907,1.11311688086911,1.03068392728885,1.17814033062429,1.04661036618045,0.961506392259851,0.918169489742997,0.868709768093667
"2008",0.850319643387001,0.650992879436701,0.924633967681188,0.803617054933878,0.735440302469159,0.993314931937822,0.580732534518542,0.904305771047892,0.747365412996492,0.739692096157448,0.731011676048471,0.810484438340113,0.877641431761997,0.631666554178332,0.741988391908764,0.832437389921402,0.850564633645257,0.878546349781935,0.759541658405325
"2007",0.938303454781534,0.772347646399639,0.988958283550275,0.780397173652767,0.958182514001371,0.784047741204873,1.16665987290471,1.2056992625723,1.07097682242661,0.929011108168534,0.986001135690736,0.948046965358235,0.982888656529687,0.82718154660619,1.04100683146939,1.13317116328691,1.18139137064559,1.02324951138657,1.02900309347292
"2006",1.05278804582757,0.9615308580388,1.25432018498138,1.14016710958533,1.11961956509959,1.04360101360257,1.38678279657753,1.35794281993594,1.24549350499539,1.06593917741026,1.44798786032035,1.93041193976093,1.2656483053441,1.15322186272124,1.32917635859624,1.21495597743859,1.20063993843881,1.23570700038904,1.10876703674462
"2005",1.01740088622962,0.992017953757308,1.18622740966619,1.0970801383461,1.14996693577815,0.784619139526641,1.11563888717617,1.07919451151715,1.02232450102724,1.0352035863031,0.968044803857036,1.02124310585404,1.14860704338551,1.11714305502248,1.01585293756863,1.32154382280723,0.79247481016669,1.04391055991043,1.24499753914934
"2004",1.0098301452437,1.0116789864039,0.969752437119425,0.861945674961411,1.03841784989566,0.898834428165104,1.0645779035381,0.835998134960512,1.14278601411578,1.00764554394133,0.994726143637706,1.01869747851233,1.09013977892776,1.227417669941,0.858785747057875,0.930197633616021,1.05329737366807,0.977519220741987,1.14370039059556
"2003",1.13703124041343,1.18053765116349,1.15329265660394,1.06932544934954,0.879425115069208,1.19845041693444,1.12807986282562,0.799300767186102,0.945732479847858,1.02469782898209,1.19201631631501,1.21243044110921,1.02595882020815,1.27962552924379,1.05268970123817,1.35645745554135,1.32746756959538,0.989071644585651,0.9774704870773
"2002",1.00879878984525,0.726079833571476,1.02388255132737,1.14686463327002,0.883561546732484,0.976611213212735,0.807387363210736,0.834842105957123,0.807009180279029,0.955742579043313,1.09982833257765,1.06339783662614,1.26219159768859,1.180303803806,1.03459852805343,0.878495548207062,1.30956757039983,0.847544686150739,0.876277691502751
"2001",1.24247563364541,0.942380282256076,1.16438964174456,1.16588864914407,1.12499700251937,1.04551454989566,1.15399336392307,1.04545996712091,1.05343098620981,1.22501471246304,1.23132126519377,1.28838829700378,1.04105381093744,1.57602997050409,1.2483008572585,1.17556047785385,1.26465929377776,1.12915631205917,1.03713659723431
"2000",1.09609482993276,0.974424387578992,1.09655019902211,1.30828533457123,0.967829602045989,0.987342597415741,1.11266295041798,1.12662113620499,0.684777437827205,1.11128541008599,1.34836992181768,1.17527204915679,1.03755539801957,1.66821859223782,1.28726730824033,0.85935816761015,1.21716224048776,0.821238900280894,0.868627025068264
"1999",0.886941884599568,0.555123549186941,0.66407370932243,0.806245873080591,0.654148369670033,0.946832260635215,0.656246448231522,0.887630677257257,1.02090039023976,0.847158842665084,0.741029122031,0.413684933462802,0.790988619935048,0.523855685022653,0.658230056837325,0.669935805238412,0.610511016587292,0.631453124656537,0.724350481312689
"1998",1.48372992573261,1.36815858805457,1.15134801102789,1.28311009916447,1.68444670351213,1.36701172617472,1.47114188450589,1.36580148207794,1.22402053498645,1.72383453497372,1.65022325081767,1.19538622213672,1.68142595257259,1.56436448850778,1.70589221923297,1.50932233030919,1.77558880017336,1.30379581757505,1.24992859737613
"1997",0.691669641944375,0.400998883434583,0.679598180120734,0.735440002307892,0.322357818335728,0.722256681626267,0.495968207259636,0.690563842899921,0.609457291009996,0.843515159420634,0.662879258765059,0.415708586089923,0.723601151952522,0.866733211415947,0.679766251675484,0.431117942674393,0.497494099336436,0.576327616219657,0.782034717206191
