"","R61","R62","R63","R64","R65","R66","R67","R68","R69","R70","R71","R72","R73","R74","R75","R76","R77","R78","R79"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,0.861286200595826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",1.00615008899942,1.01494654538292,1.00792206582085,1.03713186293258,1.02241749807737,0.88538414919581,0.84208750245023,1.2869019633962,0.951672856108821,0.781408455412957,1.01576447621066,1.41549341341037,0.977983488543254,0.937411706872763,0.522133579641998,1.49036179061901,0.80741096816591,1.07600585645375,1.22488863154754
"2013",0.882371119841522,0.928853834929098,0.919072041903128,0.850200013373058,1.0692780437222,1.09314707051913,0.614746367357074,1.32320490748755,0.840853811355385,0.826600704549559,0.940330809140137,1.20226658131766,0.945940932791835,0.968748999229479,0.653971407683262,1.23706688734795,0.800368896569705,0.789507041044708,0.972947445200477
"2012",1.0392505654769,0.861372360629862,1.06517715878057,1.03301106932595,1.10894197256667,0.890537743143828,0.948691016632546,0.990449084460368,0.915251338351408,0.719845057258831,1.19466384224751,0.92861878962524,0.967638950812282,0.968752972764226,1.1886962842317,1.01284850328454,0.777677539222816,0.993277374776819,0.671666463591377
"2011",0.873887113034234,0.737120748444228,0.955572228023848,0.853383632974886,0.844751217645831,0.774296759394915,0.645343688873778,1.10098532541352,0.788245558869139,0.753743970988664,0.731348408264925,0.439134131725768,0.812634096963253,0.86910707076251,1.63150817152718,0.60159086989702,0.828208659340904,0.664078960149656,0.69210270919821
"2010",1.12710456377029,1.01658371806471,1.18218995884878,1.13130320182891,1.05412632175786,0.896947033739727,0.98740831469161,1.09426801781501,0.885515898308335,1.11864182373396,0.952896532032946,1.29038183704905,0.908309165366431,1.0887052220536,1.89447828496125,0.839624465263712,0.916747985287107,1.05043249087498,1.00473966490545
"2009",1.05230218225573,0.993658785222169,0.925607990757759,0.801179266813632,1.63819384756189,1.1551168914731,1.09797050896827,1.10944128369606,0.914699119219064,1.08617612867812,0.908969144214381,0.704151575880081,0.965529952366158,1.19676954090169,0.543066170869425,0.810567866644797,1.3460476797467,0.728399576411011,1.07585175820222
"2008",0.884322684692441,0.751897630440496,0.713595263081391,0.846323222157837,0.724962511952471,0.775902497942523,0.803991096349822,0.690469413940827,0.698592510508999,0.68572510299161,0.730634009735337,1.03462806650871,0.815524616302488,0.6493829919216,0.43751002037778,0.773720856970032,1.02599134450636,0.540048731844942,0.887615992534242
"2007",1.02443672239515,1.26837567845759,0.918746439673854,0.9798096148902,0.964900492884378,1.00504735956289,1.32293118459059,1.01415675230316,0.788860123455705,1.08378081414774,0.882876868875338,0.930607159960939,1.05430814009899,1.04386129778655,0.745673267417903,1.09816139114969,1.01074853229856,1.17739801503688,0.774043621404669
"2006",1.01100555749587,1.22369525814775,0.871922603825241,1.16205177507836,1.06002558016366,1.10437346968319,1.70565142841807,1.08156019446265,1.03708497239606,1.27855775979098,1.08740974120299,1.13134719868431,1.08271924625729,1.39739927594002,0.98075697566973,0.987647000583324,1.05224149684691,1.47809563536836,1.0071996989561
