"","Q01","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q66","Q69","Q72","Q73"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",1.20428395374363,1.16968428916275,1.09678157342812,0.882602937972239,NA,NA,NA,NA,NA,NA,1.21264437023559,1.04422967481845,NA,NA,0.867474602471155,NA,NA,1.0623233389259,NA,1.10770391190091,NA
"2013",1.10873915332744,1.03941915060019,0.882882088209703,0.842925177027754,NA,NA,NA,NA,NA,NA,0.968259430654317,0.980846451624885,NA,NA,0.806317604889087,NA,NA,1.12046617570749,NA,0.967925631106856,NA
"2012",1.09128847252327,1.47511053872912,1.04707403232577,0.960751167962565,NA,NA,NA,NA,NA,NA,1.12813699335708,1.02135958964863,NA,NA,0.925180221446831,NA,NA,1.14420647155422,NA,1.00299565605434,NA
"2011",0.892396684286622,0.316887560797282,0.885051590114733,0.855274060747829,NA,NA,NA,NA,NA,NA,0.5967439621723,0.866599479318443,NA,NA,0.848767413551173,NA,NA,0.740827137015613,NA,0.727369876458084,NA
"2010",0.867746246674528,0.814478168115762,1.00353411574809,0.988339201846711,NA,NA,NA,NA,NA,NA,0.813521234044512,0.863703951993666,NA,NA,1.2026842104427,NA,NA,0.929744075578414,0.879948484621316,0.908876066481442,1.1379650100113
"2009",1.35839800841632,1.24795373173624,1.21968583588175,1.05521735251516,0.962914891414422,NA,NA,0.892461117611842,NA,NA,1.32543815110512,1.18944607330645,NA,NA,0.945534226754356,NA,NA,1.07608711798698,1.00486483494896,1.36807713125485,1.13724606860845
"2008",1.01565464951556,0.716675883032631,0.854455477441247,0.911385701046898,0.952443318280616,0.668864087822016,0.80650087552956,0.826115634809004,0.92984551923015,0.688306191277145,0.937395462183918,0.993550964766081,1.0491273756283,0.984499263535132,0.951733856109506,0.91627062063434,0.884247147690982,0.887937104726838,0.796430205916996,1.08225734237005,1.10738475967883
"2007",0.971019369782936,1.04737931762683,0.892890722877681,0.916325160637723,1.01478958063896,0.928519193698567,0.870173942512139,1.01315406062028,1.00872144083944,0.851151167511985,0.830062410233238,0.89564211862855,1.21005857369213,0.877081167189191,1.02382374505476,0.79260320120367,0.986050068766093,0.899828248338919,0.988716617994341,1.0156299296788,0.952594386030719
"2006",1.09561134900175,1.24992962160299,1.09918688065844,1.10066053057007,0.948106048721513,1.14212981709114,1.21399982377459,1.30860280050086,0.89895727119148,0.939815499377362,1.16891869190901,1.07384300264279,1.15242287254713,1.14195629946882,0.885523506477702,1.09437326525904,0.976166892635171,0.951300637373369,0.990579802579351,1.10757786609261,1.32180811028027
"2005",0.853134427596512,1.05994129409666,0.947863664380695,1.00260764780416,1.0559126312287,1.23038322722364,1.03025852273598,0.938289189762822,1.09543810179751,1.21637873965748,1.05161353485361,1.14704471069099,1.06713614639828,1.27687242010214,1.05730272076319,0.997376158195986,1.19731812654775,1.01721865957334,1.28613966958702,0.829282387727494,1.35699409735225
"2004",0.88358510709509,0.927267449027352,1.05988380547814,0.985486633959293,1.204169372556,1.14646757378584,1.03606107478906,1.05688960170955,1.03423689288054,0.817107385315059,0.913318979183639,1.01891379730511,1.14619676164558,0.898141351350541,1.0893621519168,1.11506459447729,0.915829434677877,1.17144983935039,1.0790581159121,0.812168378497735,1.12810469950577
"2003",1.22672826954598,1.03367733352683,1.00105247619145,0.997756682670816,1.03410547665997,1.10807070222166,0.800429776249725,1.02878980358924,1.04124587857398,0.973611141482471,1.17260698183212,1.0447940233352,1.04369371212826,0.891619465384443,1.09828869953302,1.19882524492662,1.10573196136859,1.04607253009779,1.00110290901426,0.953761226448412,0.920541328164708
"2002",1.29307403228942,0.945321132845542,1.05291751600107,1.02656822920747,0.960842063212301,0.927064430475602,0.78916691590014,1.15761818787275,1.03307074442808,0.952298878863801,1.17108453515285,0.939178479171681,0.990485712433142,0.820157118018731,0.967105936719427,0.93430494140948,1.11970507467309,0.86906564193228,0.946475959785461,0.789728708364077,0.826620096969869
"2001",0.793116730191447,1.11109503333177,0.982077417016857,1.20322156106629,0.952414281583279,1.04608314874651,1.17755543843223,0.993677559171978,1.1171058487112,1.19121759972737,1.11411950940102,1.03416839493655,1.06255945923591,1.01480894408375,0.985961146078864,1.1820622860285,1.40972650947473,0.978850771032254,1.19406542230295,0.893791757586718,1.09807205845577
