"","Q51","Q52","Q53","Q54","Q55","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q63","Q64","Q65","Q66","Q67","Q68","Q69","Q70"
"2015",NA,NA,NA,1.2828030079364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27338186090988
"2014",1.2438968861932,NA,0.765457506521145,0.929756519464564,1.04638701566187,0.983611981333686,0.877169497129914,0.821946080932258,0.77464280294059,0.955294549717158,0.761082723871025,1.01419166401756,1.16135114078181,0.995984915747345,1.03969250848235,1.21309230896981,1.09784303675355,1.1229847498708,0.906843527385394,1.17043949360591
"2013",1.17474874561575,NA,0.817020201305414,0.960168060546966,1.06880485647127,0.960930880454181,0.869429348083638,0.527165501211404,0.918800721365141,0.988779410446555,0.915639076350118,0.951195311626072,0.938479715260682,0.806093269510063,0.906108943612562,0.883694933259834,0.946821752710408,0.776463863895548,0.752789353145365,0.991771320223795
"2012",1.14908489499681,NA,1.04738891262968,1.18034017598044,1.07380894023688,1.08634160423375,0.958011993859936,0.544758097736334,1.02801660395712,1.07280625827445,1.05283750648692,1.3027902513704,0.972115956746483,1.08488730775724,0.979180034996819,1.09018905300518,1.09461669254564,0.994669681192452,1.17688276297912,1.11432132563716
"2011",0.651495890059861,1.12953561038275,0.877369546576968,0.751519138455543,0.721965720032044,0.862541454436689,0.838812625850925,1.35538567206335,0.759461610838557,0.783489513937247,0.782208250795344,1.02347629020526,0.849518885015151,1.04403825312999,0.879710252960164,0.839526972130875,0.804045472300891,0.87791165390781,1.07796673465722,0.937131055413146
"2010",0.904884561371296,1.1093433844642,0.989707835760629,0.890011771818694,1.04156368529371,0.877652541984364,0.989798867983121,0.980471421711768,1.0879054958226,0.979311187528188,0.922132294420158,0.982775877279021,0.903058171070575,0.909586968211198,0.88429735189515,1.10046077424378,0.961506213976137,1.08516257064816,1.01304024261205,0.979422382650365
"2009",1.13496753770131,1.16414721359018,1.28101975940446,1.25184022403901,1.3006763592936,1.24410771961102,1.27201475865099,1.45657596861434,1.27298831564961,1.02809820368726,1.05836754792724,1.18154034257508,1.03467206353978,1.00878315769755,1.09397533813577,1.13276204560416,0.956670968531322,1.09470787145125,1.18112167255467,1.0974578253535
"2008",0.831002854527448,0.836104541361183,1.29533097251946,1.05110010688345,0.991824893593776,0.902152194783685,0.889230557097481,0.801325245334389,0.843984240877865,0.899488097614884,0.884688506295038,0.967917074447726,0.79079254835064,0.942452654441761,0.738305781802782,1.01127188041486,0.942335875049521,0.8673263713363,1.21424354758329,0.930628170502431
"2007",0.802010142536549,0.981741596956225,0.935680211078651,0.84966927768857,0.908216181178619,0.958162574673119,0.899631040215746,0.896757132972035,1.04399038680851,0.864902849629974,0.819023091117225,0.939264839771597,0.769647006222835,1.00415791365886,1.00916639701737,0.966117500937204,0.914584294893231,0.93976631113876,0.929645873041471,0.899629854658877
"2006",0.910167979373501,0.953542754717222,1.11432406984165,0.961876540158876,1.04446629192768,1.00967578460506,1.44483251291723,1.16264777325643,1.22996176111815,1.00508454414961,1.05190167564623,1.22488697464212,1.02278256999223,0.961505055724944,1.01988627924787,1.06809141311722,1.03355733504501,1.01652414440335,0.975110257820597,0.989280660390539
"2005",0.701759857942754,0.998015524473601,1.01077509724665,1.2252668069881,0.889048857270785,1.07649632412615,0.811348216175558,0.921370760403051,1.21011645261592,1.06173049844369,1.05591267684861,0.759543160608507,0.9978058093366,1.13823355947798,0.979908351811665,0.850840484780385,1.04151249738063,1.07070661510802,1.14350709585649,0.976327569602335
"2004",0.654392048480256,1.31244386037029,1.18112086871467,0.886720180991296,0.9224679941645,0.88699187394519,1.01791326039281,1.03648568082547,1.2594267119946,1.07958282807738,0.96721693083236,0.776159124322389,0.894874135082533,1.02202701608349,0.981428568825244,1.0181581371216,0.939547422398894,0.994834746917609,1.1486144860073,1.08787709082293
"2003",0.913370009145733,0.799179994698235,0.986163156483759,1.18034555644215,1.11167046250656,1.05526766821257,1.02601259281042,1.11468043953611,1.18764363599045,0.953432656456412,1.08101888825138,1.1497928735965,0.831300202190296,0.81221013301222,1.34623106049507,1.01457378302635,1.20788255459078,1.07953352544889,0.908562678428899,1.11293088255674
"2002",0.949832818316185,0.922118132178074,1.17369122448721,1.02953218794343,1.02427422611305,1.25282259510805,1.06891827864553,1.16907762970042,1.24292685486032,1.00613472969412,1.03928211450956,1.14041993517568,0.869762542369316,0.896897958329658,1.0618730971625,1.07960923091937,1.0304269993003,1.00748128317736,0.906709972754325,1.01747949150289
"2001",0.849663066460952,1.05091555335431,1.22720921442356,1.37948510682369,0.928603209862906,1.05959160105283,1.11269387747395,0.875635869857713,1.19266072399406,1.19362432485323,1.00997299514646,1.29037578392987,0.880088961838792,1.08210361559425,1.08592485463032,1.02398564523184,1.21209377060497,1.06913187513749,1.14176779205758,1.05711738462371
"2000",0.937615673234627,1.03186158204458,1.12482705716271,1.13224125307602,0.957717502390717,1.1234832669914,1.06623777661304,1.07927141675467,1.05352190784441,0.995533677872793,1.15673129553315,0.81697499229385,1.14160236681493,1.18160648470955,1.13373264158099,1.00158849149712,1.18645613606725,0.848015764401768,1.00854057850428,0.99190949975421
"1999",1.20566837741718,0.891120056292227,1.07700577283262,0.619673214478372,0.795364880527872,1.01816542803002,0.78009602678012,0.70192807196188,0.749048456377458,0.735439204396326,1.06995124193959,0.814848152365322,0.793747056810214,0.893389850849265,0.846272636495126,0.734843740967492,0.827130868880002,0.779333187849492,0.750092927124601,0.71928493620847
"1998",1.35035991404891,0.883839837719715,1.74474622077765,1.02854815494644,0.984800041298027,1.04361426939644,1.01382326085165,1.09778439920948,1.1280426760856,1.37344857452167,1.18188375398321,0.934774505778735,1.17870351317675,1.35050235117707,1.10316348496054,1.03367055602479,1.16401220178817,1.09276627980151,1.19445698754802,1.05967436155909
"1997",0.769833018201936,1.32136348171855,0.37506526442323,0.477304411715361,0.711522118965643,0.769727028344503,0.93106129816769,0.594202825309067,0.708800718080351,0.563485694576,0.861712183363416,0.751403861424999,0.824050294722826,0.609445194651032,0.802428454667283,0.665006132593403,0.719844497782079,0.781540477940223,0.624320528070049,0.716994821860723
"1996",1.5434690652823,1.34366506490304,1.32998338321808,1.29028791644587,1.31941594619021,1.44850962219888,1.55658305834334,1.60552865422563,1.43069396732493,1.35872842349664,1.66798367284274,1.24843974315659,1.21193297502319,1.17557883568302,1.49598754443875,1.24080186343114,1.65531965860134,1.35875342423832,1.35430300290481,1.11872056821843
