"","R04","R07","R09","R11","R13","R18","R22","R24","R33","R35","R36","R41","R44","R47","R49","R52","R58","R60","R02"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",NA,0.824310578574606,0.898698162239438,0.771294482609806,NA,NA,1.11590101922689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26700739593422
"2013",NA,1.19439243643704,1.02818961915617,0.696413902846038,NA,NA,0.995124063390458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20966483777061
"2012",NA,1.30461108069819,1.3523569186171,0.898969670453402,NA,NA,0.910697594739347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29210157281612
"2011",NA,0.853357287600631,0.774397648994809,0.790703590763714,NA,NA,0.97328887890595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6042184267383
"2010",NA,0.975423246941785,1.43018310744204,0.905712499673939,NA,NA,1.12396974687679,1.11765053895789,1.19001353740457,1.309474882032,1.2002529342324,1.15103092791112,1.26833271895929,1.07639208706556,1.52833914820659,1.27165060694561,1.08806461704576,0.845292751674978,1.12911700328411
"2009",NA,0.951533465496123,1.50566741610323,1.27542029018083,NA,0.973727087303017,1.14808622917866,1.22260909366115,1.10496159480013,1.40750682618519,1.19819241337821,1.36575471301427,1.14489341088753,1.41260628160548,0.757712804933269,1.44381417400033,0.989064645124027,1.10333309687212,1.08205231291284
"2008",1.01848010950923,0.84059109393781,0.913195152559395,0.858381927935954,0.977194721810848,1.0177758861446,0.968619953993183,1.08572229025048,1.03978530042086,0.814459752657496,0.648202992479383,1.1336914631677,0.628799764018008,1.07902335097327,0.887687431920379,0.672657118558657,0.904473393661751,0.758390835596667,0.838271344042129
"2007",0.871997027767283,0.962794351664389,0.917366699596492,0.786521199898991,0.935092292950754,0.914823395421791,0.901371489038932,1.0153493475278,1.20101434652345,0.967661850095003,1.27073125676434,0.838774859198269,1.15561974167756,0.881413222117399,0.981653070457507,0.963431864857044,0.929611702443702,0.934793714236425,0.781973251291765
"2006",1.03173813685491,1.13851568453417,0.84401703329488,0.885618492785933,0.936747403524967,0.929936332590479,0.975792272912027,0.785228292200508,0.696674726848051,1.27475493583696,0.960197318830582,1.22981612028348,1.14542147191621,1.02425335193979,1.14242290390063,1.15769909499085,1.03837066247426,1.07104995635029,1.00504514801568
"2005",1.0235143912107,1.14997378655744,0.786641162970116,1.48481567925314,1.47307071854881,1.40829044793967,1.01190909277982,1.03544462173599,1.12744480556672,0.993125506715447,0.98105125670387,1.07159927683966,0.619488817151769,0.848116637410442,0.849775708659087,1.03575920818775,0.996849616174675,1.09065174354218,0.735689618599519
"2004",1.04340890286643,1.19429144056559,1.02472672303446,1.13618600182544,1.39646937337168,1.11454732204467,1.2017038522072,1.21049699155199,1.11684236527615,0.971783939401269,0.939442041056064,1.0918098456997,1.58828980436437,1.24758521971098,0.887378336633255,0.803643664784772,1.13575745621268,1.09760788827518,1.00873522316547
"2003",0.959998869500414,1.06335529296401,0.875676380678589,1.17569072917455,1.01100120767698,1.02228063902953,1.10448274273796,1.161733529458,0.846365878735808,1.28284568043462,1.01136153294786,1.12564258103237,1.58184476598381,0.731701280202088,1.05915960956242,1.09767526803983,1.08689677045124,1.17291047502042,1.18106415359853
"2002",0.807775900797757,0.725705392577801,0.969408689394901,0.677570117241749,0.692395796907154,1.10123315613728,1.01002461751294,0.661319510371723,1.02042486930794,1.16402063355414,0.97299275883336,1.01472855883098,1.04070348573207,1.12346392469925,0.956738238243179,1.04980740495091,0.952904026708268,0.953533588941909,0.789480548508414
"2001",1.17228754761888,1.21102725483615,1.20720803489985,1.06841150493386,1.12666522969384,1.07998334028795,0.874598655150309,1.01612405030931,0.978924636436208,1.46003409245822,0.953905277828831,0.967242854371074,0.896456480500697,1.06662173776117,1.29482734857619,1.30935794237417,1.07396101195232,1.09660738651443,1.02823936670845
"2000",1.04074051687811,1.12475428980108,1.10771423794741,1.18389667352267,0.917129069711069,1.38039143023793,1.17701401875306,1.18488740661645,1.18226544882786,0.889327127910478,0.918102026369635,0.868279430762627,1.05138156328716,1.14168128745815,1.38758410982646,1.44543021019252,1.13381477430742,1.11633165981761,0.9192731240613
"1999",0.711569012261718,0.864662711748965,0.90521738709623,0.835187753939998,0.87634831328481,1.05191495556109,1.08740607621942,0.896091952045811,0.741263391222228,0.480490896164691,0.781052882426022,0.717642011798299,0.642522559857706,0.912590096550044,0.575268682120415,0.892861693870374,0.762915930800412,0.867111418072064,0.513720768815825
