,Q03,Q21,Q24,Q27,Q28,Q29,Q30,Q32,Q34,Q67,Q74,Q79,Q36,Q38,Q40,Q42,Q44,Q48,Q49
1958,1.181466028,1.457779925,1.223705156,1.104098995,1.387981803,1.044605829,1.207326881,1.224407818,0.925048229,1.300201792,1.686372242,1.50708114,0.962434067,1.152874665,1.296345238,1.336836165,1.557436815,1.223282175,1.272685362
1957,0.868341041,1.030290147,1.140851655,0.857461631,0.992369264,0.981423008,0.810805379,0.924452869,0.748288269,0.969721239,1.080901834,1.348469963,0.914634341,0.876275882,1.070301498,0.969664608,0.523592202,0.957351691,0.830275833
1956,0.842287975,0.67072494,0.892153333,0.915596248,1.045445972,0.682135902,0.632643806,1.05489317,0.704065618,0.825143546,0.823652619,0.636895871,0.723742067,0.878168839,0.834571256,0.930776416,0.647653609,0.79284497,0.610734871
1955,1.087939365,1.0559833,0.863537302,0.858808033,1.116337945,0.909067522,0.966101107,1.140062773,1.044649681,1.078686178,0.925401038,1.084807747,1.05286365,0.863191438,1.237430759,0.975119273,1.002455743,0.845962707,0.953896339
1954,0.933877602,0.758844973,0.846088264,0.846860892,0.809115123,0.840976229,0.746268603,0.942161036,0.948436567,1.048210496,0.858738854,0.394341257,0.818146862,0.921957982,0.707532162,0.853983863,0.874292717,0.702642884,0.82021126
1953,0.988137786,0.846460037,1.05479147,0.984455242,0.881333697,1.015248597,1.167005866,1.149703012,1.12384508,1.000921171,1.058916592,0.832825191,0.953979107,1.142313035,0.994154949,0.638241349,1.066004921,0.952685729,1.20342753
1952,1.247910862,1.104450691,1.169770774,1.374123754,1.215321918,1.244156769,1.471473472,1.198068208,1.313464594,1.060826482,1.422797197,1.164898197,0.959342419,1.194352139,1.01129124,1.064145326,1.140621189,1.13017105,1.421450992
1951,1.229376068,1.219402055,1.152527993,1.594246918,1.309550687,1.085775015,1.277812367,1.023113425,1.165330945,1.127504229,1.276727674,1.098833626,1.113464095,1.154120103,1.100550259,1.311367554,1.141727899,1.058298727,1.664738984
1950,1.249672888,1.120117443,1.006634579,1.639481836,1.202243412,0.937693271,1.248365687,0.997405484,0.990233671,1.003143882,0.969837547,1.064103842,1.117968097,1.033206825,1.040101828,1.081102335,0.7663237,0.758638289,1.117995894
1949,0.933961961,0.900005706,1.0079328,1.242610948,0.991867448,0.545251957,0.859215501,1.022647306,0.824751855,0.98961562,1.031544214,1.251205186,1.46749934,0.991783987,0.976927909,0.757967665,1.026120324,0.900597052,0.780141195
1948,1.104604341,1.198322193,1.132079787,1.498477279,1.066865816,1.23584256,1.325889447,0.93632487,1.189047386,1.074646842,1.347544246,1.271936912,1.186717156,1.109799979,1.231726033,1.320567786,1.155488129,1.002741899,1.078615597
1947,0.951166665,1.036906684,1.053936816,0.640210585,0.876808266,0.541061938,0.798539072,1.013169601,0.90259373,0.841533505,0.887413096,1.069173383,0.958617412,1.027921474,1.009226641,0.7458385,0.835951513,0.821491403,0.894784878
1946,0.949622428,0.820927783,0.887133709,0.704803873,0.715981789,0.920850268,0.674073037,0.755686796,0.919075217,0.800935686,0.800905144,0.527540024,0.841892261,0.704057114,0.840630947,0.692249722,0.819068776,0.911991929,0.780708658
1945,1.063142861,1.262784563,1.149673997,1.040644485,0.936567613,1.160305036,0.969381401,0.874682472,1.134307458,1.098152925,1.317584143,1.080624203,0.968892903,1.181245427,1.347389127,0.931248728,1.043981485,1.289397125,1.207115345
1944,0.814656802,1.165345821,1.087657822,0.909065278,0.910107586,1.097211867,1.04111763,0.904627072,0.821652454,0.83752362,1.091019926,1.095282287,1.179302655,1.217493656,1.300586185,0.865781981,1.083714281,1.279049531,0.994017389
1943,0.944181235,0.93100235,1.094841706,1.063016604,0.894763527,0.868102753,0.888996013,0.958082152,1.063630247,1.048447719,0.95793569,0.870676989,0.938890786,0.98332144,0.716728494,0.884315712,0.896022357,1.030921051,0.824601663
1942,1.03719094,1.032678981,0.926876649,1.239218697,1.149266145,1.331894909,1.456489295,1.150361857,1.216077808,1.096666004,0.928513144,1.266236677,1.111092935,1.03386704,1.42556394,1.135398312,0.997912236,1.302898956,0.932807557
1941,1.09446363,1.160004791,1.244339544,0.759165904,1.17131149,1.300571733,1.263013561,1.36968226,1.018033822,1.181733533,1.399267446,0.866813949,0.945863506,1.072400578,1.327938608,1.27493656,1.201932212,1.03232855,1.175443358
1940,0.891240186,1.077373823,1.004006085,0.978410482,1.141163806,1.25465143,1.028421592,1.14729332,1.186373811,1.10894918,1.56847974,1.127671889,0.949696857,1.174930123,1.119482176,1.499306934,1.263880378,1.112606809,0.981537659
1939,1.191871634,1.167725258,0.958820361,1.04482736,1.275381412,1.403623793,1.180089066,1.298714971,1.171610438,1.033964751,0.582102325,1.312437263,1.263258529,1.029002842,1.001386328,0.842318349,0.90344713,1.03683951,0.985986685
1938,1.22225379,1.041628737,0.758335435,0.956890362,1.145440354,0.790368523,1.184389205,1.102604862,1.011840921,0.980852047,1.190161871,0.797323314,1.060240156,0.962978157,1.108326855,1.15178401,0.892738029,0.871282984,1.084809078
1937,0.934356516,0.905155165,0.842410247,1.003503206,0.926722429,1.061044248,0.680222551,0.855488191,1.056781059,0.955305924,0.986700683,0.879442244,1.262014388,0.908857167,0.944156989,0.759602444,1.001914168,0.956201779,0.952326251
1936,1.168019073,1.322593299,1.049002856,1.148948097,1.286359564,0.954857782,1.195195682,0.930691348,0.960201631,1.25012985,0.987853864,1.017604773,1.379046234,1.141549974,0.929966198,1.129925699,0.964591427,0.96150451,1.106668808
1935,1.21979033,1.171942631,0.940727278,1.275482788,1.592444179,1.101464204,1.266136656,1.353321895,1.181390578,1.260802087,1.130187489,1.182742169,0.87537356,1.186844286,1.173099629,1.069418109,0.862459739,0.960590945,1.028212914
1934,0.983780818,0.897613474,1.025559614,0.462585908,0.903185723,0.621449217,0.945726803,0.658952878,0.923216476,1.203917026,0.787312409,1.007579097,0.95718118,0.92194314,1.164084942,0.979180656,0.92788163,1.113031736,0.834173254
1933,1.127712344,0.886648218,1.136703193,0.988979781,0.796720917,0.760739934,0.850997204,1.017059003,0.938798512,1.251736971,0.724175817,0.823486883,0.873671806,0.872194738,1.062088796,0.852353122,0.840290784,0.445521041,0.78776111
1932,0.946885975,0.920290106,0.954869696,0.773071405,0.73015646,0.766674216,1.019848386,0.864455144,0.944021696,0.890460485,0.811779471,0.711582983,0.852443556,0.985070272,0.927150629,0.911121219,0.894229783,0.730646377,0.990033167
1931,0.937739072,1.085836056,0.908409877,0.930531369,0.887864625,1.318736928,0.925989906,0.906378467,0.780397657,1.115985855,0.959242672,1.16805402,0.853097658,0.952256318,0.98621948,1.098757246,0.998183979,1.03227624,0.906744373
1930,0.982383526,1.252392067,0.857855645,1.101300002,0.898616562,1.189173672,0.860146869,0.918038926,1.107109154,0.847732736,0.827510349,1.031198787,0.973392621,1.051367932,0.94356863,1.060856909,1.075907041,1.204709893,0.933498464
1929,0.835132096,1.078007752,0.997844709,0.908518826,0.84576539,0.823839783,0.818430866,0.963290469,0.99729007,1.041597095,0.818688397,0.794440287,0.805074362,0.800398148,0.839654637,1.003167934,0.897784882,0.880106023,1.033222041
1928,0.8445052,0.905660988,0.816548934,0.885650731,0.865899936,0.847335121,0.890783762,0.937960186,1.01437432,0.652791989,0.80957906,0.789735677,NA,0.924072527,0.907142004,0.902145203,0.940263281,1.016130977,1.004205454
1927,0.79931168,0.754004069,0.891258165,0.909755257,0.817448158,0.887362473,0.790818115,0.86334147,0.894319676,0.792041827,0.78212317,0.70539812,NA,0.878313911,0.822863573,0.765206001,0.727369897,0.927044477,0.796684819
1926,1.006821255,0.93871453,0.878507323,1.027181044,0.938389417,1.095490566,0.941137588,0.963972101,1.102741366,0.863448885,1.079946817,1.180310657,NA,1.130652013,0.861109375,1.06795801,1.028899068,1.035544364,0.974106987
1925,1.065792918,0.990750919,0.786602078,1.051137736,0.864943657,1.114555823,0.916901636,1.065014135,0.917429247,1.111306172,1.048141856,0.649448642,NA,0.8154616,0.743281762,1.03943833,0.880180639,0.877751802,0.89451507
1924,0.903433005,0.957785063,0.928106994,1.090337639,0.93567495,1.235081033,1.02398888,1.026150853,1.300586137,1.229716449,1.082900229,1.060359593,NA,1.065046766,1.064752351,1.047547555,1.103982716,1.117219493,1.313730788
1923,0.841377648,0.859716504,1.066457137,0.612429304,0.835872795,0.647989373,0.8656356,0.980124598,0.969725259,0.932102237,0.89814046,0.837592408,NA,0.79795321,0.88783248,0.922691199,1.122118878,0.953197671,1.424914631
1922,0.882512627,1.055539886,1.141552022,1.121986093,1.058466624,0.869966572,1.024954699,0.896247569,0.937165702,0.799523157,0.891484824,1.295933172,NA,1.262382836,1.049176141,1.330013423,0.837765827,1.200747991,1.072293651
1921,0.841643305,0.551011831,1.281031153,0.968223163,0.875001663,0.697373347,0.596260357,0.754171617,0.687195745,0.69726426,0.572577905,0.358328546,NA,0.977075894,0.503014295,0.463272258,0.74943257,0.526317119,0.735119027
1920,1.07095883,0.84942896,0.853714016,1.35229995,0.946487168,1.182558204,1.072258797,1.05184951,1.263509702,0.952086853,1.154676796,1.250056462,NA,1.133023902,1.119795576,1.243967196,1.209869002,1.730300348,1.281003565
1919,0.826408749,0.783279038,1.016539317,0.939613264,0.946263359,1.030620048,0.872372178,0.953861843,1.119661965,0.842931914,0.938303655,0.676154149,NA,1.147684006,0.801859471,0.865985262,1.066892617,1.021348266,0.992929976
1918,1.01010524,0.92619706,0.893878133,0.876057219,0.86313539,0.957181216,1.06886481,0.861341346,0.984046208,1.075524185,1.050195123,0.927336775,NA,0.959693634,1.057632031,1.123229848,1.222882403,1.250540429,0.95223993
1917,0.968847148,1.166745694,0.860602578,0.858075645,0.98634072,0.994207695,0.804812388,0.931966209,0.681140214,1.064612539,0.7716653,0.891166266,NA,0.887640471,0.948497926,0.937236777,0.862699009,0.564339472,0.871717727
1916,0.939298832,0.507286026,0.90942043,1.111194661,0.852541304,0.910836514,0.52348357,0.870193488,0.578271712,0.471491563,0.577869162,0.469505766,NA,0.939039216,0.456838077,0.515952713,0.798595619,0.282621371,0.524208429
1915,1.172715457,1.08891795,1.131748004,1.176939749,1.35530661,0.992246379,1.278161696,1.357015375,1.366127006,1.323725292,1.184382897,1.70691554,NA,1.255024029,1.295734643,1.189250886,1.837289245,1.374292984,1.174839211
1914,1.152912484,1.330428249,1.22341293,0.946291821,1.259169362,1.238781109,1.183637621,1.193824714,0.925801768,1.121069921,1.041523446,1.352058249,NA,1.028867467,1.156557222,1.100091622,1.684082142,1.055473688,1.226188293
1913,1.035803713,0.870781059,1.103286512,1.074927114,0.991147078,0.981388167,0.714666261,1.079779049,0.739610435,0.894067172,0.864907426,0.989434314,NA,0.743123157,0.552207407,0.617727419,0.890785808,0.703442088,0.728738106
1912,0.919658765,1.074834121,0.884708207,1.080710723,0.989589295,1.05178854,1.166580703,1.109243839,0.993198617,1.017623747,0.963687685,1.071798065,NA,0.999824364,1.202982546,1.039884017,0.972052557,1.075137458,1.060976861
1911,1.018589504,1.027100566,1.034858699,1.352652616,1.001247164,0.977992858,1.015195764,1.232488145,1.08148707,1.069803582,1.206726654,1.249242349,NA,0.73202741,1.143358737,1.188450547,0.978013644,0.925215391,0.994582208
1910,1.065529027,1.300308788,1.041471026,0.888328943,1.082053627,1.201090489,1.239232364,1.198800651,1.200605883,0.905596367,0.903350112,1.219904746,NA,1.07830873,1.107044747,1.476651966,1.125318255,1.156879735,1.099648487
1909,0.808517941,0.815551286,0.97023094,0.758149038,0.745236995,0.84472385,0.714620506,0.79529978,0.761218782,0.735742146,0.694027232,0.621379985,NA,0.739997815,0.671772836,1.155095083,0.740895297,0.851414478,0.839958412
1908,1.051394933,1.042392802,0.989509693,1.063681195,1.09445096,1.266262863,0.984061426,1.128038719,0.724874589,0.944173486,1.272565249,0.800542803,NA,0.965169835,0.904860332,1.623140666,1.045622021,0.730045144,1.187088234
1907,1.065179985,0.94024744,0.870338096,1.299744413,0.992794543,1.070392496,1.037590473,1.31369499,1.426668203,1.009224123,1.501093954,0.91181786,NA,1.029400667,1.092897618,1.32341249,0.864650244,0.979897993,0.960870945
1906,0.98804934,0.880413301,1.067591777,1.360029917,1.1012061,0.977612058,1.16011559,0.998774789,1.195927076,1.170889309,1.363791374,1.256235786,NA,1.049151847,1.163286091,1.070919847,0.901703713,1.733170477,0.947372409
1905,1.329382564,1.323355898,0.953528155,0.940219138,1.072222048,1.155482576,1.427996414,0.964628365,1.342414419,1.292829225,1.554238751,1.371081199,NA,1.203112262,1.458744011,0.958560977,1.245054178,NA,1.109185924
1904,1.014510002,1.159268213,1.293904934,0.55302612,1.171076727,1.103310238,1.179998042,1.158501805,0.812000212,1.119858948,1.066381138,1.11103453,NA,0.995846329,1.363941907,0.867167621,1.101791099,NA,0.970315077
1903,0.921787079,0.857816231,0.94335636,0.762791047,0.763486871,0.74638636,1.086663465,0.834089502,0.870059096,0.96865065,0.797870096,0.563477338,NA,0.800755267,1.046056103,0.64166391,0.833729976,NA,0.89677665
1902,0.949700665,0.914721946,0.947999874,0.9573204,0.874212071,0.785069019,1.010583999,1.020149341,1.110787259,1.063441964,1.229183619,1.05090707,NA,0.910564471,1.234955517,0.892898366,1.072531452,NA,1.062790469
1901,1.02543955,1.323497355,1.09996927,1.18030517,1.210579911,1.049686933,1.014181078,1.157950345,0.736187904,1.089982566,1.195777912,1.050340611,NA,1.126137391,1.27521091,1.011884367,1.008295528,NA,0.990748067
1900,0.952192606,1.242496286,0.979246508,0.687074634,0.967029155,0.70717339,0.957706927,0.748512122,1.13748642,1.075522686,1.141548585,1.359739667,NA,1.056834533,1.217262772,0.97880914,1.10909269,NA,0.894497769
1899,0.742380433,0.552947781,0.991126801,0.937854208,0.619778158,0.854813126,0.591844242,1.028203928,0.603255913,0.787083767,0.555586595,0.382611449,NA,0.705750046,0.705359994,0.719377522,0.556218687,NA,0.56067201
1898,1.17366162,1.175037656,1.070462748,1.143247296,1.061741332,1.175963196,1.397394517,1.305974748,0.788848603,1.259203361,1.666473491,1.157260477,NA,1.285547867,1.019035255,1.246263126,1.344825521,NA,1.394685873
1897,1.128816069,1.113955243,0.999429801,0.957918912,0.972762978,1.500070115,1.003262422,1.060764398,0.967293661,0.780718054,0.834090047,1.15949306,NA,1.106828493,1.054180657,0.90127656,1.07668246,NA,1.137213197
1896,0.802169327,0.96176232,0.916272787,0.947701673,0.947782753,0.574421791,0.832911592,1.00224476,0.635282457,1.327839189,0.846212433,0.745334348,NA,0.642367513,0.757424744,0.765841167,0.773793938,NA,0.840701852
1895,0.960159926,1.521767033,1.11752019,1.385745101,1.103416266,1.071645021,1.27266403,0.425393189,1.013068275,1.00487475,1.011662149,1.180559495,NA,1.230547542,0.984495595,1.058044327,1.022892697,NA,1.532409498
