"","P01","P02","P03","P11","P12","P13","P14","P15","P16","P18","P19","P41","P04","P05","P06","P07","P08","P09","P10","P17"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999612731575871,1.22160914350203,1.0493790380417,1.20547623666755,1.23059984208364,0.864485054818997,0.94145802494182,1.18798989788683
"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15390425105249,1.30778470537879,0.932013893414461,0.910984451680101,0.932181734779923,0.778802209407547,0.933231104452352,1.03540390043713
"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33184370284918,1.44235044603236,1.28782133316514,1.01754191672739,0.955408137230932,1.01740528452668,1.13684608455963,1.00048087082873
"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918401482895496,0.762975055934833,0.984238803402702,0.789079575389893,0.816792970893386,0.684159293428256,1.01292835505349,0.581366296679519
"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88908335137505,0.986246924692274,0.682332774164135,0.807947427788712,0.927376832204565,0.541183500511647,1.15259848516861,0.945953043098438
"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0518706507299,0.89885060739742,1.14129279335555,0.986770887637208,1.02526021004293,1.12063491034723,1.29539210737209,0.984828015935648
"2008",1.09411464181977,NA,1.01612623306724,NA,0.824377121507261,0.811227821775293,NA,NA,NA,NA,0.621174652960562,NA,1.00140005135718,0.827218189927572,0.831027887407215,0.748929627340163,0.659841170524936,0.837143153609939,0.694807652546531,0.787630306887287
"2007",1.00744032289018,0.99156594646318,1.0977218538511,0.998330264569439,1.016611302306,0.937427400582629,1.22117365776885,1.06133229827134,1.04089897635732,0.783694931935982,0.890854825615944,0.927189966802618,0.73857652866029,0.819613321222215,0.997836571316903,0.84595745766858,0.931202629785724,0.868671793971665,0.850125192185935,1.17879937091521
"2006",0.947559678522573,1.1644124859418,0.974061933533565,1.22028775862769,0.971901104467902,0.846320692441592,1.25388968121347,0.878848987083247,0.971481751308472,1.16729812569236,0.965098548577977,0.88432931901805,1.02002229020998,0.717518061350404,0.701200977773164,0.710500691735952,0.776441443281998,0.884330094841894,0.975764352554757,1.10531804588731
"2005",1.56740215304974,0.864054668723381,1.28512780128458,1.07225965029412,1.22836086430557,1.09679119818744,1.12286327010529,1.46774671467141,1.3989150772812,1.1258459548985,0.862196833317118,0.767877510125282,1.22733433967454,1.03939938445895,1.05343692387667,1.0825578516603,0.989524876453715,1.47182715949117,0.951805259287591,1.23867557400933
"2004",0.946457478912914,1.22589484403725,1.1341073639985,1.19318610335879,1.07312701786806,1.20673937475911,0.912045581511103,1.32962509249516,1.07320820242712,1.424084667318,1.10076439134588,0.628983344233172,0.813503468657189,0.9547082426194,0.999500386001896,0.812568139842866,0.933031722925675,1.37167868899517,1.06641721677842,1.40070795406384
