"","P20","P42","P44","P45","P48","P49","P50","P51","P52","P53","P54","P55","P56","P57","P58","P60","P46","P47","P59"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",1.16502998862377,1.24610153037817,NA,NA,NA,0.813464785335858,NA,NA,NA,NA,NA,NA,NA,0.702441209588332,0.75585753361438,1.06758228619557,NA,NA,0.781639140184825
"2013",1.10007088666233,0.977065888079945,NA,NA,NA,1.21889464671369,NA,NA,NA,NA,NA,NA,NA,0.882146200444005,0.823080311318326,1.0419928496746,NA,NA,0.95270568379629
"2012",0.856627878573051,0.871779732382574,NA,NA,NA,0.946089650260698,NA,NA,NA,NA,NA,NA,NA,1.14284331802719,0.65770384675291,0.712820033662465,NA,NA,0.658685680115614
"2011",0.762193851221063,0.777872201576261,NA,NA,NA,0.51752528744823,NA,NA,NA,NA,NA,NA,NA,0.496418345860009,0.646444920623667,0.608306989734272,NA,NA,0.598142658087131
"2010",0.765669329919394,0.819915721819003,NA,NA,NA,1.02708412618607,NA,NA,NA,NA,NA,NA,NA,0.933975871543727,0.906630813276012,1.16218476658851,NA,NA,1.05003309067506
"2009",0.931309976290601,0.969304352532835,NA,NA,NA,1.10440348193253,NA,NA,NA,NA,NA,NA,NA,0.901431199833551,1.10640235839095,0.762968846016171,NA,NA,1.29753481290431
"2008",1.13847119143646,0.852033827145287,NA,NA,NA,0.812704596451982,NA,NA,NA,NA,NA,NA,NA,1.43542702907989,0.988134243427356,1.21249545957948,NA,NA,0.913356448373321
"2007",1.12208271311384,1.12433781252033,1.09373460313644,1.10464387897374,1.20405023563581,1.00020699454964,1.27980395162887,1.05164810688629,1.07727072590694,0.89569001221275,1.06125048566439,1.16867022693705,1.24697449438928,1.15326361531573,1.14254741021978,1.02561920730903,0.911997648384348,1.20599925232984,1.15250165993899
"2006",0.755713917818423,0.73114538136973,0.87240654757487,0.731145113068354,0.559385031965559,0.703348048861634,0.709271660533962,0.738255792336815,0.622423516339944,0.65479561420366,0.645399288136526,0.730319047928887,0.674713838848949,0.705366906747486,0.896875563532016,0.71425272439956,0.591621521133677,0.922574633922234,0.793556454280465
"2005",1.21272116158666,1.16857822764637,1.40951657266379,1.16147066593052,1.29003983243639,1.1931508066568,1.0329305787397,1.0029550446533,0.922819454710878,1.2194995185644,1.51905839049532,1.25278864271494,1.25555809096789,1.01333933908821,1.32616356962091,1.06658380152705,1.26372933311008,1.20867848736346,1.36991031949067
"2004",1.07694553191521,1.12410662971284,1.33463118078611,1.07954727770286,1.2925401548453,1.18091150859067,1.16446442918978,1.14775059093463,1.09121018653641,1.2248067165819,1.27429164093193,1.11530962245015,1.04287922641316,0.949420649049108,1.43981296180151,1.07416911341351,0.972405765572503,1.22838344873113,1.51148349587209
"2003",1.34191588898898,1.12587076474446,1.17298786276634,1.00936147062277,1.15901293454287,1.13329757283798,0.943601163678851,1.05130707258969,1.48281320475869,1.19435896197591,0.985643131960093,1.28552989721428,1.08445342427516,0.78164559724003,1.0327868903819,0.899410700290149,1.28338672925376,1.09676508924883,0.948414618556629
