"","R05","R15","R21","R23","R25","R26","R28","R30","R32","R39","R40","R48","R51","R53","R55","R59","R29","R34","R46","R27"
"2015",NA,NA,NA,NA,NA,NA,1.01679503207682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",1.24024037420769,NA,1.2118507944431,1.25709628819688,1.36327564235469,1.17480305532255,1.56739808109145,1.13138977138896,NA,NA,NA,NA,NA,NA,NA,NA,1.07609044473579,NA,NA,1.19815707763941
"2013",0.646294841855362,NA,1.28296078689037,0.800936887938794,1.26542220125772,1.12764511643147,1.01214208948881,1.0783686296692,NA,NA,NA,NA,NA,NA,NA,NA,0.883603558276181,NA,NA,0.847311898678285
"2012",0.713002671433258,NA,0.726890804722667,0.666806284295027,0.656310575649329,0.628273902861425,1.09620321576125,0.708654756326265,NA,NA,NA,NA,NA,NA,NA,NA,0.905487960873954,NA,NA,0.955662679601018
"2011",0.562953019822056,NA,0.871070475406069,0.745365742217056,0.624197096746277,0.681828380434203,0.921123000196302,0.95944499417335,NA,NA,NA,NA,NA,NA,NA,NA,0.872762448264755,NA,NA,0.789359241540817
"2010",0.916722120011484,NA,0.962695227702189,1.0680524500016,0.915488818371921,1.17679960709333,1.02739002051024,1.05031230144146,1.06732320948441,1.10293654489532,1.17688580458762,1.1444429464404,1.2560205094116,0.954457276059691,0.93287694145831,1.29728347552524,1.16222505517618,0.80914307633934,1.35979527567575,0.914375782361621
"2009",1.33933364967167,NA,0.966155411187247,0.80429668085429,1.02779090603658,1.1437293812729,0.672517541920279,1.0875875110711,1.11616050758386,1.07495256188882,0.865629215584002,1.03813750966891,1.06916284861422,0.962563963863979,0.984932559670066,1.17004731177582,1.13571951884528,1.24151070008156,1.20517529218768,0.940310233956204
"2008",1.13886461053038,0.806555719020144,0.841721375975061,0.866401629116557,0.775032905366375,0.738526498437694,0.927030374837526,0.887491002428554,1.08525615479571,1.16735030318285,0.6790042857372,0.855581988927227,0.990690665970977,0.865760730388035,1.05118562385378,0.721212271653057,0.59215424090569,0.728740729158579,0.685786301534125,0.817021259992125
"2007",1.25593121377574,0.865596482754912,0.902543455275675,1.01011798894341,0.955557888693928,0.981590830932569,0.829848489445505,1.00118559006285,1.04228762672679,0.888560945983103,1.15211641065696,0.811705410166416,0.937798401570132,1.02525911061837,1.11450134467657,0.959444865109761,0.845992855733813,1.07628964123387,1.17302100040062,1.02179586970902
"2006",0.872639059367612,0.809948909115483,0.848673954711801,0.746199629100453,0.939918411088414,0.938549199179516,0.876129810113106,0.897027628671676,0.688367938016913,1.22706172822206,0.963310388501879,0.710185414215507,1.003244851897,1.04745353006512,0.816186619654342,0.969543439546982,0.784139622077412,0.854010746849253,0.981049611596394,0.967588758198011
"2005",0.881555984052115,0.833591145096286,0.897533056417703,1.19560750280347,0.966009774970769,0.942781059525812,0.82386014997388,1.08134602457097,0.879758138989402,1.08096752123631,1.31596007274326,0.956811979266835,0.720837124550848,1.24301823061136,1.21927497978385,0.907551549647325,1.01979685043419,0.95918131225724,1.02616721975437,0.944776774556512
"2004",1.40321023476736,1.18680358656863,1.27488262927492,1.39440319494774,1.22205776283666,1.11764279454429,0.94031853986087,1.24597224359535,1.26734886147051,1.09792078202631,1.48118491680312,1.26395928057089,1.00315286700511,1.32507040287758,1.5524917859114,1.45419240384464,1.51613920439623,1.3557990662177,1.17137670071714,1.27818543283181
"2003",1.2364861966479,0.929525984246261,0.93932823289885,0.944353549990891,1.03618110591568,1.28794728991234,1.07766360662632,1.09045909268842,1.17460520106999,1.55736514459262,1.04143084830164,0.925273934797311,1.12922673687924,1.0180661866355,0.654409610648443,0.909863586459142,0.756813196063759,1.50185344420767,1.37974179932134,0.953704571740424
"2002",0.992316515854538,0.990068628665276,0.741490972138437,1.03449352399122,0.956469989196606,0.672260637316617,0.71231199337349,1.06296061733553,0.935203094762243,0.810307261271825,0.859655529367639,0.985577549204322,0.90713411407584,0.825574231023344,0.841612323405404,0.841532198914182,1.14753668298276,0.964310697275073,0.653054338961785,0.984694898006707
"2001",1.16605332305531,0.93400152648693,1.18475607574035,1.20843047670138,1.3872352873481,1.08591093572019,0.897200248338408,1.19475432972465,1.15261264583375,1.19605530766965,1.3698518093076,1.21597143829991,0.95819582504004,1.30054532891742,1.23599225198077,1.28716006057249,1.2409415901432,1.55658754753186,1.26435978869661,1.16535932737438
"2000",1.05767239977219,1.34717385918888,1.09304042330199,1.26837410804836,1.04969966467459,0.860279319108981,1.37202499236442,1.0199949888535,0.817794452440123,1.16305819927488,1.03834303427961,1.04294251592417,1.15215565710285,1.25715564231968,1.43725130003192,1.13518610529841,1.12995484861664,1.22329268809773,0.960832645873052,1.07307741154802
"1999",0.670640945934048,0.78043340713813,0.658908441117904,0.885335963545468,0.653798756204789,0.621730149431696,0.836525427190042,0.783164160179362,0.678923512010627,0.64083774511004,0.740869905844041,0.718175683654671,0.60569858675912,0.609102924766786,0.77774186299295,0.565336712991297,0.911050354085193,0.660661582635878,0.258573121955439,0.776889086353986
"1998",1.10261606144055,1.35031343456489,1.26165091679539,1.60402254926635,1.42967676040841,0.943590304086442,1.14288933438358,1.15651603598068,1.35380100304946,0.828254287571983,1.4641155447891,1.1944458467969,1.12620519245733,1.24186042075155,1.06888289497779,1.16463839966615,1.33603106442659,1.37289752743212,0.991394123606286,0.874777778254408
"1997",0.566239759193833,1.01257534181246,0.65088884244629,0.455799088865131,0.469172737801626,0.784671484077303,0.514937329567507,0.722664732078316,0.848869545581862,0.574221851864123,0.656538409554898,0.748266725808556,0.791647528659704,0.745044716892553,0.675449451965793,0.602101531767926,0.705014726273671,0.604281146721321,0.305947328174259,0.679446650570865
"1996",1.08446953683854,0.962226616178894,1.00435000507746,1.17587479981041,1.11297712961621,1.19452939313985,1.29366376876612,1.00223014948853,1.28512879491809,1.05309018015957,1.24225404205977,1.09504165950717,1.0511151418957,1.07704878062255,1.43075337000729,1.2039732477535,0.947537555199269,1.26538227789869,1.24141984797751,1.05493103858196
"1995",1.10191772550317,1.10958232959961,0.959746131454317,1.12164622782131,0.912859112831319,1.13625029675346,1.24894461149997,0.920404951330936,1.38049767592632,1.39047324270839,0.997432339313574,1.01134168848717,0.946912805933703,0.995990695847355,0.732851189864998,0.991221482794861,0.963186804021484,1.29932347282753,1.21004067810959,1.00053707239602
"1994",0.961697481299074,1.25423874032709,1.13452614056866,1.05967909789987,1.0796836466427,1.1228384506202,1.16244381967036,0.875701179641448,1.2861579521606,1.39205520776429,1.06690509447502,1.03826007799036,0.994067022796789,0.995414847296644,0.966235214260078,1.03221988978548,1.00225264430239,1.18586487951234,1.0299628951467,0.875114866629062
