tree,n_missing_total,n_missing_1980_on,n_outliers_total
MP10A_raw,37,4,0
MP10B_raw,41,4,0
MP11A_raw,104,4,1
MP11B_raw,79,4,0
MP12A_raw,58,5,0
MP12B_raw,51,4,1
MP13A_raw,77,4,0
MP13B_raw,60,4,0
MP14A_raw,83,4,0
MP14B_raw,70,4,1
MP15A_raw,77,4,0
MP15B_raw,74,4,0
MP16A_raw,56,4,0
MP16B_raw,72,4,1
MP17A_raw,73,4,0
MP17B_raw,99,4,0
MP18A_raw,51,4,2
MP18B_raw,51,4,0
MP19A_raw,61,4,0
MP19B_raw,61,4,0
MP1A_raw,36,4,0
MP1B_raw,46,4,2
MP2A_raw,108,8,0
MP2B_raw,104,8,0
MP3A_raw,65,4,0
MP3B_raw,56,4,0
MP4A_raw,50,4,0
MP4B_raw,53,4,1
MP5A_raw,101,4,0
MP5B_raw,101,4,0
MP6A_raw,4,4,0
MP6B_raw,44,4,0
MP7A_raw,78,4,0
MP7B_raw,94,4,0
MP8A_raw,86,8,0
MP9A_raw,63,4,0
MP9B_raw,76,4,1
MP20A_raw,65,4,0
MP20B_raw,39,4,3
