tree,n_missing_total,n_missing_1980_on,n_outliers_total
MP01A11_raw,44,11,3
MP01B11_raw,37,11,4
MP02A11_raw,92,11,1
MP02B11_raw,29,11,13
MP03A11_raw,192,11,6
MP04A11_raw,132,11,6
MP04B11_raw,220,11,2
MP05A11_raw,87,11,4
MP05B11_raw,68,11,9
MP06A11_raw,88,11,5
MP07A11_raw,28,11,1
MP07B11_raw,51,11,2
MP08A11_raw,11,11,14
MP08B11_raw,208,11,1
MP09A11_raw,173,11,4
MP10A11_raw,260,11,1
MP10B11_raw,204,11,5
MP11A11_raw,32,11,8
MP11B11_raw,30,11,4
MP12A11_raw,46,11,8
MP12B11_raw,37,11,11
MP13B11_raw,85,11,7
MP14A11_raw,53,23,7
MP14B11_raw,64,24,3
MP15A11_raw,262,11,1
MP15B11_raw,221,11,0
MP16A11_raw,49,11,7
MP16B11_raw,48,11,3
MP17A11_raw,66,11,4
MP17B11_raw,69,11,3
MP18A11_raw,201,11,3
MP19A11_raw,19,11,6
MP19B11_raw,12,11,2
MP20A11_raw,89,11,2
MP21B11_raw,146,45,1
MP23A11_raw,192,11,7
MP25A11_raw,14,11,12
MP25B11_raw,26,11,10
