"code.tree"	"site"	"aspect.tree"	"NS"	"EW"	"z.coord.tree"	"slope"	"tree.height"	"longest.core.code"	"longest.core.age"	"longest.core.dbhbb"	"lc.growth.rate50"	"lc.growth.rate50.cat"
"D034"	"SNP.North.01"	45	0.707106781186548	0.707106781186547	2074.6	29	10.8	"D034.R1"	179	15.872	0.642	"0.5-0.75 mm"
"D037"	"SNP.North.01"	36	0.809016994374947	0.587785252292473	2078.2	24	14.1	"D037.L1"	201	25.972	1.0778	"1.0-1.25 mm"
"D041"	"SNP.North.02"	35	0.819152044288992	0.573576436351046	2038.4	21	9	"D041.R1"	186	14.896	0.748	"0.5-0.75 mm"
"D042"	"SNP.North.02"	10	0.984807753012208	0.17364817766693	2038.4	27	11	"D042.R1"	208	18.082	0.69	"0.5-0.75 mm"
"D043"	"SNP.North.02"	22	0.927183854566787	0.374606593415912	2031.8	25	9.9	"D043.L1"	202	14.258	0.8236	"0.75-1.0 mm"
"D044"	"SNP.North.02"	350	0.984807753012208	-0.17364817766693	2031.8	24	11.3	"D044.L1"	197	14.532	0.7264	"0.5-0.75 mm"
"D045"	"SNP.North.02"	16	0.961261695938319	0.275637355816999	2031.8	25	10.7	"D045.L1"	174	14.818	0.7046	"0.5-0.75 mm"
"D046"	"SNP.North.02"	45	0.707106781186548	0.707106781186547	2053.3	25	7.4	"D046.L1"	167	20.134	1.064	"1.0-1.25 mm"
"D047"	"SNP.North.02"	41	0.754709580222772	0.656059028990507	2061.7	25	11.9	"D047.L1"	179	23.076	1.3056	"1.25-1.5 mm"
"D048"	"SNP.North.02"	29	0.874619707139396	0.484809620246337	2053.3	25	11.7	"D048.R1"	302	29.822	0.4496	"<0.5 mm"
"D049"	"SNP.North.02"	38	0.788010753606722	0.615661475325658	2057.4	24	12.6	"D049.R1"	246	20.082	0.5658	"0.5-0.75 mm"
"D050"	"SNP.North.02"	32	0.848048096156426	0.529919264233205	2057.8	26	9.5	"D050.R1"	248	14.808	0.7142	"0.5-0.75 mm"
"D052"	"SNP.East.25"	73	0.292371704722737	0.956304755963035	2052.6	19	14.4	"D052.L1"	96	27.8	1.8662	">1.5 mm"
"D053"	"SNP.East.25"	77	0.224951054343865	0.974370064785235	2052.6	18	7.3	"D053.L1"	94	14.31	1.0722	"1.0-1.25 mm"
"D054"	"SNP.East.25"	83	0.121869343405147	0.992546151641322	2056.5	24	7.5	"D054.L1"	149	19.344	0.9764	"0.75-1.0 mm"
"D055"	"SNP.East.25"	79	0.190808995376545	0.981627183447664	2056.5	25	14.9	"D055.R1"	135	21.47	1.3322	"1.25-1.5 mm"
"D058"	"SNP.East.25"	84	0.104528463267653	0.994521895368273	2062.5	35	6.1	"D058.R1"	108	10.166	0.6298	"0.5-0.75 mm"
"D059"	"SNP.East.25"	84	0.104528463267653	0.994521895368273	2068.8	37	7	"D059.L1"	131	19.346	1.481	"1.25-1.5 mm"
"D060"	"SNP.East.25"	87	0.052335956242944	0.998629534754574	2069.2	36	10.8	"D060.L1"	109	17.02	0.8928	"0.75-1.0 mm"
"D062"	"SNP.North.05"	28	0.882947592858927	0.469471562785891	2005	12	12.8	"D062.R1"	146	17.852	0.7886	"0.75-1.0 mm"
"D063"	"SNP.North.05"	28	0.882947592858927	0.469471562785891	2005	12	8.1	"D063.R1"	130	8.008	0.3238	"<0.5 mm"
"D064"	"SNP.North.05"	20	0.939692620785908	0.342020143325669	2005	22	9	"D064.L1"	128	14.274	0.8324	"0.75-1.0 mm"
"D065"	"SNP.North.05"	14	0.970295726275996	0.241921895599668	1997	31	7.4	"D065.R1"	189	16.846	0.6844	"0.5-0.75 mm"
"D066"	"SNP.North.05"	38	0.788010753606722	0.615661475325658	2003.2	31	14.7	"D066.R1"	155	18.192	0.9562	"0.75-1.0 mm"
"D069"	"SNP.North.05"	50	0.642787609686539	0.766044443118978	2008.4	27	4.2	"D069.L1"	109	16.108	0.9404	"0.75-1.0 mm"
"D070"	"SNP.North.05"	338	0.927183854566787	-0.374606593415912	2011.8	31	14.4	"D070.R1"	204	14.394	0.5158	"0.5-0.75 mm"
"D071"	"SNP.South.11"	163	-0.956304755963035	0.292371704722737	2014.6	31	9	"D071.R1"	132	19.96	0.6176	"0.5-0.75 mm"
"D074"	"SNP.South.11"	170	-0.984807753012208	0.173648177666931	2010.1	21	8	"D074.L1"	55	12.894	1.2112	"1.0-1.25 mm"
"D077"	"SNP.South.11"	161	-0.945518575599317	0.325568154457157	2006.7	30	5.8	"D077.R1"	60	9.078	0.816	"0.75-1.0 mm"
"D078"	"SNP.South.11"	159	-0.933580426497202	0.358367949545301	2003.6	28	10.4	"D078.L1"	168	20.114	0.3928	"<0.5 mm"
"D079"	"SNP.South.11"	169	-0.981627183447664	0.190808995376545	2008.5	25	9.8	"D079.R1"	128	20.178	0.4394	"<0.5 mm"
"D080"	"SNP.South.11"	169	-0.981627183447664	0.190808995376545	2008.5	25	11.2	"D080.R1"	129	25.196	0.9008	"0.75-1.0 mm"
"D082"	"SNP.West.31"	248	-0.374606593415912	-0.927183854566787	2044.5	21	9.2	"D082.R1"	73	14.232	1.188	"1.0-1.25 mm"
"D083"	"SNP.West.31"	246	-0.4067366430758	-0.913545457642601	2043	20	9.8	"D083.R1"	181	22.76	1.2164	"1.0-1.25 mm"
"D085"	"SNP.West.31"	231	-0.629320391049837	-0.777145961456971	2044.4	21	9.1	"D085.L1"	185	16.608	0.3758	"<0.5 mm"
"D086"	"SNP.West.31"	231	-0.629320391049837	-0.777145961456971	2050.5	19	8.8	"D086.R1"	206	30.916	0.4308	"<0.5 mm"
"D088"	"SNP.West.31"	221	-0.754709580222772	-0.656059028990507	2049.5	16	13.6	"D088.L1"	155	19.804	0.3182	"<0.5 mm"
"D089"	"SNP.West.31"	223	-0.731353701619171	-0.681998360062498	2052.6	14	11.4	"D089.L1"	158	14.542	0.7986	"0.75-1.0 mm"
"D090"	"SNP.West.31"	234	-0.587785252292473	-0.809016994374947	2052.6	24	8.1	"D090.R1"	75	11.228	0.9008	"0.75-1.0 mm"
"D091"	"SNP.West.33"	280	0.17364817766693	-0.984807753012208	2033.8	37	10.4	"D091.L1"	235	23.034	0.9448	"0.75-1.0 mm"
"D092"	"SNP.West.33"	278	0.139173100960065	-0.99026806874157	2028.8	39	8.8	"D092.R1"	163	14.76	0.8122	"0.75-1.0 mm"
"D093"	"SNP.West.33"	273	0.0523359562429431	-0.998629534754574	2023.8	35	6.4	"D093.R1"	155	18.214	0.969	"0.75-1.0 mm"
"D094"	"SNP.West.33"	253	-0.292371704722737	-0.956304755963035	2023.8	30	7.4	"D094.R1"	204	9.192	0.438	"<0.5 mm"
"D095"	"SNP.West.33"	274	0.0697564737441252	-0.997564050259824	2016.5	39	5.7	"D095.L1"	205	16.692	0.8154	"0.75-1.0 mm"
"D096"	"SNP.West.33"	280	0.17364817766693	-0.984807753012208	2026.3	38	11.5	"D096.R1"	212	18.504	0.7078	"0.5-0.75 mm"
"D097"	"SNP.West.33"	271	0.0174524064372831	-0.999847695156391	2026.3	40	9	"D097.R1"	187	12.162	0.6516	"0.5-0.75 mm"
"D098"	"SNP.West.33"	271	0.0174524064372831	-0.999847695156391	2043.6	33	8.4	"D098.L1"	203	13.978	0.6856	"0.5-0.75 mm"
"D099"	"SNP.West.33"	272	0.0348994967025004	-0.999390827019096	2043.6	34	6.8	"D099.L1"	163	15.75	1.0148	"1.0-1.25 mm"
"D100"	"SNP.West.33"	288	0.309016994374947	-0.951056516295154	2038.9	35	12.2	"D100.R1"	228	15.798	0.9624	"0.75-1.0 mm"
"D101"	"SNP.South.13"	220	-0.766044443118978	-0.642787609686539	2020.5	35	7.7	"D101.L1"	182	14.352	0.684	"0.5-0.75 mm"
"D102"	"SNP.South.13"	228	-0.669130606358858	-0.743144825477394	2020.5	36	7.1	"D102.R1"	246	14.094	0.5462	"0.5-0.75 mm"
"D103"	"SNP.South.13"	235	-0.573576436351046	-0.819152044288992	2024.9	38	8.8	"D103.L1"	163	14.454	0.7788	"0.75-1.0 mm"
"D104"	"SNP.South.13"	216	-0.809016994374947	-0.587785252292473	2011.9	34	10.1	"D104.L1"	148	17.152	0.9048	"0.75-1.0 mm"
"D105"	"SNP.South.13"	226	-0.694658370458998	-0.719339800338651	2029.2	32	11.3	"D105.R1"	274	15.674	0.3122	"<0.5 mm"
"D106"	"SNP.South.13"	228	-0.669130606358858	-0.743144825477394	2025	28	9.9	"D106.R1"	111	10.188	0.7148	"0.5-0.75 mm"
"D107"	"SNP.South.13"	214	-0.829037572555042	-0.559192903470747	2029.2	32	10.5	"D107.L1"	299	22.07	0.1582	"<0.5 mm"
"D109"	"SNP.South.13"	215	-0.819152044288992	-0.573576436351046	2032.8	30	11.8	"D109.L1"	149	16.652	0.6714	"0.5-0.75 mm"
"D110"	"SNP.South.13"	216	-0.809016994374947	-0.587785252292473	2032.8	29	9.2	"D110.L1"	275	13.502	0.2868	"<0.5 mm"
"D111"	"SNP.South.19"	182	-0.999390827019096	-0.0348994967025009	1987.8	15	9.3	"D111.L1"	81	13.806	1.0336	"1.0-1.25 mm"
"D112"	"SNP.South.19"	187	-0.992546151641322	-0.121869343405148	1987.8	16	7.6	"D112.L1"	102	15.35	0.702	"0.5-0.75 mm"
"D113"	"SNP.South.19"	187	-0.992546151641322	-0.121869343405148	1987.8	16	7.3	"D113.L1"	93	10.006	0.3292	"<0.5 mm"
"D114"	"SNP.South.19"	187	-0.992546151641322	-0.121869343405148	1986.1	17	10.2	"D114.R1"	118	14.15	0.674	"0.5-0.75 mm"
"D115"	"SNP.South.19"	187	-0.992546151641322	-0.121869343405148	1986.1	17	5.6	"D115.L1"	135	15.876	0.899	"0.75-1.0 mm"
"D116"	"SNP.South.19"	172	-0.99026806874157	0.139173100960065	1985.7	14	9.5	"D116.L1"	77	10.748	0.8962	"0.75-1.0 mm"
"D117"	"SNP.South.19"	144	-0.809016994374947	0.587785252292473	1982.4	16	6.2	"D117.R1"	89	10.702	0.5418	"0.5-0.75 mm"
"D118"	"SNP.South.19"	137	-0.73135370161917	0.681998360062498	1983.2	24	9.7	"D118.R1"	91	11.832	0.8992	"0.75-1.0 mm"
"D119"	"SNP.South.19"	192	-0.978147600733806	-0.207911690817759	1983.6	14	9.1	"D119.R1"	99	22.708	1.3164	"1.25-1.5 mm"
"D120"	"SNP.South.19"	168	-0.978147600733806	0.207911690817759	1983.2	13	6.8	"D120.L1"	86	8.63	0.4066	"<0.5 mm"
"D121"	"SNP.East.24"	99	-0.156434465040231	0.987688340595138	2044.7	40	10.5	"D121.R1"	101	14.328	0.9988	"0.75-1.0 mm"
"D122"	"SNP.East.24"	88	0.0348994967025011	0.999390827019096	2037.7	38	6.6	"D122.L1"	113	13.53	1.052	"1.0-1.25 mm"
"D123"	"SNP.East.24"	108	-0.309016994374947	0.951056516295154	2038.5	39	5.3	"D123.R1"	107	9.414	0.7472	"0.5-0.75 mm"
"D124"	"SNP.East.24"	110	-0.342020143325669	0.939692620785908	2045.4	39	7.1	"D124.L1"	120	10.868	0.602	"0.5-0.75 mm"
"D126"	"SNP.East.24"	108	-0.309016994374947	0.951056516295154	2039.7	40	11.3	"D126.L1"	141	16.724	1.0762	"1.0-1.25 mm"
"D127"	"SNP.East.24"	122	-0.529919264233205	0.848048096156426	2039.7	41	7	"D127.L1"	324	25.918	0.7942	"0.75-1.0 mm"
"D128"	"SNP.East.24"	89	0.0174524064372836	0.999847695156391	2040.5	40	6.5	"D128.R1"	117	10.198	0.7178	"0.5-0.75 mm"
"D129"	"SNP.East.24"	75	0.258819045102521	0.965925826289068	2040.5	40	10.4	"D129.R1"	130	17.548	1.3096	"1.25-1.5 mm"
"D130"	"SNP.East.24"	92	-0.0348994967025007	0.999390827019096	2049.8	43	7.2	"D130.L1"	103	9.122	0.6852	"0.5-0.75 mm"
"D132"	"SNP.South.14"	173	-0.992546151641322	0.121869343405148	2034.7	36	8.5	"D132.L1"	168	17.4	0.9136	"0.75-1.0 mm"
"D133"	"SNP.South.14"	168	-0.978147600733806	0.207911690817759	2034.7	35	7.6	"D133.R1"	172	13.464	0.618	"0.5-0.75 mm"
"D134"	"SNP.South.14"	159	-0.933580426497202	0.358367949545301	2027.9	35	7.9	"D134.R1"	200	18.54	1.0614	"1.0-1.25 mm"
"D135"	"SNP.South.14"	166	-0.970295726275996	0.241921895599668	2027.9	35	6.1	"D135.L1"	132	11.238	0.748	"0.5-0.75 mm"
"D136"	"SNP.South.14"	158	-0.927183854566787	0.374606593415912	2029.3	34	6.3	"D136.L1"	124	12.356	0.7062	"0.5-0.75 mm"
"D137"	"SNP.South.14"	159	-0.933580426497202	0.358367949545301	2023.1	35	5.2	"D137.L1"	115	12.93	1.0498	"1.0-1.25 mm"
"D140"	"SNP.South.14"	164	-0.961261695938319	0.275637355816999	2027.7	33	6.6	"D140.L1"	170	10.584	0.6354	"0.5-0.75 mm"
"D141"	"SNP.East.28"	82	0.139173100960065	0.99026806874157	2011.8	26	14	"D141.R1"	112	20.86	0.9972	"0.75-1.0 mm"
"D142"	"SNP.East.28"	75	0.258819045102521	0.965925826289068	2011.8	24	5.9	"D142.L1"	79	8.734	0.5928	"0.5-0.75 mm"
"D144"	"SNP.East.28"	102	-0.207911690817759	0.978147600733806	2009.8	24	9.1	"D144.L1"	123	17.11	0.8832	"0.75-1.0 mm"
"D145"	"SNP.East.28"	107	-0.292371704722737	0.956304755963036	2009.8	26	7.4	"D145.L1"	104	16.764	1.0178	"1.0-1.25 mm"
"D146"	"SNP.East.28"	87	0.052335956242944	0.998629534754574	2022.6	24	6.5	"D146.R1"	89	11.742	0.8624	"0.75-1.0 mm"
"D147"	"SNP.East.28"	89	0.0174524064372836	0.999847695156391	2016.4	27	6	"D147.R1"	76	10.844	0.8482	"0.75-1.0 mm"
"D148"	"SNP.East.28"	91	-0.0174524064372835	0.999847695156391	2018.2	24	8.3	"D148.R1"	99	11.554	0.7962	"0.75-1.0 mm"
"D149"	"SNP.East.28"	95	-0.0871557427476582	0.996194698091746	2023.6	27	9.5	"D149.R1"	100	15.536	0.8716	"0.75-1.0 mm"
"D151"	"SNP.West.39"	282	0.207911690817759	-0.978147600733806	2002.6	43	5.5	"D151.L1"	232	13.626	0.7192	"0.5-0.75 mm"
"D152"	"SNP.West.39"	270	-1.83697019872103e-16	-1	2002.6	38	7.7	"D152.R1"	179	15.562	0.4198	"<0.5 mm"
"D153"	"SNP.West.39"	268	-0.0348994967025008	-0.999390827019096	2002.6	38	9.4	"D153.L1"	158	15.014	0.5342	"0.5-0.75 mm"
"D154"	"SNP.West.39"	258	-0.20791169081776	-0.978147600733806	2002.6	39	8	"D154.R1"	187	12.516	0.422	"<0.5 mm"
"D155"	"SNP.West.39"	250	-0.342020143325669	-0.939692620785908	1992.2	39	7.4	"D155.L1"	149	15.164	0.7636	"0.75-1.0 mm"
"D156"	"SNP.West.39"	246	-0.4067366430758	-0.913545457642601	2002.4	39	7.3	"D156.L1"	196	13.232	0.6102	"0.5-0.75 mm"
"D159"	"SNP.West.39"	263	-0.121869343405148	-0.992546151641322	1998.9	40	9.8	"D159.R1"	257	20.326	0.891	"0.75-1.0 mm"
"D160"	"SNP.West.39"	250	-0.342020143325669	-0.939692620785908	1992.2	40	8.6	"D160.R1"	254	17.38	0.8954	"0.75-1.0 mm"
"D171"	"SNP.West.38"	276	0.104528463267654	-0.994521895368273	1967.4	24	13.9	"D171.L1"	195	23.984	1.1638	"1.0-1.25 mm"
"D172"	"SNP.West.38"	278	0.139173100960065	-0.99026806874157	1970.7	23	10.7	"D172.L1"	181	14.626	0.5858	"0.5-0.75 mm"
"D173"	"SNP.West.38"	281	0.190808995376544	-0.981627183447664	1964.3	23	12.6	"D173.R1"	161	12.802	0.7258	"0.5-0.75 mm"
"D174"	"SNP.West.38"	266	-0.0697564737441256	-0.997564050259824	1964.3	25	12.3	"D174.R1"	169	16.256	0.9456	"0.75-1.0 mm"
"D175"	"SNP.West.38"	270	-1.83697019872103e-16	-1	1964.3	23	13.3	"D175.R1"	202	21.954	1.0228	"1.0-1.25 mm"
"D176"	"SNP.West.38"	280	0.17364817766693	-0.984807753012208	1961	22	12.5	"D176.R1"	193	18.462	0.7242	"0.5-0.75 mm"
"D177"	"SNP.West.38"	275	0.0871557427476579	-0.996194698091746	1961	21	9	"D177.L1"	192	13.214	0.7132	"0.5-0.75 mm"
"D178"	"SNP.West.38"	277	0.121869343405148	-0.992546151641322	1961	24	13	"D178.R1"	188	16.38	0.9548	"0.75-1.0 mm"
"D179"	"SNP.West.38"	274	0.0697564737441252	-0.997564050259824	1964.3	21	12.2	"D179.R1"	191	23.256	1.236	"1.0-1.25 mm"
"D181"	"SNP.West.32"	281	0.190808995376544	-0.981627183447664	1988.9	24	10.6	"D181.L1"	166	10.188	0.7266	"0.5-0.75 mm"
"D182"	"SNP.West.32"	265	-0.0871557427476582	-0.996194698091746	1985.6	25	7.9	"D182.L1"	145	10.89	0.7546	"0.75-1.0 mm"
"D185"	"SNP.West.32"	227	-0.681998360062499	-0.73135370161917	1990.1	22	8.2	"D185.R1"	226	19.728	0.6932	"0.5-0.75 mm"
"D186"	"SNP.West.32"	243	-0.453990499739547	-0.891006524188368	1987.5	23	10.7	"D186.R1"	176	12.708	0.453	"<0.5 mm"
"D187"	"SNP.West.32"	290	0.342020143325669	-0.939692620785908	1988.6	30	11.5	"D187.L1"	157	14.566	0.9876	"0.75-1.0 mm"
"D188"	"SNP.West.32"	290	0.342020143325669	-0.939692620785908	1988.6	30	8	"D188.R1"	163	18.052	1.1786	"1.0-1.25 mm"
"D189"	"SNP.West.32"	262	-0.139173100960066	-0.99026806874157	1992.9	30	11.3	"D189.L1"	201	14.2	0.6184	"0.5-0.75 mm"
"D190"	"SNP.West.32"	262	-0.139173100960066	-0.99026806874157	1992.3	30	11.7	"D190.L1"	210	16.854	0.5508	"0.5-0.75 mm"
"D191"	"SNP.East.22"	103	-0.224951054343865	0.974370064785235	1969.6	28	12.8	"D191.L1"	99	17.886	1.1998	"1.0-1.25 mm"
"D192"	"SNP.East.22"	103	-0.224951054343865	0.974370064785235	1971	28	9.5	"D192.L1"	108	13	0.9632	"0.75-1.0 mm"
"D193"	"SNP.East.22"	103	-0.224951054343865	0.974370064785235	1965.4	28	11.5	"D193.R1"	105	18.218	1.0922	"1.0-1.25 mm"
"D194"	"SNP.East.22"	99	-0.156434465040231	0.987688340595138	1965.4	25	10.3	"D194.R1"	88	20.026	1.5336	">1.5 mm"
"D195"	"SNP.East.22"	97	-0.121869343405147	0.992546151641322	1965.4	24	7.5	"D195.L1"	135	14.202	0.9998	"0.75-1.0 mm"
"D197"	"SNP.East.22"	97	-0.121869343405147	0.992546151641322	1965.4	24	13.9	"D197.R1"	101	25.916	1.7102	">1.5 mm"
"D198"	"SNP.East.22"	113	-0.390731128489274	0.92050485345244	1960.4	21	8.4	"D198.R1"	115	11.212	0.5128	"0.5-0.75 mm"
"D199"	"SNP.East.22"	107	-0.292371704722737	0.956304755963036	1966.6	21	12.6	"D199.L1"	118	16.992	0.9522	"0.75-1.0 mm"
"D200"	"SNP.East.22"	115	-0.422618261740699	0.90630778703665	1961.5	23	11.3	"D200.L1"	103	11.944	0.8388	"0.75-1.0 mm"
"D201"	"SNP.North.08"	22	0.927183854566787	0.374606593415912	2068	22	9.7	"D201.R1"	183	12.944	0.723	"0.5-0.75 mm"
"D202"	"SNP.North.08"	22	0.927183854566787	0.374606593415912	2069.6	22	10.4	"D202.L1"	169	17.692	0.9148	"0.75-1.0 mm"
"D203"	"SNP.North.08"	18	0.951056516295154	0.309016994374947	2071.4	20	12.4	"D203.R1"	202	19.18	0.312	"<0.5 mm"
"D204"	"SNP.North.08"	18	0.951056516295154	0.309016994374947	2071.4	20	12.1	"D204.R1"	233	28.6	1.18	"1.0-1.25 mm"
"D206"	"SNP.North.08"	9	0.987688340595138	0.156434465040231	2069.6	19	12.2	"D206.L1"	230	20.732	0.7896	"0.75-1.0 mm"
"D207"	"SNP.North.08"	15	0.965925826289068	0.258819045102521	2069.6	20	8.5	"D207.R1"	132	11.982	0.7938	"0.75-1.0 mm"
"D208"	"SNP.North.08"	13	0.974370064785235	0.224951054343865	2068	21	13.2	"D208.R1"	230	25.326	0.8996	"0.75-1.0 mm"
"D209"	"SNP.North.08"	13	0.974370064785235	0.224951054343865	2068	21	8.2	"D209.R1"	193	10.864	0.5018	"0.5-0.75 mm"
"D210"	"SNP.North.08"	13	0.974370064785235	0.224951054343865	2071.4	21	9.4	"D210.R1"	144	12.998	1.0328	"1.0-1.25 mm"
