age_CE,HLMH01B_raw,HLMH02B_raw,HLMH03B_raw,HLMH04A_raw,HLMH05B_raw,HLMH06B_raw,HLMH07A_raw,HLMH08B_raw,HLMH09B_raw,HLMH10A_raw,HLMH11B_raw,HLMH13A_raw,HLMH14A_raw,HLMH15B_raw,HLMH16B_raw,HLMH17A_raw,HLMH18B_raw,HLMH19A_raw,HLMH20B_raw,HLMH01B_raw_outlier_flag,HLMH02B_raw_outlier_flag,HLMH03B_raw_outlier_flag,HLMH04A_raw_outlier_flag,HLMH05B_raw_outlier_flag,HLMH06B_raw_outlier_flag,HLMH07A_raw_outlier_flag,HLMH08B_raw_outlier_flag,HLMH09B_raw_outlier_flag,HLMH10A_raw_outlier_flag,HLMH11B_raw_outlier_flag,HLMH13A_raw_outlier_flag,HLMH14A_raw_outlier_flag,HLMH15B_raw_outlier_flag,HLMH16B_raw_outlier_flag,HLMH17A_raw_outlier_flag,HLMH18B_raw_outlier_flag,HLMH19A_raw_outlier_flag,HLMH20B_raw_outlier_flag
1758,1.02,NA,1.42,1.47,1.19,1.46,1.22,NA,0.74,0.92,NA,2.05,NA,NA,1.04,1.15,NA,NA,1.25,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE
1759,1.34,1.61,1.45,1.35,1.49,1.76,0.97,NA,0.97,1.07,NA,1.52,NA,NA,0.99,1.55,NA,NA,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE
1760,1.69,1.39,1.52,1.49,0.54,1.77,1.2,1.43,1.34,1.24,NA,2.08,NA,NA,1.74,1.45,NA,NA,1.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE
1761,1.26,1.34,1.32,1.57,1.29,1.59,1.73,1.43,1.18,1.09,NA,1.71,NA,NA,1.52,1.18,NA,NA,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE
1762,1.3,1.64,1.53,1.66,1.27,1.29,1.77,2.01,0.99,1.3,NA,2.01,NA,NA,1.3,1.33,NA,NA,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE
1763,1.27,1.21,1.64,1.92,1.42,1.27,1.65,1.91,1.22,1.38,NA,2.03,NA,NA,1.45,1.42,NA,NA,1.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE
1764,0.98,0.9,1.24,1.49,0.98,1.02,1.11,1.58,0.97,1.1,NA,1.43,NA,NA,0.71,1.03,NA,0.79,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1765,1.21,1.09,1.48,1.69,1.24,1.1,1.21,1.88,1.13,1,1.51,1.95,NA,NA,1.72,1.24,NA,0.71,1.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,NA,FALSE,FALSE
1766,1.24,1.11,1.25,1.78,1.21,1.22,1.16,1.36,1,1.34,1.54,1.76,NA,NA,1.32,1.14,NA,0.88,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1767,1.22,1.17,1.28,2.37,1.21,1.29,1.14,1.52,1.12,1.99,1.78,2.01,2.57,NA,1.1,0.94,NA,0.99,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE
1768,1.11,1.48,1.11,2.02,1.19,1.1,1.08,1.3,1.13,2.04,1.64,2.02,2.47,NA,0.91,0.7,NA,0.8,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1769,0.88,1.52,0.91,1.63,0.96,1.36,0.7,1.15,1.01,1.25,1.49,1.38,2.41,NA,0.77,0.37,NA,0.54,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1770,0.92,1.76,1.31,1.6,1.12,1.43,0.99,1.84,0.9,0.93,1.19,1.48,2.57,NA,1.06,0.59,NA,0.82,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE
1771,0.9,1.54,1.3,1.62,1.27,1.28,1.04,1.73,0.96,1.07,1.41,1.52,2.53,NA,1.58,0.98,NA,0.59,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE,FALSE
1772,0.67,0.93,0.96,1.57,1.25,0.88,1.01,1.13,0.85,1.8,1.11,1.27,2.42,NA,0.76,0.49,0.7,0.43,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1773,0.65,1.11,1.07,1.94,1.08,1.37,0.99,1.01,1.03,2.17,1.55,1.24,2.01,NA,0.73,0.4,0.65,0.48,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1774,0.58,0.68,1.1,1.79,1.1,1.58,0.88,1.04,1.15,1.85,1.79,1.21,2.01,NA,0.74,0.76,0.52,0.47,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1775,0.52,0.63,0.95,1.51,1.06,1.18,0.82,0.76,0.95,0.86,1.05,1.11,1.82,NA,0.64,1.09,0.34,0.39,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1776,0.55,0.64,1.19,1.68,1.1,1.36,0.83,0.97,0.94,0.98,1.07,1.56,2.11,NA,0.72,1.49,0.85,0.52,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1777,0.7,0.95,1.49,1.7,1.13,1.13,0.87,1.09,0.88,1,1.09,1.41,2.16,1.88,0.92,1.3,0.98,0.62,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1778,0.81,0.96,1.31,1.64,1.19,1.1,0.91,1.05,0.89,1.32,1.24,1.63,2.27,1.79,1.04,1.19,1.04,0.64,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1779,0.64,0.74,1.36,1.62,1.11,0.9,0.96,0.95,0.9,1.24,1.16,1.57,2.51,2.04,0.99,0.97,0.92,0.59,1.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,0.58,0.59,1.08,1.21,0.8,0.7,0.66,0.84,0.7,0.92,1.19,1.54,2,1.7,0.64,0.93,0.86,0.31,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1781,0.61,0.62,0.9,1.18,0.71,0.86,0.51,0.74,0.66,0.82,1.09,1.33,1.4,1.55,0.48,0.73,0.75,0.29,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1782,0.61,0.93,1.07,1.02,0.94,0.71,0.53,0.84,0.89,0.72,1.05,1.37,1.63,1.6,0.63,0.77,1.05,0.33,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1783,0.65,0.85,0.53,0.9,0.54,0.57,0.56,0.81,0.68,0.62,0.57,1.2,1.38,1.18,0.75,0.6,0.91,0.23,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1784,0.6,0.98,0.71,1.06,0.88,0.61,0.72,0.82,1.05,0.73,0.96,1.62,1.65,1.44,0.86,0.73,1.14,0.4,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1785,0.61,0.59,0.31,1.14,0.67,0.71,1.02,0.51,1.01,0.76,0.89,1.25,1.2,1.3,0.72,0.58,0.87,0.34,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1786,0.69,0.34,0.46,0.86,0.52,0.72,0.89,0.44,0.77,0.82,0.69,1.03,1.07,0.86,0.66,0.82,0.47,0.2,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1787,0.57,0.35,0.55,1.09,0.57,0.74,0.63,0.41,0.4,1.09,1.01,1.28,0.98,0.91,0.3,0.44,0.55,0.16,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1788,0.68,0.69,0.7,1.37,0.99,1.37,0.94,0.78,0.77,1.26,1.75,1.49,1.38,1.13,0.63,0.75,1.11,0.24,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1789,0.68,0.78,0.72,1.83,0.98,1.42,0.79,0.83,1.11,1.1,1.3,1.25,1.45,1.19,0.67,0.79,1.08,0.3,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1790,0.54,1.02,0.45,1.6,0.48,1.15,0.71,0.62,1.12,0.68,0.67,1.08,1.11,0.94,0.42,0.36,0.88,0.25,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1791,0.74,1.6,0.74,2,1.1,1.51,0.94,1.03,1.9,0.89,1.1,1.62,1.5,1.06,0.86,0.91,1.47,0.43,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,0.88,1.26,0.54,1.93,1.46,1.57,0.82,1.14,1.34,1.14,0.98,1.81,1.24,1.18,0.93,0.85,1.29,0.59,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1793,0.83,1.14,0.94,1.87,1.43,1.58,0.92,1.03,1.24,0.99,0.98,1.98,1.72,1.4,0.84,1.04,1.14,0.53,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1794,0.96,1.07,1.13,1.74,1.42,1.64,1.33,1.09,1.32,1.21,1.17,1.85,1.66,1.5,0.92,1.19,1.28,0.66,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1795,0.9,1.15,1.06,1.88,1.38,1.43,1.32,1.18,1.16,0.96,1.37,1.84,1.51,1.5,0.7,1.23,1.19,0.52,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1796,0.68,1.01,0.9,1.87,1.51,1.64,1.18,0.9,0.96,0.86,1.41,1.97,1.68,1.41,0.4,1,0.9,0.31,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1797,0.57,0.32,1.1,1.72,1.06,1.17,0.64,0.24,0.62,0.96,0.52,1.14,0.79,0.69,0.47,0.64,0.71,0.25,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1798,0.77,1.33,1.95,2.23,1.26,1.65,1.47,1.37,1.68,1.47,1.41,1.77,2.1,1.26,0.38,1.06,0.77,0.29,1.22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1799,0.66,1.06,1.41,1.76,1.1,1.74,1.16,0.98,1.67,0.87,1.01,2.26,1.48,1.35,0.7,1.05,0.46,0.29,1.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1800,0.8,1.14,1.73,2.38,1.23,1.5,1.3,1.41,1.75,0.71,0.69,1.86,1.64,1.84,0.66,1.63,0.93,0.36,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,0.72,1.14,1.02,1.7,0.79,1.21,0.87,0.58,0.92,0.52,0.62,1.19,0.82,0.9,0.49,0.94,0.76,0.49,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,0.83,1.16,1.13,2.28,1.28,1.63,1.12,0.86,1.71,1.02,1.05,2.01,1.56,1.16,0.49,0.96,0.92,0.57,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,0.58,0.72,1.04,1.71,1.08,1.79,0.67,0.72,0.99,0.83,0.91,1.76,1.22,0.98,0.37,0.77,0.83,0.45,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,0.83,0.88,1.21,1.74,1.47,2.04,0.94,0.79,0.99,0.71,1.09,1.79,1.38,1.43,0.66,0.75,1.21,0.48,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,0.98,0.85,1.23,2.04,1.54,1.95,1.07,0.76,1.06,0.7,1.32,1.73,1.97,1.68,0.88,0.61,1.11,0.47,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.86,0.85,1.14,1.36,1.11,1.35,0.96,0.51,0.77,0.54,0.94,1.71,1.46,1.6,0.73,0.54,0.75,0.47,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
