"","years","Tag","Ring_width(mm)","Lat","Long","speciesfull","species"
"841",1997,"114C83",2.95,38.8,-106.4,"Populus tremuloides","POTR"
"842",1997,"114M115",1.47,44.8,-111.2,"Populus tremuloides","POTR"
"843",1997,"115C62",3.18,38.5,-106.3,"Populus tremuloides","POTR"
"844",1997,"115C84",3.49,38.8,-106.4,"Populus tremuloides","POTR"
"845",1997,"115W23",2.86,44.8,-107.5,"Populus tremuloides","POTR"
"846",1997,"116W25",2.21,44.8,-107.5,"Populus tremuloides","POTR"
"847",1997,"21C165",3.05,40.6,-105.5,"Populus tremuloides","POTR"
"848",1997,"21M74",2.43,45.7,-114,"Populus tremuloides","POTR"
"849",1997,"21W51",1.9,42.7,-108.9,"Populus tremuloides","POTR"
"850",1997,"22C43",2.22,38.4,-105.4,"Populus tremuloides","POTR"
"851",1997,"22M101",3.47,45.4,-111.2,"Populus tremuloides","POTR"
"852",1997,"22W43",1.93,41.7,-108.9,"Populus tremuloides","POTR"
"853",1997,"23C153",3.34,40.4,-106.1,"Populus tremuloides","POTR"
"854",1997,"23M24",2.95,46.8,-110.7,"Populus tremuloides","POTR"
"855",1997,"23M53",1.19,48.3,-113.4,"Populus tremuloides","POTR"
"856",1997,"23M75",2.06,45.7,-114,"Populus tremuloides","POTR"
"857",1997,"23W33",2.67,42.7,-108.9,"Populus tremuloides","POTR"
"858",1997,"24C15",3.39,40.6,-105.4,"Populus tremuloides","POTR"
"859",1997,"24C103",3.16,39.4,-106.3,"Populus tremuloides","POTR"
"860",1997,"24C55",2.41,38.5,-105.4,"Populus tremuloides","POTR"
"861",1997,"24M105",3.77,45.4,-111.2,"Populus tremuloides","POTR"
"862",1997,"24M123",2.63,44.9,-111.4,"Populus tremuloides","POTR"
"863",1997,"24M31",2.84,47,-110.8,"Populus tremuloides","POTR"
"864",1997,"24M51",2.42,48.3,-113.4,"Populus tremuloides","POTR"
"865",1997,"24M91",3.37,45.7,-113.9,"Populus tremuloides","POTR"
"866",1997,"24M92",2.41,45.7,-113.9,"Populus tremuloides","POTR"
"867",1997,"25C12",1.8,40.6,-105.4,"Populus tremuloides","POTR"
"868",1997,"25C113",2.88,39.4,-106.3,"Populus tremuloides","POTR"
"869",1997,"25C83",1.97,38.8,-106.4,"Populus tremuloides","POTR"
"870",1997,"26C123",2.82,39.5,-106.4,"Populus tremuloides","POTR"
"871",1997,"26C23",2.27,40.6,-105.5,"Populus tremuloides","POTR"
"872",1997,"27C42",2.5,38.4,-105.4,"Populus tremuloides","POTR"
"873",1997,"27M11",2.68,46.8,-110.8,"Populus tremuloides","POTR"
"874",1997,"27M33",2.55,47,-110.8,"Populus tremuloides","POTR"
"875",1997,"27W44",2.75,41.7,-108.9,"Populus tremuloides","POTR"
"876",1997,"28C145",3.28,40.4,-106.1,"Populus tremuloides","POTR"
"877",1997,"28M64",2.14,46.7,-114.5,"Populus tremuloides","POTR"
"878",1997,"28M92",2.54,45.7,-113.9,"Populus tremuloides","POTR"
"879",1997,"28W11",2.23,44.8,-107.4,"Populus tremuloides","POTR"
"880",1997,"28W25",2.93,44.8,-107.5,"Populus tremuloides","POTR"
"881",1997,"29M34",2.5,47,-110.8,"Populus tremuloides","POTR"
"882",1997,"210C23",1.84,40.6,-105.5,"Populus tremuloides","POTR"
"883",1997,"211C125",2.51,39.5,-106.4,"Populus tremuloides","POTR"
"884",1997,"211C154",2.22,40.4,-106.1,"Populus tremuloides","POTR"
"885",1997,"211W5A2",2.37,42.6,-108.8,"Populus tremuloides","POTR"
"886",1997,"212C92",3.06,38.8,-106.4,"Populus tremuloides","POTR"
"887",1997,"212M14",2.05,46.8,-110.8,"Populus tremuloides","POTR"
"888",1997,"213C112",1.91,39.4,-106.3,"Populus tremuloides","POTR"
"889",1997,"213M44",2.58,48.3,-113.4,"Populus tremuloides","POTR"
"890",1997,"213M84",1.29,45.7,-114,"Populus tremuloides","POTR"
"891",1997,"213W34",2.5,42.7,-108.9,"Populus tremuloides","POTR"
"892",1997,"215C103",3.03,39.4,-106.3,"Populus tremuloides","POTR"
"893",1997,"215C134",3.05,40.3,-106.1,"Populus tremuloides","POTR"
"894",1997,"215C54",3.6,38.5,-105.4,"Populus tremuloides","POTR"
"895",1997,"215M31",1.67,47,-110.8,"Populus tremuloides","POTR"
"896",1997,"215M62",3.5,46.7,-114.5,"Populus tremuloides","POTR"
"897",1997,"215W11",1.53,44.8,-107.4,"Populus tremuloides","POTR"
"898",1997,"216C112",2.38,39.4,-106.3,"Populus tremuloides","POTR"
"899",1997,"216C131",2.61,40.3,-106.1,"Populus tremuloides","POTR"
"900",1997,"216C84",2.46,38.8,-106.4,"Populus tremuloides","POTR"
"901",1997,"216M112",2.71,44.8,-111.2,"Populus tremuloides","POTR"
"902",1997,"216M24",1.74,46.8,-110.7,"Populus tremuloides","POTR"
"903",1997,"216M41",1.97,48.3,-113.4,"Populus tremuloides","POTR"
"904",1997,"216M82",3.85,45.7,-114,"Populus tremuloides","POTR"
"905",1997,"31C92",3.6,38.8,-106.4,"Populus tremuloides","POTR"
"906",1997,"32C11",3.06,40.6,-105.4,"Populus tremuloides","POTR"
"907",1997,"32C143",2.88,40.4,-106.1,"Populus tremuloides","POTR"
"908",1997,"32C22",3.41,40.6,-105.5,"Populus tremuloides","POTR"
"909",1997,"32W45",3.76,41.7,-108.9,"Populus tremuloides","POTR"
"910",1997,"33M111",2.14,44.8,-111.2,"Populus tremuloides","POTR"
"911",1997,"34C145",2.69,40.4,-106.1,"Populus tremuloides","POTR"
"912",1997,"34C151",2.25,40.4,-106.1,"Populus tremuloides","POTR"
"913",1997,"34M83",2.33,45.7,-114,"Populus tremuloides","POTR"
"914",1997,"35C111",2.19,39.4,-106.3,"Populus tremuloides","POTR"
"915",1997,"35C42",4.32,38.4,-105.4,"Populus tremuloides","POTR"
"916",1997,"35C81",1.6,38.8,-106.4,"Populus tremuloides","POTR"
"917",1997,"35M12",2.94,46.8,-110.8,"Populus tremuloides","POTR"
"918",1997,"35M22",2.82,46.8,-110.7,"Populus tremuloides","POTR"
"919",1997,"35M45",3.37,48.3,-113.4,"Populus tremuloides","POTR"
"920",1997,"35W42",2.93,41.7,-108.9,"Populus tremuloides","POTR"
"921",1997,"36M12",3.47,46.8,-110.8,"Populus tremuloides","POTR"
"922",1997,"36M105",2.67,45.4,-111.2,"Populus tremuloides","POTR"
"923",1997,"36M22",3.09,46.8,-110.7,"Populus tremuloides","POTR"
"924",1997,"36M52",3.48,48.3,-113.4,"Populus tremuloides","POTR"
"925",1997,"36M71",2.29,45.7,-114,"Populus tremuloides","POTR"
"926",1997,"36M73",1.96,45.7,-114,"Populus tremuloides","POTR"
"927",1997,"36W5A1",2.65,42.6,-108.8,"Populus tremuloides","POTR"
"928",1997,"37C113",3.4,39.4,-106.3,"Populus tremuloides","POTR"
"929",1997,"38C25",2.84,40.6,-105.5,"Populus tremuloides","POTR"
"930",1997,"38C43",2.58,38.4,-105.4,"Populus tremuloides","POTR"
"931",1997,"38M115",3,44.8,-111.2,"Populus tremuloides","POTR"
"932",1997,"38M75",2.83,45.7,-114,"Populus tremuloides","POTR"
"933",1997,"39C34",2.76,37.6,-105.2,"Populus tremuloides","POTR"
"934",1997,"39M122",2.75,44.9,-111.4,"Populus tremuloides","POTR"
"935",1997,"39M31",1.74,47,-110.8,"Populus tremuloides","POTR"
"936",1997,"39M91",3.32,45.7,-113.9,"Populus tremuloides","POTR"
"937",1997,"310C122",2.67,39.5,-106.4,"Populus tremuloides","POTR"
"938",1997,"310C32",2.77,37.6,-105.2,"Populus tremuloides","POTR"
"939",1997,"310W31",2.56,42.7,-108.9,"Populus tremuloides","POTR"
"940",1997,"311C123",2.11,39.5,-106.4,"Populus tremuloides","POTR"
"941",1997,"311C134",2.53,40.3,-106.1,"Populus tremuloides","POTR"
"942",1997,"311C83",2.49,38.8,-106.4,"Populus tremuloides","POTR"
"943",1997,"311W41",2,41.7,-108.9,"Populus tremuloides","POTR"
"944",1997,"31212W21",2.86,44.8,-107.5,"Populus tremuloides","POTR"
"945",1997,"3123W21",3.05,44.8,-107.5,"Populus tremuloides","POTR"
"946",1997,"312C103",2.81,39.4,-106.3,"Populus tremuloides","POTR"
"947",1997,"312C63",2.02,38.5,-106.3,"Populus tremuloides","POTR"
"948",1997,"312C73",2.26,38.8,-106.3,"Populus tremuloides","POTR"
"949",1997,"312M41",3,48.3,-113.4,"Populus tremuloides","POTR"
"950",1997,"312W51",2.37,42.7,-108.9,"Populus tremuloides","POTR"
"951",1997,"313C152",2.96,40.4,-106.1,"Populus tremuloides","POTR"
"952",1997,"313C92",1.85,38.8,-106.4,"Populus tremuloides","POTR"
"953",1997,"313M64",2.58,46.7,-114.5,"Populus tremuloides","POTR"
"954",1997,"314C131",1.93,40.3,-106.1,"Populus tremuloides","POTR"
"955",1997,"314C161",2.56,40.6,-105.5,"Populus tremuloides","POTR"
"956",1997,"314C72",2.78,38.8,-106.3,"Populus tremuloides","POTR"
"957",1997,"314M61",3.62,46.7,-114.5,"Populus tremuloides","POTR"
"958",1997,"314W31",1.72,42.7,-108.9,"Populus tremuloides","POTR"
"959",1997,"315M23",3.24,46.8,-110.7,"Populus tremuloides","POTR"
"960",1997,"315W5A3",2.29,42.6,-108.8,"Populus tremuloides","POTR"
"961",1998,"11C103",2.51,39.4,-106.3,"Populus tremuloides","POTR"
"962",1998,"11C123",3.03,39.5,-106.4,"Populus tremuloides","POTR"
"963",1998,"11C135",4.76,40.3,-106.1,"Populus tremuloides","POTR"
"964",1998,"11C142",4.4,40.4,-106.1,"Populus tremuloides","POTR"
"965",1998,"11C34",3.75,37.6,-105.2,"Populus tremuloides","POTR"
"966",1998,"11C55",4.14,38.5,-105.4,"Populus tremuloides","POTR"
"967",1998,"11M45",3.1,48.3,-113.4,"Populus tremuloides","POTR"
"968",1998,"11M52",3.46,48.3,-113.4,"Populus tremuloides","POTR"
"969",1998,"11M73",2.85,45.7,-114,"Populus tremuloides","POTR"
"970",1998,"11M84",3.66,45.7,-114,"Populus tremuloides","POTR"
"971",1998,"12C22",4.09,40.6,-105.5,"Populus tremuloides","POTR"
"972",1998,"12C73",3.24,38.8,-106.3,"Populus tremuloides","POTR"
"973",1998,"12W51",3.87,42.7,-108.9,"Populus tremuloides","POTR"
"974",1998,"13C154",2.96,40.4,-106.1,"Populus tremuloides","POTR"
"975",1998,"14M91",3.58,45.7,-113.9,"Populus tremuloides","POTR"
"976",1998,"15C165",3.7,40.6,-105.5,"Populus tremuloides","POTR"
"977",1998,"15C34",4.95,37.6,-105.2,"Populus tremuloides","POTR"
"978",1998,"15M113",4.49,44.8,-111.2,"Populus tremuloides","POTR"
"979",1998,"15M73",3.9,45.7,-114,"Populus tremuloides","POTR"
"980",1998,"16M62",5.26,46.7,-114.5,"Populus tremuloides","POTR"
"981",1998,"17W44",3.37,41.7,-108.9,"Populus tremuloides","POTR"
"982",1998,"18C101",4.35,39.4,-106.3,"Populus tremuloides","POTR"
"983",1998,"18C153",5.1,40.4,-106.1,"Populus tremuloides","POTR"
"984",1998,"18M11",3.41,46.8,-110.8,"Populus tremuloides","POTR"
"985",1998,"18M122",3.85,44.9,-111.4,"Populus tremuloides","POTR"
"986",1998,"19C11",3.11,40.6,-105.4,"Populus tremuloides","POTR"
"987",1998,"19C111",3.11,39.4,-106.3,"Populus tremuloides","POTR"
"988",1998,"19C74",2.18,38.8,-106.3,"Populus tremuloides","POTR"
"989",1998,"110M55",3.34,48.3,-113.4,"Populus tremuloides","POTR"
"990",1998,"110C22",2.55,40.6,-105.5,"Populus tremuloides","POTR"
"991",1998,"110M91",3.33,45.7,-113.9,"Populus tremuloides","POTR"
"992",1998,"111M14",3.52,46.8,-110.8,"Populus tremuloides","POTR"
"993",1998,"111M23",3.73,46.8,-110.7,"Populus tremuloides","POTR"
"994",1998,"111M34",4.66,47,-110.8,"Populus tremuloides","POTR"
"995",1998,"112C115",5.44,39.4,-106.3,"Populus tremuloides","POTR"
"996",1998,"112C92",4.15,38.8,-106.4,"Populus tremuloides","POTR"
"997",1998,"112M121",3.26,44.9,-111.4,"Populus tremuloides","POTR"
"998",1998,"112M85",4.19,45.7,-114,"Populus tremuloides","POTR"
"999",1998,"113C65",4.38,38.5,-106.3,"Populus tremuloides","POTR"
"1000",1998,"113M43",4.56,48.3,-113.4,"Populus tremuloides","POTR"
"1001",1998,"114C83",5.16,38.8,-106.4,"Populus tremuloides","POTR"
"1002",1998,"114M115",2.53,44.8,-111.2,"Populus tremuloides","POTR"
"1003",1998,"115C62",4.06,38.5,-106.3,"Populus tremuloides","POTR"
"1004",1998,"115C84",4.19,38.8,-106.4,"Populus tremuloides","POTR"
"1005",1998,"115W23",4.28,44.8,-107.5,"Populus tremuloides","POTR"
"1006",1998,"116W25",3.27,44.8,-107.5,"Populus tremuloides","POTR"
"1007",1998,"21C165",4.34,40.6,-105.5,"Populus tremuloides","POTR"
"1008",1998,"21M74",2.9,45.7,-114,"Populus tremuloides","POTR"
"1009",1998,"21W51",3.36,42.7,-108.9,"Populus tremuloides","POTR"
"1010",1998,"22C43",3.79,38.4,-105.4,"Populus tremuloides","POTR"
"1011",1998,"22M101",4.34,45.4,-111.2,"Populus tremuloides","POTR"
"1012",1998,"22W43",2.46,41.7,-108.9,"Populus tremuloides","POTR"
"1013",1998,"23C153",4.33,40.4,-106.1,"Populus tremuloides","POTR"
"1014",1998,"23M24",3.41,46.8,-110.7,"Populus tremuloides","POTR"
"1015",1998,"23M53",2.55,48.3,-113.4,"Populus tremuloides","POTR"
"1016",1998,"23M75",2.82,45.7,-114,"Populus tremuloides","POTR"
"1017",1998,"23W33",4.26,42.7,-108.9,"Populus tremuloides","POTR"
"1018",1998,"24C15",4.02,40.6,-105.4,"Populus tremuloides","POTR"
"1019",1998,"24C103",4.77,39.4,-106.3,"Populus tremuloides","POTR"
"1020",1998,"24C55",3.6,38.5,-105.4,"Populus tremuloides","POTR"
"1021",1998,"24M105",5.61,45.4,-111.2,"Populus tremuloides","POTR"
"1022",1998,"24M123",4.96,44.9,-111.4,"Populus tremuloides","POTR"
"1023",1998,"24M31",3.96,47,-110.8,"Populus tremuloides","POTR"
"1024",1998,"24M51",3.41,48.3,-113.4,"Populus tremuloides","POTR"
"1025",1998,"24M91",4.59,45.7,-113.9,"Populus tremuloides","POTR"
"1026",1998,"24M92",3.47,45.7,-113.9,"Populus tremuloides","POTR"
"1027",1998,"25C12",2.97,40.6,-105.4,"Populus tremuloides","POTR"
"1028",1998,"25C113",4.25,39.4,-106.3,"Populus tremuloides","POTR"
"1029",1998,"25C83",3.41,38.8,-106.4,"Populus tremuloides","POTR"
"1030",1998,"26C123",3.73,39.5,-106.4,"Populus tremuloides","POTR"
"1031",1998,"26C23",3.3,40.6,-105.5,"Populus tremuloides","POTR"
"1032",1998,"27C42",3.26,38.4,-105.4,"Populus tremuloides","POTR"
"1033",1998,"27M11",3.72,46.8,-110.8,"Populus tremuloides","POTR"
"1034",1998,"27M33",4.08,47,-110.8,"Populus tremuloides","POTR"
"1035",1998,"27W44",4.26,41.7,-108.9,"Populus tremuloides","POTR"
"1036",1998,"28C145",5.14,40.4,-106.1,"Populus tremuloides","POTR"
"1037",1998,"28M64",3.77,46.7,-114.5,"Populus tremuloides","POTR"
"1038",1998,"28M92",3.71,45.7,-113.9,"Populus tremuloides","POTR"
"1039",1998,"28W11",3.03,44.8,-107.4,"Populus tremuloides","POTR"
"1040",1998,"28W25",3.75,44.8,-107.5,"Populus tremuloides","POTR"
"1041",1998,"29M34",3.87,47,-110.8,"Populus tremuloides","POTR"
"1042",1998,"210C23",2.81,40.6,-105.5,"Populus tremuloides","POTR"
"1043",1998,"211C125",3.68,39.5,-106.4,"Populus tremuloides","POTR"
"1044",1998,"211C154",3.17,40.4,-106.1,"Populus tremuloides","POTR"
"1045",1998,"211W5A2",3.96,42.6,-108.8,"Populus tremuloides","POTR"
"1046",1998,"212C92",4.13,38.8,-106.4,"Populus tremuloides","POTR"
"1047",1998,"212M14",3.54,46.8,-110.8,"Populus tremuloides","POTR"
"1048",1998,"213C112",3.64,39.4,-106.3,"Populus tremuloides","POTR"
"1049",1998,"213M44",3.85,48.3,-113.4,"Populus tremuloides","POTR"
"1050",1998,"213M84",1.84,45.7,-114,"Populus tremuloides","POTR"
"1051",1998,"213W34",3.38,42.7,-108.9,"Populus tremuloides","POTR"
"1052",1998,"215C103",4.26,39.4,-106.3,"Populus tremuloides","POTR"
"1053",1998,"215C134",4.7,40.3,-106.1,"Populus tremuloides","POTR"
"1054",1998,"215C54",5.13,38.5,-105.4,"Populus tremuloides","POTR"
"1055",1998,"215M31",2.63,47,-110.8,"Populus tremuloides","POTR"
"1056",1998,"215M62",5.09,46.7,-114.5,"Populus tremuloides","POTR"
"1057",1998,"215W11",2.08,44.8,-107.4,"Populus tremuloides","POTR"
"1058",1998,"216C112",3.93,39.4,-106.3,"Populus tremuloides","POTR"
"1059",1998,"216C131",4.76,40.3,-106.1,"Populus tremuloides","POTR"
"1060",1998,"216C84",4.02,38.8,-106.4,"Populus tremuloides","POTR"
"1061",1998,"216M112",3.24,44.8,-111.2,"Populus tremuloides","POTR"
"1062",1998,"216M24",3.1,46.8,-110.7,"Populus tremuloides","POTR"
"1063",1998,"216M41",2.35,48.3,-113.4,"Populus tremuloides","POTR"
"1064",1998,"216M82",5.25,45.7,-114,"Populus tremuloides","POTR"
"1065",1998,"31C92",5.1,38.8,-106.4,"Populus tremuloides","POTR"
"1066",1998,"32C11",3.79,40.6,-105.4,"Populus tremuloides","POTR"
"1067",1998,"32C143",3.71,40.4,-106.1,"Populus tremuloides","POTR"
"1068",1998,"32C22",3.81,40.6,-105.5,"Populus tremuloides","POTR"
"1069",1998,"32W45",4.81,41.7,-108.9,"Populus tremuloides","POTR"
"1070",1998,"33M111",3.13,44.8,-111.2,"Populus tremuloides","POTR"
"1071",1998,"34C145",3.93,40.4,-106.1,"Populus tremuloides","POTR"
"1072",1998,"34C151",3.98,40.4,-106.1,"Populus tremuloides","POTR"
"1073",1998,"34M83",3.89,45.7,-114,"Populus tremuloides","POTR"
"1074",1998,"35C111",2.91,39.4,-106.3,"Populus tremuloides","POTR"
"1075",1998,"35C42",5.29,38.4,-105.4,"Populus tremuloides","POTR"
"1076",1998,"35C81",2.35,38.8,-106.4,"Populus tremuloides","POTR"
"1077",1998,"35M12",3.95,46.8,-110.8,"Populus tremuloides","POTR"
"1078",1998,"35M22",4.04,46.8,-110.7,"Populus tremuloides","POTR"
"1079",1998,"35M45",5.15,48.3,-113.4,"Populus tremuloides","POTR"
"1080",1998,"35W42",4.33,41.7,-108.9,"Populus tremuloides","POTR"
"1081",1998,"36M12",4.59,46.8,-110.8,"Populus tremuloides","POTR"
"1082",1998,"36M105",3.41,45.4,-111.2,"Populus tremuloides","POTR"
"1083",1998,"36M22",4.19,46.8,-110.7,"Populus tremuloides","POTR"
"1084",1998,"36M52",5,48.3,-113.4,"Populus tremuloides","POTR"
"1085",1998,"36M71",3.53,45.7,-114,"Populus tremuloides","POTR"
"1086",1998,"36M73",2.67,45.7,-114,"Populus tremuloides","POTR"
"1087",1998,"36W5A1",3.69,42.6,-108.8,"Populus tremuloides","POTR"
"1088",1998,"37C113",4.88,39.4,-106.3,"Populus tremuloides","POTR"
"1089",1998,"38C25",4.62,40.6,-105.5,"Populus tremuloides","POTR"
"1090",1998,"38C43",3.88,38.4,-105.4,"Populus tremuloides","POTR"
"1091",1998,"38M115",3.61,44.8,-111.2,"Populus tremuloides","POTR"
"1092",1998,"38M75",4.13,45.7,-114,"Populus tremuloides","POTR"
"1093",1998,"39C34",3.99,37.6,-105.2,"Populus tremuloides","POTR"
"1094",1998,"39M122",3.9,44.9,-111.4,"Populus tremuloides","POTR"
"1095",1998,"39M31",2.76,47,-110.8,"Populus tremuloides","POTR"
"1096",1998,"39M91",4.49,45.7,-113.9,"Populus tremuloides","POTR"
"1097",1998,"310C122",4.3,39.5,-106.4,"Populus tremuloides","POTR"
"1098",1998,"310C32",3.14,37.6,-105.2,"Populus tremuloides","POTR"
"1099",1998,"310W31",4.47,42.7,-108.9,"Populus tremuloides","POTR"
"1100",1998,"311C123",3.18,39.5,-106.4,"Populus tremuloides","POTR"
"1101",1998,"311C134",4.54,40.3,-106.1,"Populus tremuloides","POTR"
"1102",1998,"311C83",3.01,38.8,-106.4,"Populus tremuloides","POTR"
"1103",1998,"311W41",2.72,41.7,-108.9,"Populus tremuloides","POTR"
"1104",1998,"31212W21",3.9,44.8,-107.5,"Populus tremuloides","POTR"
"1105",1998,"3123W21",4.78,44.8,-107.5,"Populus tremuloides","POTR"
"1106",1998,"312C103",3.9,39.4,-106.3,"Populus tremuloides","POTR"
"1107",1998,"312C63",3.51,38.5,-106.3,"Populus tremuloides","POTR"
"1108",1998,"312C73",5.44,38.8,-106.3,"Populus tremuloides","POTR"
"1109",1998,"312M41",4.02,48.3,-113.4,"Populus tremuloides","POTR"
"1110",1998,"312W51",4.28,42.7,-108.9,"Populus tremuloides","POTR"
"1111",1998,"313C152",4.59,40.4,-106.1,"Populus tremuloides","POTR"
"1112",1998,"313C92",3.23,38.8,-106.4,"Populus tremuloides","POTR"
"1113",1998,"313M64",4.33,46.7,-114.5,"Populus tremuloides","POTR"
"1114",1998,"314C131",2.86,40.3,-106.1,"Populus tremuloides","POTR"
"1115",1998,"314C161",3.45,40.6,-105.5,"Populus tremuloides","POTR"
"1116",1998,"314C72",4.18,38.8,-106.3,"Populus tremuloides","POTR"
"1117",1998,"314M61",3.96,46.7,-114.5,"Populus tremuloides","POTR"
"1118",1998,"314W31",2.65,42.7,-108.9,"Populus tremuloides","POTR"
"1119",1998,"315M23",4.23,46.8,-110.7,"Populus tremuloides","POTR"
"1120",1998,"315W5A3",3.22,42.6,-108.8,"Populus tremuloides","POTR"
"1121",1999,"11C103",2.77,39.4,-106.3,"Populus tremuloides","POTR"
"1122",1999,"11C123",3.44,39.5,-106.4,"Populus tremuloides","POTR"
"1123",1999,"11C135",4.83,40.3,-106.1,"Populus tremuloides","POTR"
"1124",1999,"11C142",3.73,40.4,-106.1,"Populus tremuloides","POTR"
"1125",1999,"11C34",4.63,37.6,-105.2,"Populus tremuloides","POTR"
"1126",1999,"11C55",4.77,38.5,-105.4,"Populus tremuloides","POTR"
"1127",1999,"11M45",4.54,48.3,-113.4,"Populus tremuloides","POTR"
"1128",1999,"11M52",4.39,48.3,-113.4,"Populus tremuloides","POTR"
"1129",1999,"11M73",2.66,45.7,-114,"Populus tremuloides","POTR"
"1130",1999,"11M84",4.57,45.7,-114,"Populus tremuloides","POTR"
"1131",1999,"12C22",4.11,40.6,-105.5,"Populus tremuloides","POTR"
"1132",1999,"12C73",4.58,38.8,-106.3,"Populus tremuloides","POTR"
"1133",1999,"12W51",3.96,42.7,-108.9,"Populus tremuloides","POTR"
"1134",1999,"13C154",3.28,40.4,-106.1,"Populus tremuloides","POTR"
"1135",1999,"14M91",3.69,45.7,-113.9,"Populus tremuloides","POTR"
"1136",1999,"15C165",4,40.6,-105.5,"Populus tremuloides","POTR"
"1137",1999,"15C34",5.34,37.6,-105.2,"Populus tremuloides","POTR"
"1138",1999,"15M113",4.09,44.8,-111.2,"Populus tremuloides","POTR"
"1139",1999,"15M73",4.07,45.7,-114,"Populus tremuloides","POTR"
"1140",1999,"16M62",4.28,46.7,-114.5,"Populus tremuloides","POTR"
"1141",1999,"17W44",4.04,41.7,-108.9,"Populus tremuloides","POTR"
"1142",1999,"18C101",4.2,39.4,-106.3,"Populus tremuloides","POTR"
"1143",1999,"18C153",5.44,40.4,-106.1,"Populus tremuloides","POTR"
"1144",1999,"18M11",3.58,46.8,-110.8,"Populus tremuloides","POTR"
"1145",1999,"18M122",4.05,44.9,-111.4,"Populus tremuloides","POTR"
"1146",1999,"19C11",3.73,40.6,-105.4,"Populus tremuloides","POTR"
"1147",1999,"19C111",3.89,39.4,-106.3,"Populus tremuloides","POTR"
"1148",1999,"19C74",2.82,38.8,-106.3,"Populus tremuloides","POTR"
"1149",1999,"110M55",3.99,48.3,-113.4,"Populus tremuloides","POTR"
"1150",1999,"110C22",2.87,40.6,-105.5,"Populus tremuloides","POTR"
"1151",1999,"110M91",3.47,45.7,-113.9,"Populus tremuloides","POTR"
"1152",1999,"111M14",3.86,46.8,-110.8,"Populus tremuloides","POTR"
"1153",1999,"111M23",5.28,46.8,-110.7,"Populus tremuloides","POTR"
"1154",1999,"111M34",5.48,47,-110.8,"Populus tremuloides","POTR"
"1155",1999,"112C115",5.68,39.4,-106.3,"Populus tremuloides","POTR"
"1156",1999,"112C92",4.83,38.8,-106.4,"Populus tremuloides","POTR"
"1157",1999,"112M121",4.3,44.9,-111.4,"Populus tremuloides","POTR"
"1158",1999,"112M85",3.96,45.7,-114,"Populus tremuloides","POTR"
"1159",1999,"113C65",4.85,38.5,-106.3,"Populus tremuloides","POTR"
"1160",1999,"113M43",5.16,48.3,-113.4,"Populus tremuloides","POTR"
"1161",1999,"114C83",5.55,38.8,-106.4,"Populus tremuloides","POTR"
"1162",1999,"114M115",2.54,44.8,-111.2,"Populus tremuloides","POTR"
"1163",1999,"115C62",5.91,38.5,-106.3,"Populus tremuloides","POTR"
"1164",1999,"115C84",4.89,38.8,-106.4,"Populus tremuloides","POTR"
"1165",1999,"115W23",4.47,44.8,-107.5,"Populus tremuloides","POTR"
"1166",1999,"116W25",2.87,44.8,-107.5,"Populus tremuloides","POTR"
"1167",1999,"21C165",4.34,40.6,-105.5,"Populus tremuloides","POTR"
"1168",1999,"21M74",3.75,45.7,-114,"Populus tremuloides","POTR"
"1169",1999,"21W51",3.68,42.7,-108.9,"Populus tremuloides","POTR"
"1170",1999,"22C43",4.26,38.4,-105.4,"Populus tremuloides","POTR"
"1171",1999,"22M101",5.21,45.4,-111.2,"Populus tremuloides","POTR"
"1172",1999,"22W43",3.48,41.7,-108.9,"Populus tremuloides","POTR"
"1173",1999,"23C153",4.09,40.4,-106.1,"Populus tremuloides","POTR"
"1174",1999,"23M24",3.6,46.8,-110.7,"Populus tremuloides","POTR"
"1175",1999,"23M53",3.02,48.3,-113.4,"Populus tremuloides","POTR"
"1176",1999,"23M75",3.28,45.7,-114,"Populus tremuloides","POTR"
"1177",1999,"23W33",4.85,42.7,-108.9,"Populus tremuloides","POTR"
"1178",1999,"24C15",3.85,40.6,-105.4,"Populus tremuloides","POTR"
"1179",1999,"24C103",4.8,39.4,-106.3,"Populus tremuloides","POTR"
"1180",1999,"24C55",4.76,38.5,-105.4,"Populus tremuloides","POTR"
"1181",1999,"24M105",6.14,45.4,-111.2,"Populus tremuloides","POTR"
"1182",1999,"24M123",4.39,44.9,-111.4,"Populus tremuloides","POTR"
"1183",1999,"24M31",4.26,47,-110.8,"Populus tremuloides","POTR"
"1184",1999,"24M51",4.28,48.3,-113.4,"Populus tremuloides","POTR"
"1185",1999,"24M91",4.45,45.7,-113.9,"Populus tremuloides","POTR"
"1186",1999,"24M92",4.51,45.7,-113.9,"Populus tremuloides","POTR"
"1187",1999,"25C12",2.99,40.6,-105.4,"Populus tremuloides","POTR"
"1188",1999,"25C113",4.23,39.4,-106.3,"Populus tremuloides","POTR"
"1189",1999,"25C83",4.28,38.8,-106.4,"Populus tremuloides","POTR"
"1190",1999,"26C123",3.96,39.5,-106.4,"Populus tremuloides","POTR"
"1191",1999,"26C23",4.28,40.6,-105.5,"Populus tremuloides","POTR"
"1192",1999,"27C42",5.25,38.4,-105.4,"Populus tremuloides","POTR"
"1193",1999,"27M11",4.23,46.8,-110.8,"Populus tremuloides","POTR"
"1194",1999,"27M33",4.48,47,-110.8,"Populus tremuloides","POTR"
