tree,n_missing_total,n_missing_1980_on,n_outliers_total
BKR01AAU_raw,132,6,1
BKR01BBU_raw,125,6,2
BKR02AAU_raw,145,6,1
BKR02BBU_raw,172,6,0
BKR03AAU_raw,143,6,0
BKR03BBU_raw,136,6,1
BKR04AAU_raw,101,6,4
BKR04BBU_raw,113,6,5
BKR05AAU_raw,61,6,2
BKR05BBU_raw,106,6,1
BKR06AAU_raw,82,6,0
BKR06BBU_raw,47,6,0
BKR07BBU_raw,193,6,1
BKR07New_raw,198,6,2
BKR08AAU_raw,94,6,2
BKR08BBU_raw,127,6,4
BKR09AAU_raw,35,6,0
BKR09BBU_raw,136,6,2
BKR10AAU_raw,107,6,0
BKR10BBU_raw,152,6,0
BKR11AAU_raw,67,6,1
BKR11BBU_raw,29,7,0
BKR12AAU_raw,75,6,1
BKR12BBU_raw,100,6,1
BKR13AAU_raw,78,6,6
BKR14AAU_raw,103,6,1
BKR15AAU_raw,30,6,1
BKR16AAU_raw,50,6,3
BKR17AAU_raw,14,6,3
BKR17BBU_raw,21,6,1
BKR18AAU_raw,151,6,1
BKR18BBU_raw,120,6,0
BKR19AAU_raw,96,6,3
BKR19BBU_raw,129,6,0
BKR20AAU_raw,76,6,1
BKR20BBU_raw,27,6,6
BKR21AAU_raw,91,6,0
BKR21BBU_raw,107,6,1
BKR22AAU_raw,111,6,0
BKR22BBU_raw,92,6,2
BKR23AAU_raw,96,6,0
BKR23BBU_raw,93,6,0
BKR24AAU_raw,95,6,0
BKR24BBU_raw,124,6,1
BKR25AAU_raw,109,6,3
BKR27AAU_raw,6,6,2
BKR28AAU_raw,68,6,2
