tree,n_missing_total,n_missing_1980_on,n_outliers_total
841011_raw,187,45,1
841012_raw,193,45,1
841021_raw,56,45,0
841022_raw,66,45,1
841031_raw,68,45,2
841032_raw,59,45,4
841041_raw,112,45,1
841042_raw,105,45,2
841051_raw,176,45,0
841052_raw,153,45,4
841061_raw,91,45,2
841062_raw,62,45,1
841071_raw,50,45,5
841072_raw,48,45,5
841081_raw,86,45,3
841082_raw,79,45,2
841091_raw,204,45,0
841092_raw,197,45,0
841101_raw,94,45,0
841102_raw,92,45,2
841111_raw,88,45,0
841112_raw,89,45,1
841121_raw,93,45,0
841122_raw,63,45,2
841131_raw,64,45,4
841132_raw,88,45,3
