tree,n_missing_total,n_missing_1980_on,n_outliers_total
G0001W_raw,32,25,8
G0001S_raw,115,45,0
G0002S_raw,49,25,1
G0002E_raw,79,26,0
G0003N_raw,51,25,1
G0003E_raw,46,25,0
G0004N_raw,63,25,1
G0004S_raw,305,45,0
G0005N_raw,35,25,0
G0005S_raw,35,25,0
G0006S_raw,124,25,2
G0007N_raw,104,25,3
G0007S_raw,104,25,9
G0009W_raw,93,25,4
G0010N_raw,84,25,1
G0010S_raw,95,25,5
G0011S_raw,91,25,6
G0012S_raw,102,25,0
G0012E_raw,78,25,3
G0013W_raw,64,25,0
G0013S_raw,39,25,0
G0014N_raw,138,45,3
G0015W_raw,32,25,4
G0015E_raw,42,35,1
G0016N_raw,126,25,1
G0016S_raw,145,25,1
G0017E_raw,70,25,2
G0017S_raw,145,25,0
G0017N_raw,168,25,1
G0018E_raw,202,45,0
G0018W_raw,45,25,4
G0019S_raw,55,25,2
G0021S_raw,27,25,3
G0022N_raw,128,26,3
G0022S_raw,127,25,2
G0023N_raw,166,26,1
...38,305,45,0
