age_CE,G0001W_raw,G0001S_raw,G0002S_raw,G0002E_raw,G0003N_raw,G0003E_raw,G0004N_raw,G0004S_raw,G0005N_raw,G0005S_raw,G0006S_raw,G0007N_raw,G0007S_raw,G0009W_raw,G0010N_raw,G0010S_raw,G0011S_raw,G0012S_raw,G0012E_raw,G0013W_raw,G0013S_raw,G0014N_raw,G0015W_raw,G0015E_raw,G0016N_raw,G0016S_raw,G0017E_raw,G0017S_raw,G0017N_raw,G0018E_raw,G0018W_raw,G0019S_raw,G0021S_raw,G0022N_raw,G0022S_raw,G0023N_raw,...38,G0001W_raw_outlier_flag,G0001S_raw_outlier_flag,G0002S_raw_outlier_flag,G0002E_raw_outlier_flag,G0003N_raw_outlier_flag,G0003E_raw_outlier_flag,G0004N_raw_outlier_flag,G0004S_raw_outlier_flag,G0005N_raw_outlier_flag,G0005S_raw_outlier_flag,G0006S_raw_outlier_flag,G0007N_raw_outlier_flag,G0007S_raw_outlier_flag,G0009W_raw_outlier_flag,G0010N_raw_outlier_flag,G0010S_raw_outlier_flag,G0011S_raw_outlier_flag,G0012S_raw_outlier_flag,G0012E_raw_outlier_flag,G0013W_raw_outlier_flag,G0013S_raw_outlier_flag,G0014N_raw_outlier_flag,G0015W_raw_outlier_flag,G0015E_raw_outlier_flag,G0016N_raw_outlier_flag,G0016S_raw_outlier_flag,G0017E_raw_outlier_flag,G0017S_raw_outlier_flag,G0017N_raw_outlier_flag,G0018E_raw_outlier_flag,G0018W_raw_outlier_flag,G0019S_raw_outlier_flag,G0021S_raw_outlier_flag,G0022N_raw_outlier_flag,G0022S_raw_outlier_flag,G0023N_raw_outlier_flag,...38_outlier_flag
1770,710,1319,1597,NA,1723,1257,1756,NA,1653,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284,1261,NA,652,719,NA,NA,681,NA,NA,1183,1183,1360,1310,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1771,949,1473,1661,NA,1922,1629,2239,NA,1998,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766,1630,NA,843,937,NA,NA,732,NA,NA,1572,1639,1695,1445,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1772,830,1180,888,NA,1596,1250,1668,NA,1484,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591,1473,NA,816,790,NA,NA,603,NA,NA,1311,1361,1400,1283,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1773,1097,1639,1428,1223,2125,1782,2921,NA,1858,1243,NA,NA,NA,NA,NA,NA,NA,NA,1399,1754,1614,NA,1138,1206,NA,NA,644,NA,NA,1842,1776,2051,2000,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA
1774,1061,1575,1225,1104,1881,1611,2605,NA,1861,1186,NA,NA,NA,NA,NA,NA,NA,NA,1093,1493,1377,NA,1129,1163,NA,NA,532,NA,NA,1500,1986,1313,1354,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1775,1122,1740,878,889,1736,1378,2134,NA,1346,1189,NA,NA,NA,NA,NA,NA,NA,NA,973,1375,1150,NA,865,998,NA,NA,645,NA,NA,1566,1454,1190,975,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1776,1183,1847,1343,1200,1784,1417,2461,NA,1746,1200,NA,NA,NA,NA,NA,NA,NA,NA,1113,1728,1549,NA,902,1069,NA,NA,664,NA,NA,1685,1804,1573,1102,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1777,774,1428,1046,1073,1377,1431,2181,NA,1416,1133,NA,NA,NA,NA,NA,NA,NA,NA,1080,1435,1560,NA,967,1035,NA,NA,565,NA,NA,945,1367,1288,1089,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1778,863,1243,1194,868,1428,1411,2640,NA,1497,1228,NA,NA,NA,NA,NA,NA,NA,NA,1269,1404,1451,NA,884,894,NA,NA,587,NA,NA,996,1466,1467,1174,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1779,854,1041,874,650,955,1022,1701,NA,1153,770,NA,NA,NA,NA,1223,NA,NA,NA,1041,1121,1119,NA,773,672,NA,NA,596,NA,NA,869,1141,1013,787,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1780,807,1012,829,801,840,939,1663,NA,1020,773,NA,NA,NA,NA,1141,NA,NA,NA,1079,1075,1104,NA,703,765,NA,NA,539,NA,NA,844,1157,1128,812,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1781,841,1047,902,738,1052,1049,2035,NA,1285,763,NA,NA,NA,NA,1170,NA,NA,NA,892,1120,1040,NA,892,928,NA,NA,696,NA,NA,1004,1202,1281,1159,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1782,680,1182,990,927,1071,1133,1828,NA,1308,756,NA,NA,NA,NA,1341,NA,NA,NA,956,1271,1274,NA,725,818,NA,NA,585,NA,NA,635,991,1040,984,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1783,868,1291,937,1056,1240,1226,2256,NA,1507,669,NA,NA,NA,NA,1498,NA,NA,NA,1007,1436,1567,NA,874,959,NA,NA,592,NA,NA,1172,1254,1535,1494,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1784,613,1469,835,951,1228,1310,2007,NA,1574,686,NA,NA,NA,NA,1526,NA,NA,NA,998,1215,924,NA,870,810,NA,NA,510,NA,NA,1167,1133,1464,1601,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1785,568,1150,766,907,1147,1201,1638,NA,1369,559,NA,NA,NA,NA,1400,NA,NA,NA,840,1076,860,NA,714,713,NA,NA,465,NA,NA,849,917,1118,1333,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1786,681,1265,909,1197,1430,1379,2007,NA,1552,685,NA,NA,NA,NA,1213,NA,1324,NA,1288,1423,1222,NA,986,1006,NA,NA,676,NA,NA,1099,1166,1369,1643,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1787,610,1328,771,1203,1263,1088,1635,NA,1356,564,NA,NA,NA,NA,1395,NA,1171,NA,1037,1135,1096,NA,1000,852,NA,NA,583,NA,NA,880,980,1012,1188,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1788,730,1722,860,1080,1613,1409,2092,NA,1731,646,NA,NA,NA,1626,1648,NA,1254,NA,1034,1420,1433,NA,1269,950,NA,NA,666,NA,NA,1007,1206,1242,1416,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1789,683,1208,639,829,1232,1215,1897,NA,1482,557,NA,NA,NA,1442,1609,NA,937,NA,746,1247,1256,NA,1042,799,NA,NA,595,NA,NA,986,1191,1136,1129,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1790,715,1309,577,724,935,1004,1565,NA,1113,307,NA,NA,NA,901,1437,912,368,NA,596,1100,1195,NA,1029,771,NA,NA,485,NA,NA,837,1050,1021,1048,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1791,996,1568,937,1045,1206,1498,1992,NA,1414,419,NA,NA,NA,1735,1068,1641,690,NA,750,1521,1559,NA,1118,743,NA,NA,516,NA,NA,833,1211,1233,1425,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1792,1228,1694,1071,1002,1128,1605,2027,NA,1596,599,NA,NA,NA,2050,2101,1236,1105,NA,629,1380,1445,NA,1250,981,NA,NA,729,NA,NA,1020,1464,1302,1500,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1793,1259,1919,964,743,1293,1520,1995,NA,1479,662,NA,NA,NA,1761,1318,1194,1776,NA,634,1517,1253,NA,1036,894,NA,NA,642,NA,NA,907,1381,1361,1694,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1794,1305,1896,972,586,1237,1458,2332,NA,1500,580,NA,NA,NA,1608,1395,1017,1707,NA,673,1418,992,NA,1031,921,NA,NA,728,NA,NA,920,1377,1380,1597,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1795,852,1380,770,621,1129,1267,1742,NA,1268,486,NA,NA,NA,1703,1656,1150,2211,NA,449,1215,774,NA,964,716,NA,NA,579,NA,NA,847,1170,1354,1396,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1796,1215,1703,777,931,1238,1445,1902,NA,1444,638,NA,NA,NA,1194,1277,1302,1474,NA,378,1689,1029,NA,1095,825,NA,NA,562,NA,NA,917,1223,1353,1433,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1797,874,1233,633,776,953,1194,1939,NA,1066,513,NA,NA,NA,2181,1458,1469,2015,1034,606,1296,825,NA,1000,666,NA,NA,893,NA,NA,883,972,1286,1122,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1798,931,1394,484,1029,1186,1354,2139,NA,1233,529,NA,NA,NA,2802,1259,1776,3318,1074,607,1519,1162,NA,1315,762,NA,NA,645,NA,NA,833,1237,1353,1181,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1799,903,1235,327,900,1061,1234,1672,NA,1010,487,NA,1629,1406,1843,1538,1784,2558,838,559,1242,977,NA,924,510,NA,NA,534,NA,NA,622,935,1013,1024,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1800,1128,1458,534,1368,1148,1371,2037,NA,1250,541,NA,1422,1265,1329,1315,1579,2065,865,722,1284,989,NA,1095,631,NA,NA,696,NA,NA,709,1122,1288,753,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1801,1585,1773,634,1645,1041,1436,2262,NA,1430,578,NA,1657,1154,2140,1294,1504,2104,1431,828,1120,938,NA,1521,770,NA,NA,1028,NA,NA,688,1092,1583,1389,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1802,1187,1482,629,1215,911,937,1361,NA,1122,467,NA,1920,1227,1379,1231,1243,2257,852,697,945,928,NA,1121,513,NA,NA,474,NA,NA,615,727,916,608,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1803,1462,1947,554,969,880,1166,1966,NA,1069,490,NA,1757,1176,1191,810,1392,2205,1023,953,1063,1019,NA,1271,729,NA,NA,450,NA,NA,914,1000,986,751,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1804,1201,1832,664,1054,823,1116,2554,NA,1122,533,NA,1666,1197,1404,1257,1381,2055,897,815,1234,1074,NA,1381,765,NA,NA,383,NA,NA,954,958,1074,604,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1805,1087,1714,597,997,884,1191,2416,NA,1143,536,NA,1894,1167,1729,1274,1181,2044,774,746,1147,1031,NA,1416,688,NA,NA,220,NA,NA,811,972,1089,495,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1806,710,1153,479,748,597,550,2031,NA,741,503,NA,1126,934,1493,1247,838,2281,564,562,832,802,NA,1070,774,NA,NA,305,NA,NA,583,751,839,564,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1807,575,1091,557,683,552,874,1351,NA,826,510,NA,923,1130,1024,1172,921,1818,562,441,610,607,NA,944,673,NA,NA,256,NA,NA,592,763,876,624,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1808,732,1266,712,962,647,1173,2034,NA,1054,755,NA,1092,1362,1531,1448,1440,2113,677,464,768,700,NA,1118,784,NA,NA,277,NA,NA,835,980,1157,942,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1809,540,983,409,475,431,932,1536,NA,807,527,NA,776,750,892,1113,916,1266,322,341,555,601,NA,883,617,NA,NA,223,NA,NA,527,641,865,903,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1810,895,1546,710,866,680,1105,1625,NA,907,681,NA,689,663,1201,653,685,979,439,376,583,634,NA,871,662,NA,NA,315,NA,NA,440,791,844,986,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1811,916,1822,801,1110,648,1309,1877,NA,874,660,NA,998,998,1225,948,1106,687,532,473,610,732,1425,1062,767,NA,NA,340,NA,NA,625,956,945,1195,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1812,793,1552,779,1020,557,934,1746,NA,832,573,NA,1101,859,1204,965,855,464,420,418,625,641,1386,873,697,NA,NA,308,NA,NA,526,842,826,898,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1813,711,1355,800,1069,351,643,1627,NA,723,414,NA,989,751,1298,767,832,169,507,481,916,851,1165,804,748,NA,NA,395,NA,NA,517,587,807,889,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1814,632,1192,744,1127,564,903,1339,NA,748,498,NA,1354,804,1029,736,742,54,458,554,747,840,1221,875,569,NA,NA,228,NA,NA,417,470,765,835,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1815,625,1322,680,1212,676,1162,1526,NA,822,568,NA,1308,746,1023,774,715,34,637,551,814,837,1312,1077,669,NA,NA,357,NA,NA,496,587,875,919,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1816,477,1293,916,1655,667,1204,1580,NA,841,563,NA,1041,713,984,805,694,51,714,538,1066,1050,1472,1156,642,NA,NA,335,NA,NA,400,480,926,1078,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1817,592,1262,671,1094,545,1109,1316,NA,718,405,NA,1041,656,858,810,665,333,583,495,914,1001,1185,959,607,NA,NA,288,NA,NA,385,472,837,857,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1818,610,1055,928,1145,779,1192,1311,NA,742,432,NA,714,559,1013,845,658,248,527,513,989,1360,760,873,574,NA,NA,298,NA,NA,236,437,818,800,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1819,746,891,1363,1287,986,1300,1321,NA,779,465,1438,1027,612,1011,790,706,354,680,634,865,1315,481,888,799,NA,NA,354,NA,NA,305,375,1085,758,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
