tree,n_missing_total,n_missing_1980_on,n_outliers_total
721011_raw,104,45,1
721012_raw,124,45,0
721021_raw,130,45,3
721022_raw,98,45,5
721031_raw,294,45,1
721032_raw,316,45,0
721041_raw,146,45,5
721042_raw,48,45,8
721051_raw,189,45,4
721052_raw,235,45,0
721061_raw,280,45,0
721062_raw,282,45,0
721071_raw,100,45,7
721072_raw,117,45,8
721081_raw,123,45,1
721082_raw,133,45,5
721091_raw,222,45,0
721092_raw,226,45,0
721101_raw,100,45,2
721102_raw,103,45,9
721111_raw,275,45,2
721112_raw,289,45,2
721121_raw,290,45,0
721122_raw,273,45,1
721131_raw,170,45,5
721132_raw,175,45,3
721141_raw,157,45,2
721142_raw,144,45,2
