tree,n_missing_total,n_missing_1980_on,n_outliers_total
CTR01A_raw,288,0,0
CTR01B_raw,307,0,0
CTR02A_raw,269,0,0
CTR02B_raw,269,0,1
CTR03A_raw,279,0,1
CTR03B_raw,238,0,1
CTR04A_raw,273,0,3
CTR04B_raw,343,0,0
CTR05A_raw,249,0,2
CTR05B_raw,343,0,2
CTR06A_raw,268,0,3
CTR06B_raw,315,0,1
CTR07A_raw,342,0,0
CTR07B_raw,392,0,0
CTR07C_raw,356,0,0
CTR08A_raw,353,0,0
CTR08B_raw,385,0,1
CTR08C_raw,361,0,1
CTR09A_raw,285,0,3
CTR09B_raw,319,0,4
CTR10A_raw,277,0,4
CTR10B_raw,341,0,1
CTR11A_raw,320,0,2
CTR11B_raw,335,0,1
CTR12A_raw,290,0,0
CTR12B_raw,289,0,0
CTR12C_raw,334,0,1
CTR13A_raw,306,0,1
CTR13B_raw,205,0,5
CTR14A_raw,219,0,1
CTR14B_raw,227,0,0
CTR15A_raw,359,0,1
CTR15B_raw,327,0,1
CTR16A_raw,387,0,0
CTR16B_raw,377,0,0
CTR17A_raw,244,0,2
CTR17B_raw,247,0,3
CTR18A_raw,367,0,1
CTR18B_raw,329,0,1
CTR19A_raw,225,0,4
CTR19B_raw,235,0,2
CTR20A_raw,269,0,0
CTR20B_raw,136,0,3
CTR21A_raw,16,0,1
CTR21B_raw,0,0,6
CTR22A_raw,165,0,0
CTR22B_raw,143,0,2
CTR23A_raw,252,0,2
CTR23B_raw,160,0,0
CTR24A_raw,129,0,0
CTR24B_raw,72,0,1
CTR25A_raw,285,0,0
CTR25B_raw,200,0,0
CTR26A_raw,205,0,2
CTR26B_raw,225,0,1
CTR27A_raw,237,0,2
CTR27B_raw,161,0,2
CTR28A_raw,338,0,3
CTR28B_raw,309,0,1
CTR29A_raw,156,0,1
CTR29B_raw,342,0,4
CTR30A_raw,404,0,2
CTR30B_raw,369,0,0
CTR30C_raw,331,0,0
