age_CE,SWAU0010_raw,SWAU0020_raw,SWAU0030_raw,SWAU0040_raw,SWAU0050_raw,SWAU0060_raw,SWAU0070_raw,SWAU0080_raw,SWAU0090_raw,SWAU0100_raw,SWAU0110_raw,SWAU0120_raw,SWAU0130_raw,SWAU0140_raw,SWAU0150_raw,SWAU0160_raw,SWAUCH00_raw,SWAU0010_raw_outlier_flag,SWAU0020_raw_outlier_flag,SWAU0030_raw_outlier_flag,SWAU0040_raw_outlier_flag,SWAU0050_raw_outlier_flag,SWAU0060_raw_outlier_flag,SWAU0070_raw_outlier_flag,SWAU0080_raw_outlier_flag,SWAU0090_raw_outlier_flag,SWAU0100_raw_outlier_flag,SWAU0110_raw_outlier_flag,SWAU0120_raw_outlier_flag,SWAU0130_raw_outlier_flag,SWAU0140_raw_outlier_flag,SWAU0150_raw_outlier_flag,SWAU0160_raw_outlier_flag,SWAUCH00_raw_outlier_flag
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1830,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,0.5,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1831,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,0.41,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1832,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,0.68,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1833,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.64,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1834,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,0.59,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1835,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.4,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1836,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,0.26,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1837,NA,NA,NA,NA,NA,NA,NA,0.57,0.9,NA,NA,NA,NA,0.34,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1838,NA,NA,NA,NA,NA,NA,NA,0.49,1.27,NA,NA,NA,NA,0.53,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1839,NA,NA,NA,NA,NA,NA,NA,0.62,1.1,NA,NA,NA,NA,0.46,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1840,NA,NA,NA,NA,NA,0.85,NA,0.85,1.12,NA,NA,NA,NA,0.54,NA,NA,0.84,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1841,NA,NA,NA,NA,NA,0.63,NA,0.36,1.22,NA,NA,NA,NA,0.55,NA,NA,0.69,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1842,NA,NA,NA,NA,NA,1.03,NA,0.44,1.54,NA,NA,NA,NA,0.62,NA,NA,0.91,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1843,NA,NA,NA,NA,NA,0.59,NA,0.29,1.02,NA,NA,NA,NA,0.41,NA,NA,0.58,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1844,NA,NA,NA,NA,NA,0.94,NA,0.55,1.12,NA,NA,NA,NA,0.45,NA,NA,0.77,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1845,NA,NA,NA,NA,NA,0.61,NA,0.47,0.99,NA,NA,NA,NA,0.44,NA,NA,0.63,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1846,NA,NA,NA,NA,NA,0.3,NA,0.7,1.06,NA,NA,NA,NA,0.44,NA,NA,0.63,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1847,NA,NA,NA,NA,NA,0.41,NA,0.74,1.14,NA,NA,NA,NA,0.49,NA,NA,0.7,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1848,NA,NA,NA,NA,NA,0.48,NA,0.71,1.11,NA,NA,NA,NA,0.35,NA,NA,0.66,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1849,NA,NA,NA,NA,NA,0.53,NA,0.96,1.39,NA,NA,NA,NA,0.5,NA,NA,0.85,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1850,NA,NA,NA,NA,NA,0.63,NA,0.93,1.15,NA,NA,NA,NA,0.55,NA,NA,0.82,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1851,NA,NA,NA,NA,NA,0.67,NA,0.92,1.45,NA,NA,NA,NA,0.74,NA,NA,0.95,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1852,NA,NA,NA,NA,NA,0.58,NA,0.93,1.51,NA,NA,NA,NA,0.77,NA,NA,0.95,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1853,NA,NA,NA,NA,NA,0.92,NA,0.85,1.39,NA,NA,NA,NA,0.62,NA,NA,0.95,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1854,NA,NA,NA,NA,NA,0.78,NA,0.72,1.65,NA,NA,NA,NA,0.74,NA,NA,0.97,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1855,NA,NA,NA,NA,NA,0.96,NA,0.97,1.63,NA,NA,NA,NA,0.78,NA,NA,1.09,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1856,NA,NA,NA,NA,1.41,0.86,NA,0.94,1.6,NA,NA,NA,NA,0.89,NA,NA,1.14,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1857,NA,NA,NA,NA,1.54,0.86,NA,1,1.38,NA,NA,NA,NA,0.68,NA,NA,1.09,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1858,NA,NA,NA,NA,1.65,0.8,NA,0.95,1.26,NA,NA,NA,NA,0.65,NA,NA,1.06,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1859,NA,NA,NA,NA,1.42,1,NA,1.07,1.32,NA,NA,NA,NA,0.5,NA,NA,1.06,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1860,NA,NA,NA,NA,1.27,0.92,NA,1.1,1.23,NA,NA,NA,NA,0.47,NA,1.92,1.15,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1861,NA,NA,NA,NA,1.54,0.83,NA,0.99,1.26,NA,NA,NA,NA,0.5,NA,2.14,1.21,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE
1862,NA,NA,NA,NA,1.07,0.66,NA,0.95,1.44,NA,NA,NA,NA,0.68,NA,1.53,1.06,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1863,NA,NA,NA,NA,1.46,0.7,NA,0.92,0.88,NA,NA,NA,NA,0.39,NA,1.85,1.03,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1864,NA,NA,NA,NA,1.17,0.65,NA,0.77,1.34,NA,NA,NA,NA,0.51,NA,1.44,0.98,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1865,NA,NA,NA,NA,1.08,0.73,NA,0.88,0.99,NA,NA,NA,NA,0.44,NA,1.74,0.98,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1866,NA,NA,NA,NA,1.16,1,NA,0.92,1.02,NA,NA,NA,NA,0.48,NA,1.59,1.03,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1867,NA,NA,NA,NA,1.05,0.97,NA,0.81,1.12,NA,NA,NA,NA,0.42,NA,1.67,1.01,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1868,NA,NA,NA,1.64,1.27,1.01,NA,0.89,0.9,NA,0.88,NA,NA,0.33,NA,1.84,1.1,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1869,NA,NA,NA,1.28,1,0.74,NA,0.95,1.15,NA,0.96,NA,NA,0.47,NA,1.07,0.95,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1870,NA,NA,NA,1.33,1.14,0.9,NA,0.67,1.21,NA,1,NA,NA,0.43,NA,1.56,1.03,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1871,NA,NA,NA,1.27,0.9,0.81,NA,0.55,1.22,NA,0.91,NA,NA,0.37,NA,1.08,0.89,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1872,NA,NA,NA,1.54,1.11,0.69,NA,0.42,1.17,NA,0.9,NA,NA,0.36,NA,1.32,0.94,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1873,NA,NA,NA,1.49,1.28,0.75,NA,0.48,1.21,NA,0.82,NA,NA,0.43,NA,1.59,1.01,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1874,NA,NA,NA,1.17,1.2,0.62,NA,0.58,1.4,NA,0.7,NA,NA,0.39,NA,1.09,0.89,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1875,NA,NA,NA,1.05,1.27,0.61,NA,0.64,1.08,NA,0.79,NA,NA,0.33,NA,1.51,0.91,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1876,NA,NA,NA,1.17,1.45,0.55,1.01,0.86,1.01,NA,0.9,NA,NA,0.22,NA,0.98,0.91,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1877,NA,NA,NA,1.52,1.88,0.74,1.67,0.67,1.24,0.98,1.27,NA,NA,0.31,NA,1.14,1.14,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,FALSE,FALSE
1878,NA,NA,NA,1.58,1.37,0.67,1.56,0.2,1.3,0.9,1,NA,NA,0.51,NA,0.97,1.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE
1879,NA,NA,NA,1.57,1.33,0.84,1.47,0.24,1.13,1.12,0.97,0.92,NA,0.38,NA,1.32,1.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1880,NA,NA,NA,1.14,1.02,0.8,1.04,0.23,1.46,0.73,0.7,0.77,NA,0.41,NA,0.95,0.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE
1881,NA,NA,NA,0.97,0.9,0.94,0.99,0.37,1.01,0.82,0.69,0.76,NA,0.34,0.82,0.93,0.8,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1882,NA,NA,NA,0.91,0.86,0.72,0.95,0.48,1.01,0.71,0.54,0.56,NA,0.34,0.79,0.81,0.72,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1883,NA,1.49,NA,0.73,0.77,0.79,0.8,0.67,0.88,0.93,0.64,0.58,NA,0.33,0.71,0.97,0.79,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1884,NA,1.77,NA,0.78,0.87,0.89,0.78,0.46,0.99,0.94,0.65,0.65,NA,0.3,0.76,0.95,0.83,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1885,NA,2.06,NA,0.89,1.22,0.81,0.66,0.21,1.03,0.87,0.93,0.67,NA,0.25,0.81,0.81,0.86,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1886,NA,1.41,NA,0.86,0.71,0.78,0.59,0.26,0.79,0.92,0.73,0.66,NA,0.34,0.88,0.64,0.74,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1887,NA,1.3,NA,0.95,0.94,1.05,0.64,0.41,0.96,0.91,0.58,0.54,NA,0.3,0.84,0.67,0.78,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1888,NA,1.32,NA,1.02,0.83,0.7,0.53,0.54,1.04,0.72,0.47,0.45,NA,0.22,0.62,1,0.73,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1889,NA,1.36,NA,0.85,0.68,0.4,0.7,0.49,0.87,0.77,0.58,0.54,NA,0.2,0.74,0.74,0.69,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1890,NA,1.26,NA,0.84,0.67,0.45,0.52,0.27,1.1,0.59,0.62,0.57,NA,0.16,0.89,0.7,0.66,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1891,NA,1.26,NA,0.81,0.64,0.25,0.56,0.23,0.69,0.56,0.47,0.41,NA,0.1,0.6,0.43,0.54,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1892,NA,1.21,NA,0.78,0.67,0.36,0.62,0.2,0.62,0.69,0.51,0.5,NA,0.12,0.86,0.54,0.59,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1893,NA,1.18,NA,0.97,0.68,0.5,0.61,0.19,0.66,0.88,0.63,0.54,NA,0.12,0.72,0.93,0.66,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1894,NA,1.24,NA,0.92,0.85,0.4,0.68,0.29,0.49,0.73,0.57,0.53,NA,0.22,0.91,0.77,0.66,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
