tree,n_missing_total,n_missing_1980_on,n_outliers_total
MLA01B_raw,129,45,3
MLA01A_raw,84,45,4
MLA01C_raw,114,45,3
MLA01D_raw,88,45,4
MLA02A_raw,192,45,3
MLA02B_raw,144,29,4
MLA03A_raw,155,29,6
MLA03B_raw,241,29,1
MLA04A_raw,114,29,2
MLA04B_raw,123,45,2
MLA05A_raw,229,29,0
MLA05B_raw,166,29,2
MLA06A_raw,131,45,1
MLA06B_raw,79,45,11
MLA07A_raw,107,29,3
MLA07B_raw,84,36,4
MLA08C_raw,156,45,8
MLA08A_raw,179,45,5
MLA09A_raw,224,29,0
MLA09B_raw,220,29,2
MLA10A_raw,272,45,0
MLA10B_raw,214,45,2
MLA11A_raw,131,29,4
MLA11B_raw,150,45,4
MLA12A_raw,234,45,0
MLA12B_raw,221,45,1
MLA13B_raw,283,29,0
MLA14A_raw,186,45,5
MLA14B_raw,258,45,2
