tree,n_missing_total,n_missing_1980_on,n_outliers_total
STE19C_raw,484,0,3
STE19E_raw,532,0,2
STE19G_raw,513,0,7
STE19H_raw,499,0,4
STE25A_raw,731,0,1
STE25B_raw,730,0,2
STE25C_raw,579,0,3
STE27A_raw,601,0,7
STE27B_raw,578,0,2
STE35A_raw,728,0,1
STE35B_raw,615,91,3
STE53A_raw,344,75,4
STE54A_raw,922,0,0
STE54B_raw,605,0,1
STE54C_raw,434,55,4
STE57A_raw,383,43,5
STE58A_raw,370,65,4
STE59A_raw,354,231,2
STE59B_raw,512,0,3
STE60A_raw,0,242,4
STE60B_raw,177,364,3
STE60C_raw,725,0,2
STE60D_raw,729,0,2
STE61A_raw,401,20,3
STE63A_raw,697,0,3
STE65A_raw,394,60,1
STE65C_raw,391,64,6
STE66A_raw,268,164,10
STE66B_raw,263,0,7
