tree,n_missing_total,n_missing_1980_on,n_outliers_total
WHR031AA_raw,1105,41,18
WHR041AA_raw,1129,41,11
WHR051AA_raw,1006,41,7
WHR071AA_raw,688,41,19
WHR081AA_raw,997,45,10
WHR082AA_raw,298,41,19
WHR091AA_raw,1085,41,1
WHR111AA_raw,1052,41,4
WHR121AA_raw,768,45,9
WHR123AA_raw,1095,45,8
WHR141AA_raw,986,41,4
WHR152AA_raw,829,41,9
WHR155AA_raw,1457,45,1
WHR211AA_raw,1435,45,1
WHR231AA_raw,1099,39,15
WHR241AA_raw,454,39,14
WHR251AA_raw,999,39,11
WHR291AA_raw,426,39,5
WHR292AA_raw,1025,45,1
WHR293AA_raw,823,39,6
WHR294AA_raw,1613,45,0
WHR297AA_raw,1299,45,4
WHR321AA_raw,634,39,8
WHR341AA_raw,1379,45,0
WHR342AA_raw,1051,39,16
WHR343AA_raw,1224,45,5
WHR351AA_raw,447,39,22
WHR352AA_raw,788,39,17
WHR371AA_raw,1061,45,12
WHR381AA_raw,1616,45,0
WHR411AA_raw,618,39,6
WHR421AA_raw,411,39,8
WHR423AA_raw,1474,45,0
WHR432AA_raw,170,39,8
WHR451AA_raw,1149,45,4
WHR461AA_raw,1385,45,3
WHR471AA_raw,1310,45,4
