tree,n_missing_total,n_missing_1980_on,n_outliers_total
PRL011_raw,810,39,3
PRL021_raw,1088,39,2
PRL031_raw,155,45,9
PRL041_raw,95,39,4
PRL042_raw,39,39,16
PRL051_raw,369,39,11
PRL052_raw,137,39,4
PRL063_raw,189,39,18
PRL071_raw,252,39,14
PRL074_raw,1003,39,4
PRL081_raw,784,39,7
PRL091_raw,618,39,8
PRL111_raw,1060,39,1
PRL121_raw,771,39,9
PRL131_raw,1014,45,1
PRL132_raw,1109,39,3
PRL141_raw,1006,39,6
PRL151_raw,587,39,3
PRL161_raw,979,39,4
PRL173_raw,840,39,15
PRL181_raw,929,39,1
PRL192_raw,877,45,0
PRL202_raw,1519,45,0
PRL203_raw,589,39,10
PRL211_raw,39,39,11
PRL222_raw,1315,45,3
PRL223_raw,777,39,2
PRL231_raw,621,45,1
PRL241_raw,379,45,7
PRL251_raw,472,45,2
PRL271_raw,273,45,9
PRL281_raw,1048,39,1
PRL291_raw,39,39,18
PRL301_raw,1007,39,7
PRL311_raw,545,39,9
PRL322_raw,708,45,9
PRL331_raw,121,39,22
PRL332_raw,1485,45,0
PRL341_raw,1035,45,7
PRL342_raw,1244,39,3
PRL351_raw,1193,39,1
PRL362_raw,1559,45,0
PRL363_raw,257,39,10
PRL371_raw,944,39,6
