tree,n_missing_total,n_missing_1980_on,n_outliers_total
066011_raw,371,45,3
066012_raw,371,45,2
066021_raw,301,45,3
066022_raw,411,45,1
066031_raw,301,45,2
066032_raw,321,45,2
066041_raw,390,45,1
066042_raw,391,45,1
066051_raw,441,45,0
066052_raw,431,45,1
066061_raw,381,45,0
066062_raw,391,45,0
066071_raw,351,45,2
066072_raw,331,45,2
066081_raw,371,45,1
066082_raw,371,45,2
066091_raw,371,45,4
066092_raw,331,45,2
066101_raw,431,45,0
066102_raw,361,45,0
066111_raw,271,45,1
066112_raw,301,45,5
066121_raw,321,45,6
066122_raw,311,45,3
066131_raw,331,45,1
066132_raw,321,45,1
066141_raw,59,45,4
066142_raw,231,45,1
066151_raw,361,45,3
066152_raw,123,45,5
066153_raw,276,45,2
066161_raw,431,45,2
066162_raw,341,45,3
