tree,n_missing_total,n_missing_1980_on,n_outliers_total
DDF01A_raw,129,44,4
DDF01B_raw,111,44,2
DDF01C_raw,44,44,1
DDF01D_raw,46,44,8
DDF02A_raw,309,44,2
DDF02B_raw,398,44,0
DDF02C_raw,295,44,0
DDF03A_raw,193,44,6
DDF03B_raw,217,44,7
DDF04A_raw,302,45,2
DDF04B_raw,336,45,3
DDF05A_raw,206,44,7
DDF05B_raw,240,44,5
DDF06A_raw,365,44,6
DDF06B_raw,346,44,5
DDF07A_raw,382,45,4
DDF07B_raw,438,45,1
DDF08A_raw,252,44,5
DDF08B_raw,264,44,5
DDF09A_raw,301,44,6
DDF09B_raw,301,44,5
DDF10A_raw,294,45,8
DDF10B_raw,380,45,2
DDF11A_raw,263,45,11
DDF11B_raw,257,45,5
DDF12A_raw,339,45,3
DDF12B_raw,266,45,1
DDF13A_raw,351,44,2
DDF13B_raw,398,44,0
DDF14A_raw,390,44,3
DDF14B_raw,390,44,3
DDF15B_raw,470,44,0
DDF16A_raw,295,45,3
DDF16B_raw,311,45,3
DDF17A_raw,313,44,8
DDF17B_raw,276,44,7
