tree,n_missing_total,n_missing_1980_on,n_outliers_total
016011_raw,425,44,2
016012_raw,463,44,0
016021_raw,531,44,1
016022_raw,520,44,1
016031_raw,613,44,0
016032_raw,601,44,1
016041_raw,573,44,1
016042_raw,500,44,1
016051_raw,395,44,4
016052_raw,463,44,2
016061_raw,288,44,1
016062_raw,361,44,3
016071_raw,469,44,0
016072_raw,485,44,2
016081_raw,433,44,0
016082_raw,581,44,0
016091_raw,525,44,2
016092_raw,587,44,1
016101_raw,594,44,2
016102_raw,601,44,0
016111_raw,44,44,5
016112_raw,126,44,5
016121_raw,289,44,7
016122_raw,322,44,2
016131_raw,179,44,2
016132_raw,287,44,5
