tree,n_missing_total,n_missing_1980_on,n_outliers_total
RRC12B_raw,394,18,9
RRC25C_raw,408,18,0
RRC02A_raw,404,18,4
RRC23A_raw,438,18,0
RRC19A_raw,527,18,2
RRC15B_raw,204,18,10
RRC03B_raw,493,18,7
RRC09C_raw,274,18,4
RRC29B_raw,389,18,2
RRC24A_raw,423,18,5
RRC25A_raw,388,18,6
RRC11A_raw,479,18,2
RRC22D_raw,366,18,1
RRC24B_raw,461,18,4
RRC02B_raw,441,18,2
RRC09B_raw,301,18,11
RRC17A_raw,476,18,6
RRC23B_raw,429,18,5
RRC22B_raw,497,18,0
RRC26A_raw,536,18,3
RRC07B_raw,138,42,6
RRC10A_raw,462,18,7
RRC04B_raw,209,18,13
RRC17B_raw,429,18,5
RRC18B_raw,319,18,9
RRC10B_raw,413,18,3
RRC22C_raw,532,18,0
RRC16A_raw,550,18,4
RRC25B_raw,526,18,0
RRC14B_raw,358,18,13
RRC22A_raw,471,18,0
RRC12A_raw,433,18,2
RRC09A_raw,477,18,0
RRC13A_raw,322,45,11
RRC06A_raw,487,45,3
RRC13B_raw,215,18,10
RRC11B_raw,490,32,4
RRC16B_raw,543,18,2
RRC14C_raw,305,44,8
RRC01A_raw,297,18,7
RRC15A_raw,189,18,6
RRC05A_raw,432,18,1
RRC01C_raw,273,18,18
RRC05B_raw,301,18,2
RRC01B_raw,395,45,2
RRC03A_raw,468,18,6
RRC28A_raw,406,38,2
RRC18A_raw,466,45,2
RRC27Aa_raw,556,45,0
RRC27B_raw,556,45,0
RRC21B_raw,488,45,7
RRC16Ca_raw,648,45,2
RRC16Cb_raw,446,18,2
RRC07A_raw,25,25,9
RRC08A_raw,456,18,0
