"","lag","propsign","propsign_neg","propsign_pos","SiteID","clim_var","season","spline","nr_evnts","N_series","N_series_analysed","clim_var_long"
"3990",2,0.2,0.0666666666666667,0.133333333333333,"ASPOL_BRA_01","P","Wet season",20,8,39,16,"Precipitation"
"3991",0,0.375,0.25,0.125,"ASPOL_BRA_02","P","Wet season",20,8,27,17,"Precipitation"
"3992",1,0.3125,0.3125,0,"ASPOL_BRA_02","P","Wet season",20,8,27,17,"Precipitation"
"3993",2,0.375,0.375,0,"ASPOL_BRA_02","P","Wet season",20,8,27,17,"Precipitation"
"3994",0,0,0,0,"ASPYR_BRA_02","P","Wet season",20,4,12,2,"Precipitation"
"3995",1,0,0,0,"ASPYR_BRA_02","P","Wet season",20,4,12,2,"Precipitation"
"3996",2,0,0,0,"ASPYR_BRA_02","P","Wet season",20,4,12,2,"Precipitation"
"3997",0,0.884615384615385,0.884615384615385,0,"ASSUB_BRA_01","P","Wet season",20,7,67,27,"Precipitation"
"3998",1,0.307692307692308,0,0.307692307692308,"ASSUB_BRA_01","P","Wet season",20,7,67,27,"Precipitation"
"3999",2,0.153846153846154,0.0769230769230769,0.0769230769230769,"ASSUB_BRA_01","P","Wet season",20,7,67,27,"Precipitation"
"4000",0,0.19047619047619,0.142857142857143,0.0476190476190476,"ASTOM_BOL_01","P","Wet season",20,8,21,22,"Precipitation"
"4001",1,0.0952380952380952,0.0476190476190476,0.0476190476190476,"ASTOM_BOL_01","P","Wet season",20,8,21,22,"Precipitation"
"4002",2,0.142857142857143,0.142857142857143,0,"ASTOM_BOL_01","P","Wet season",20,8,21,22,"Precipitation"
"4003",0,0,0,0,"ausl037","P","Wet season",20,8,41,36,"Precipitation"
"4004",1,0.857142857142857,0,0.857142857142857,"ausl037","P","Wet season",20,8,41,36,"Precipitation"
"4005",2,0.0857142857142857,0,0.0857142857142857,"ausl037","P","Wet season",20,8,41,36,"Precipitation"
"4006",0,0.25,0,0.25,"BAPLU_ZAM_01","P","Wet season",20,4,11,5,"Precipitation"
"4007",1,0.25,0,0.25,"BAPLU_ZAM_01","P","Wet season",20,4,11,5,"Precipitation"
"4008",2,0.25,0,0.25,"BAPLU_ZAM_01","P","Wet season",20,4,11,5,"Precipitation"
"4009",0,0.285714285714286,0,0.285714285714286,"BAPLU_ZAM_02","P","Wet season",20,5,10,8,"Precipitation"
"4010",1,0.285714285714286,0,0.285714285714286,"BAPLU_ZAM_02","P","Wet season",20,5,10,8,"Precipitation"
"4011",2,0.714285714285714,0.714285714285714,0,"BAPLU_ZAM_02","P","Wet season",20,5,10,8,"Precipitation"
"4012",0,0,0,0,"BAPLU_ZAM_03","P","Wet season",20,5,8,5,"Precipitation"
"4013",1,0.5,0.5,0,"BAPLU_ZAM_03","P","Wet season",20,5,8,5,"Precipitation"
"4014",2,0.25,0.25,0,"BAPLU_ZAM_03","P","Wet season",20,5,8,5,"Precipitation"
"4015",0,0.102564102564103,0.0769230769230769,0.0256410256410256,"bol002","P","Wet season",20,7,40,40,"Precipitation"
"4016",1,0.153846153846154,0.0512820512820513,0.102564102564103,"bol002","P","Wet season",20,7,40,40,"Precipitation"
"4017",2,0.564102564102564,0.564102564102564,0,"bol002","P","Wet season",20,7,40,40,"Precipitation"
"4018",0,0.142857142857143,0.0408163265306122,0.102040816326531,"bol004","P","Wet season",20,7,49,50,"Precipitation"
"4019",1,0.122448979591837,0.0612244897959184,0.0612244897959184,"bol004","P","Wet season",20,7,49,50,"Precipitation"
"4020",2,0.448979591836735,0.448979591836735,0,"bol004","P","Wet season",20,7,49,50,"Precipitation"
"4021",0,0.909090909090909,0.909090909090909,0,"bra002","P","Wet season",20,8,91,78,"Precipitation"
"4022",1,0.337662337662338,0.324675324675325,0.012987012987013,"bra002","P","Wet season",20,8,91,78,"Precipitation"
"4023",2,0.116883116883117,0,0.116883116883117,"bra002","P","Wet season",20,8,91,78,"Precipitation"
"4024",0,0.166666666666667,0.166666666666667,0,"BRBOE_ZAM_01","P","Wet season",20,7,6,7,"Precipitation"
"4025",1,0.333333333333333,0.166666666666667,0.166666666666667,"BRBOE_ZAM_01","P","Wet season",20,7,6,7,"Precipitation"
"4026",2,0.166666666666667,0,0.166666666666667,"BRBOE_ZAM_01","P","Wet season",20,7,6,7,"Precipitation"
"4027",0,0.333333333333333,0.111111111111111,0.222222222222222,"BRBOE_ZAM_02","P","Wet season",20,7,9,10,"Precipitation"
"4028",1,0.111111111111111,0.111111111111111,0,"BRBOE_ZAM_02","P","Wet season",20,7,9,10,"Precipitation"
"4029",2,0.222222222222222,0,0.222222222222222,"BRBOE_ZAM_02","P","Wet season",20,7,9,10,"Precipitation"
"4030",0,0.139240506329114,0.0253164556962025,0.113924050632911,"BRSPI_TAN_01","P","Wet season",20,8,95,80,"Precipitation"
"4031",1,0.215189873417722,0.10126582278481,0.113924050632911,"BRSPI_TAN_01","P","Wet season",20,8,95,80,"Precipitation"
"4032",2,0.341772151898734,0.0253164556962025,0.316455696202532,"BRSPI_TAN_01","P","Wet season",20,8,95,80,"Precipitation"
"4033",0,0,0,0,"BRSPI_TAN_09","P","Wet season",20,5,9,6,"Precipitation"
"4034",1,0.4,0.2,0.2,"BRSPI_TAN_09","P","Wet season",20,5,9,6,"Precipitation"
"4035",2,0,0,0,"BRSPI_TAN_09","P","Wet season",20,5,9,6,"Precipitation"
"4036",0,0,0,0,"BRSPI_ZAM_02","P","Wet season",20,7,11,12,"Precipitation"
"4037",1,0.181818181818182,0.181818181818182,0,"BRSPI_ZAM_02","P","Wet season",20,7,11,12,"Precipitation"
"4038",2,0.272727272727273,0.181818181818182,0.0909090909090909,"BRSPI_ZAM_02","P","Wet season",20,7,11,12,"Precipitation"
"4039",0,0,0,0,"BRSPI_ZAM_03","P","Wet season",20,7,8,9,"Precipitation"
"4040",1,0.25,0,0.25,"BRSPI_ZAM_03","P","Wet season",20,7,8,9,"Precipitation"
"4041",2,0.25,0.125,0.125,"BRSPI_ZAM_03","P","Wet season",20,7,8,9,"Precipitation"
"4042",0,0.214285714285714,0.142857142857143,0.0714285714285714,"BRSPI_ZAM_04","P","Wet season",20,7,14,15,"Precipitation"
"4043",1,0.285714285714286,0.142857142857143,0.142857142857143,"BRSPI_ZAM_04","P","Wet season",20,7,14,15,"Precipitation"
"4044",2,0.285714285714286,0.0714285714285714,0.214285714285714,"BRSPI_ZAM_04","P","Wet season",20,7,14,15,"Precipitation"
"4045",0,0,0,0,"BRSPI_ZAM_05","P","Wet season",20,6,18,10,"Precipitation"
"4046",1,0.444444444444444,0.333333333333333,0.111111111111111,"BRSPI_ZAM_05","P","Wet season",20,6,18,10,"Precipitation"
"4047",2,0.333333333333333,0.222222222222222,0.111111111111111,"BRSPI_ZAM_05","P","Wet season",20,6,18,10,"Precipitation"
"4048",0,0.0909090909090909,0,0.0909090909090909,"BRSPI_ZAM_06","P","Wet season",20,4,16,12,"Precipitation"
"4049",1,0,0,0,"BRSPI_ZAM_06","P","Wet season",20,4,16,12,"Precipitation"
"4050",2,0.0909090909090909,0.0909090909090909,0,"BRSPI_ZAM_06","P","Wet season",20,4,16,12,"Precipitation"
"4051",0,0.111111111111111,0.0740740740740741,0.037037037037037,"BRSPI_ZAM_08","P","Wet season",20,7,29,28,"Precipitation"
"4052",1,0.37037037037037,0.259259259259259,0.111111111111111,"BRSPI_ZAM_08","P","Wet season",20,7,29,28,"Precipitation"
"4053",2,0.111111111111111,0.037037037037037,0.0740740740740741,"BRSPI_ZAM_08","P","Wet season",20,7,29,28,"Precipitation"
"4054",0,0.08,0.08,0,"bt001","P","Wet season",20,7,26,26,"Precipitation"
"4055",1,0.12,0.12,0,"bt001","P","Wet season",20,7,26,26,"Precipitation"
"4056",2,0.36,0.36,0,"bt001","P","Wet season",20,7,26,26,"Precipitation"
"4057",0,0.27906976744186,0.209302325581395,0.0697674418604651,"bt002","P","Wet season",20,7,43,44,"Precipitation"
"4058",1,0.302325581395349,0.27906976744186,0.0232558139534884,"bt002","P","Wet season",20,7,43,44,"Precipitation"
"4059",2,0.441860465116279,0.441860465116279,0,"bt002","P","Wet season",20,7,43,44,"Precipitation"
"4060",0,0.25,0.25,0,"bt003","P","Wet season",20,7,22,21,"Precipitation"
"4061",1,0.75,0.75,0,"bt003","P","Wet season",20,7,22,21,"Precipitation"
"4062",2,0.45,0.45,0,"bt003","P","Wet season",20,7,22,21,"Precipitation"
"4063",0,0.125,0.125,0,"bt004","P","Wet season",20,7,20,17,"Precipitation"
"4064",1,0.125,0.0625,0.0625,"bt004","P","Wet season",20,7,20,17,"Precipitation"
"4065",2,0.0625,0,0.0625,"bt004","P","Wet season",20,7,20,17,"Precipitation"
"4066",0,0.2,0,0.2,"bt005","P","Wet season",20,7,13,11,"Precipitation"
"4067",1,0.2,0.1,0.1,"bt005","P","Wet season",20,7,13,11,"Precipitation"
"4068",2,0.1,0.1,0,"bt005","P","Wet season",20,7,13,11,"Precipitation"
"4069",0,0.142857142857143,0.142857142857143,0,"bt006","P","Wet season",20,7,17,15,"Precipitation"
"4070",1,0.142857142857143,0,0.142857142857143,"bt006","P","Wet season",20,7,17,15,"Precipitation"
"4071",2,0.142857142857143,0,0.142857142857143,"bt006","P","Wet season",20,7,17,15,"Precipitation"
"4072",0,0.0666666666666667,0.0666666666666667,0,"bt007","P","Wet season",20,7,15,16,"Precipitation"
"4073",1,0.133333333333333,0.133333333333333,0,"bt007","P","Wet season",20,7,15,16,"Precipitation"
"4074",2,0.6,0.6,0,"bt007","P","Wet season",20,7,15,16,"Precipitation"
"4075",0,0.416666666666667,0.416666666666667,0,"bt008","P","Wet season",20,7,44,37,"Precipitation"
"4076",1,0.25,0.25,0,"bt008","P","Wet season",20,7,44,37,"Precipitation"
"4077",2,0.277777777777778,0.25,0.0277777777777778,"bt008","P","Wet season",20,7,44,37,"Precipitation"
"4078",0,0.166666666666667,0,0.166666666666667,"bt009","P","Wet season",20,7,19,19,"Precipitation"
"4079",1,0.277777777777778,0.0555555555555556,0.222222222222222,"bt009","P","Wet season",20,7,19,19,"Precipitation"
"4080",2,0.5,0.5,0,"bt009","P","Wet season",20,7,19,19,"Precipitation"
"4081",0,0.214285714285714,0,0.214285714285714,"bt010","P","Wet season",20,7,17,15,"Precipitation"
"4082",1,0,0,0,"bt010","P","Wet season",20,7,17,15,"Precipitation"
"4083",2,0.214285714285714,0.214285714285714,0,"bt010","P","Wet season",20,7,17,15,"Precipitation"
"4084",0,0.111111111111111,0.111111111111111,0,"bt011","P","Wet season",20,7,13,10,"Precipitation"
"4085",1,0.444444444444444,0.444444444444444,0,"bt011","P","Wet season",20,7,13,10,"Precipitation"
"4086",2,0.222222222222222,0.222222222222222,0,"bt011","P","Wet season",20,7,13,10,"Precipitation"
"4087",0,0.4,0.4,0,"bt012","P","Wet season",20,7,37,36,"Precipitation"
"4088",1,0.0571428571428571,0.0285714285714286,0.0285714285714286,"bt012","P","Wet season",20,7,37,36,"Precipitation"
"4089",2,0.171428571428571,0,0.171428571428571,"bt012","P","Wet season",20,7,37,36,"Precipitation"
"4090",0,0.0833333333333333,0.0833333333333333,0,"bt013","P","Wet season",20,7,12,13,"Precipitation"
"4091",1,0.166666666666667,0.166666666666667,0,"bt013","P","Wet season",20,7,12,13,"Precipitation"
"4092",2,0.0833333333333333,0,0.0833333333333333,"bt013","P","Wet season",20,7,12,13,"Precipitation"
"4093",0,0.103448275862069,0.0689655172413793,0.0344827586206897,"bt014","P","Wet season",20,7,47,30,"Precipitation"
"4094",1,0.172413793103448,0.172413793103448,0,"bt014","P","Wet season",20,7,47,30,"Precipitation"
"4095",2,0.137931034482759,0.0344827586206897,0.103448275862069,"bt014","P","Wet season",20,7,47,30,"Precipitation"
"4096",0,0.16,0,0.16,"bt015","P","Wet season",20,7,30,26,"Precipitation"
"4097",1,0.2,0,0.2,"bt015","P","Wet season",20,7,30,26,"Precipitation"
"4098",2,0.12,0,0.12,"bt015","P","Wet season",20,7,30,26,"Precipitation"
"4099",0,0.1,0.05,0.05,"bt016","P","Wet season",20,7,21,21,"Precipitation"
"4100",1,0,0,0,"bt016","P","Wet season",20,7,21,21,"Precipitation"
"4101",2,0.45,0,0.45,"bt016","P","Wet season",20,7,21,21,"Precipitation"
"4102",0,0.0434782608695652,0.0434782608695652,0,"bt017","P","Wet season",20,7,25,24,"Precipitation"
"4103",1,0.0869565217391304,0.0869565217391304,0,"bt017","P","Wet season",20,7,25,24,"Precipitation"
"4104",2,0.695652173913043,0,0.695652173913043,"bt017","P","Wet season",20,7,25,24,"Precipitation"
"4105",0,0,0,0,"bt018","P","Wet season",20,7,23,22,"Precipitation"
"4106",1,0,0,0,"bt018","P","Wet season",20,7,23,22,"Precipitation"
"4107",2,0,0,0,"bt018","P","Wet season",20,7,23,22,"Precipitation"
"4108",0,0.142857142857143,0.142857142857143,0,"bt019","P","Wet season",20,7,15,15,"Precipitation"
"4109",1,0.285714285714286,0.285714285714286,0,"bt019","P","Wet season",20,7,15,15,"Precipitation"
"4110",2,0.5,0.5,0,"bt019","P","Wet season",20,7,15,15,"Precipitation"
"4111",0,0.384615384615385,0.307692307692308,0.0769230769230769,"bt020","P","Wet season",20,7,16,14,"Precipitation"
"4112",1,0.230769230769231,0.153846153846154,0.0769230769230769,"bt020","P","Wet season",20,7,16,14,"Precipitation"
"4113",2,0.0769230769230769,0.0769230769230769,0,"bt020","P","Wet season",20,7,16,14,"Precipitation"
"4114",0,0.138461538461538,0.0153846153846154,0.123076923076923,"bt021","P","Wet season",20,8,77,66,"Precipitation"
"4115",1,0.153846153846154,0,0.153846153846154,"bt021","P","Wet season",20,8,77,66,"Precipitation"
"4116",2,0.246153846153846,0.2,0.0461538461538462,"bt021","P","Wet season",20,8,77,66,"Precipitation"
"4117",0,0.2,0.2,0,"BUAFR_NAM_01","P","Wet season",20,6,15,11,"Precipitation"
"4118",1,0.1,0,0.1,"BUAFR_NAM_01","P","Wet season",20,6,15,11,"Precipitation"
"4119",2,0.2,0.2,0,"BUAFR_NAM_01","P","Wet season",20,6,15,11,"Precipitation"
"4120",0,0.0952380952380952,0.0952380952380952,0,"BUGRA_ECU_01","P","Wet season",20,8,51,43,"Precipitation"
"4121",1,0.0476190476190476,0.0476190476190476,0,"BUGRA_ECU_01","P","Wet season",20,8,51,43,"Precipitation"
"4122",2,0.142857142857143,0.119047619047619,0.0238095238095238,"BUGRA_ECU_01","P","Wet season",20,8,51,43,"Precipitation"
"4123",0,0.428571428571429,0.428571428571429,0,"CAODO_COL_01","P","Wet season",20,5,45,8,"Precipitation"
"4124",1,0.285714285714286,0,0.285714285714286,"CAODO_COL_01","P","Wet season",20,5,45,8,"Precipitation"
"4125",2,0.571428571428571,0,0.571428571428571,"CAODO_COL_01","P","Wet season",20,5,45,8,"Precipitation"
"4126",0,0.0967741935483871,0.0967741935483871,0,"CAPLU_BOL_01","P","Wet season",20,8,31,32,"Precipitation"
"4127",1,0.0645161290322581,0,0.0645161290322581,"CAPLU_BOL_01","P","Wet season",20,8,31,32,"Precipitation"
"4128",2,0.32258064516129,0,0.32258064516129,"CAPLU_BOL_01","P","Wet season",20,8,31,32,"Precipitation"
"4129",0,0,0,0,"CAPYR_COL_01","P","Wet season",20,8,32,33,"Precipitation"
"4130",1,0.21875,0,0.21875,"CAPYR_COL_01","P","Wet season",20,8,32,33,"Precipitation"
"4131",2,0.15625,0.125,0.03125,"CAPYR_COL_01","P","Wet season",20,8,32,33,"Precipitation"
"4132",0,0.19047619047619,0.19047619047619,0,"CEANG_ARG_01","P","Wet season",20,7,24,22,"Precipitation"
"4133",1,0.19047619047619,0.19047619047619,0,"CEANG_ARG_01","P","Wet season",20,7,24,22,"Precipitation"
"4134",2,0.19047619047619,0,0.19047619047619,"CEANG_ARG_01","P","Wet season",20,7,24,22,"Precipitation"
"4135",0,0.173913043478261,0.130434782608696,0.0434782608695652,"CEANG_ARG_02","P","Wet season",20,7,32,24,"Precipitation"
"4136",1,0.0434782608695652,0.0434782608695652,0,"CEANG_ARG_02","P","Wet season",20,7,32,24,"Precipitation"
"4137",2,0.130434782608696,0,0.130434782608696,"CEANG_ARG_02","P","Wet season",20,7,32,24,"Precipitation"
"4138",0,0.181818181818182,0.181818181818182,0,"CEANG_ARG_03","P","Wet season",20,6,24,23,"Precipitation"
"4139",1,0.0454545454545455,0,0.0454545454545455,"CEANG_ARG_03","P","Wet season",20,6,24,23,"Precipitation"
"4140",2,0.0909090909090909,0,0.0909090909090909,"CEANG_ARG_03","P","Wet season",20,6,24,23,"Precipitation"
"4141",0,0.272727272727273,0.0454545454545455,0.227272727272727,"CEANG_ARG_04","P","Wet season",20,5,24,23,"Precipitation"
"4142",1,0.227272727272727,0.0909090909090909,0.136363636363636,"CEANG_ARG_04","P","Wet season",20,5,24,23,"Precipitation"
"4143",2,0.0454545454545455,0,0.0454545454545455,"CEANG_ARG_04","P","Wet season",20,5,24,23,"Precipitation"
"4144",0,0.0454545454545455,0.0454545454545455,0,"CECAT_BOL_01","P","Wet season",20,7,22,23,"Precipitation"
"4145",1,0.0909090909090909,0,0.0909090909090909,"CECAT_BOL_01","P","Wet season",20,7,22,23,"Precipitation"
"4146",2,0.136363636363636,0.0454545454545455,0.0909090909090909,"CECAT_BOL_01","P","Wet season",20,7,22,23,"Precipitation"
"4147",0,0.0714285714285714,0,0.0714285714285714,"CEFIS_BRA_01","P","Wet season",20,7,16,15,"Precipitation"
"4148",1,0.142857142857143,0,0.142857142857143,"CEFIS_BRA_01","P","Wet season",20,7,16,15,"Precipitation"
"4149",2,0.0714285714285714,0.0714285714285714,0,"CEFIS_BRA_01","P","Wet season",20,7,16,15,"Precipitation"
"4150",0,0.210526315789474,0.210526315789474,0,"CEFIS_BRA_02","P","Wet season",20,7,21,20,"Precipitation"
"4151",1,0.0526315789473684,0.0526315789473684,0,"CEFIS_BRA_02","P","Wet season",20,7,21,20,"Precipitation"
"4152",2,0.263157894736842,0.0526315789473684,0.210526315789474,"CEFIS_BRA_02","P","Wet season",20,7,21,20,"Precipitation"
"4153",0,0.333333333333333,0.333333333333333,0,"CEFIS_BRA_03","P","Wet season",20,7,10,10,"Precipitation"
"4154",1,0,0,0,"CEFIS_BRA_03","P","Wet season",20,7,10,10,"Precipitation"
"4155",2,0,0,0,"CEFIS_BRA_03","P","Wet season",20,7,10,10,"Precipitation"
"4156",0,0.358490566037736,0.0377358490566038,0.320754716981132,"CEFIS_BRA_05","P","Wet season",20,8,62,54,"Precipitation"
"4157",1,0.490566037735849,0.0188679245283019,0.471698113207547,"CEFIS_BRA_05","P","Wet season",20,8,62,54,"Precipitation"
"4158",2,0.320754716981132,0.0754716981132075,0.245283018867925,"CEFIS_BRA_05","P","Wet season",20,8,62,54,"Precipitation"
"4159",0,0.266666666666667,0.233333333333333,0.0333333333333333,"CEFIS_BRA_06","P","Wet season",20,8,35,31,"Precipitation"
"4160",1,0.266666666666667,0.1,0.166666666666667,"CEFIS_BRA_06","P","Wet season",20,8,35,31,"Precipitation"
"4161",2,0.266666666666667,0.133333333333333,0.133333333333333,"CEFIS_BRA_06","P","Wet season",20,8,35,31,"Precipitation"
"4162",0,0.115384615384615,0.115384615384615,0,"CEMIC_BOL_01","P","Wet season",20,7,26,27,"Precipitation"
"4163",1,0.0769230769230769,0.0769230769230769,0,"CEMIC_BOL_01","P","Wet season",20,7,26,27,"Precipitation"
"4164",2,0.269230769230769,0.153846153846154,0.115384615384615,"CEMIC_BOL_01","P","Wet season",20,7,26,27,"Precipitation"
"4165",0,0.163265306122449,0.0408163265306122,0.122448979591837,"CEMIC_BOL_02","P","Wet season",20,7,49,50,"Precipitation"
"4166",1,0.0816326530612245,0.0612244897959184,0.0204081632653061,"CEMIC_BOL_02","P","Wet season",20,7,49,50,"Precipitation"
"4167",2,0.428571428571429,0.428571428571429,0,"CEMIC_BOL_02","P","Wet season",20,7,49,50,"Precipitation"
"4168",0,0,0,0,"CEMIC_BOL_03","P","Wet season",20,7,38,39,"Precipitation"
"4169",1,0.0263157894736842,0,0.0263157894736842,"CEMIC_BOL_03","P","Wet season",20,7,38,39,"Precipitation"
"4170",2,0.105263157894737,0.0789473684210526,0.0263157894736842,"CEMIC_BOL_03","P","Wet season",20,7,38,39,"Precipitation"
"4171",0,0.346153846153846,0,0.346153846153846,"CEMIC_BOL_04","P","Wet season",20,8,26,27,"Precipitation"
"4172",1,0.0384615384615385,0,0.0384615384615385,"CEMIC_BOL_04","P","Wet season",20,8,26,27,"Precipitation"
"4173",2,0.0384615384615385,0.0384615384615385,0,"CEMIC_BOL_04","P","Wet season",20,8,26,27,"Precipitation"
"4174",0,0.352941176470588,0.235294117647059,0.117647058823529,"CEMIC_BOL_05","P","Wet season",20,7,22,18,"Precipitation"
"4175",1,0.117647058823529,0.0588235294117647,0.0588235294117647,"CEMIC_BOL_05","P","Wet season",20,7,22,18,"Precipitation"
"4176",2,0.0588235294117647,0.0588235294117647,0,"CEMIC_BOL_05","P","Wet season",20,7,22,18,"Precipitation"
"4177",0,0.0833333333333333,0,0.0833333333333333,"CEMIC_BOL_06","P","Wet season",20,7,36,37,"Precipitation"
"4178",1,0.194444444444444,0.194444444444444,0,"CEMIC_BOL_06","P","Wet season",20,7,36,37,"Precipitation"
"4179",2,0.0833333333333333,0.0277777777777778,0.0555555555555556,"CEMIC_BOL_06","P","Wet season",20,7,36,37,"Precipitation"
"4180",0,0.0434782608695652,0.0434782608695652,0,"CEMIC_BOL_07","P","Wet season",20,7,23,24,"Precipitation"
"4181",1,0.130434782608696,0,0.130434782608696,"CEMIC_BOL_07","P","Wet season",20,7,23,24,"Precipitation"
"4182",2,0.0434782608695652,0.0434782608695652,0,"CEMIC_BOL_07","P","Wet season",20,7,23,24,"Precipitation"
"4183",0,0.0714285714285714,0.0238095238095238,0.0476190476190476,"CEMIC_BOL_08","P","Wet season",20,8,42,43,"Precipitation"
"4184",1,0.0476190476190476,0,0.0476190476190476,"CEMIC_BOL_08","P","Wet season",20,8,42,43,"Precipitation"
"4185",2,0.0952380952380952,0.0238095238095238,0.0714285714285714,"CEMIC_BOL_08","P","Wet season",20,8,42,43,"Precipitation"
"4186",0,0,0,0,"CEMON_ECU_01","P","Wet season",20,6,40,3,"Precipitation"
"4187",1,0,0,0,"CEMON_ECU_01","P","Wet season",20,6,40,3,"Precipitation"
"4188",2,0.5,0.5,0,"CEMON_ECU_01","P","Wet season",20,6,40,3,"Precipitation"
"4189",0,0.153846153846154,0.153846153846154,0,"CENEB_PER_01","P","Wet season",20,8,22,14,"Precipitation"
"4190",1,0.384615384615385,0.0769230769230769,0.307692307692308,"CENEB_PER_01","P","Wet season",20,8,22,14,"Precipitation"
"4191",2,0.538461538461538,0.153846153846154,0.384615384615385,"CENEB_PER_01","P","Wet season",20,8,22,14,"Precipitation"
"4192",0,0.133333333333333,0.116666666666667,0.0166666666666667,"CEODO_BOL_01","P","Wet season",20,7,63,61,"Precipitation"
"4193",1,0.116666666666667,0.0666666666666667,0.05,"CEODO_BOL_01","P","Wet season",20,7,63,61,"Precipitation"
"4194",2,0.133333333333333,0.133333333333333,0,"CEODO_BOL_01","P","Wet season",20,7,63,61,"Precipitation"
"4195",0,0.2,0,0.2,"CEODO_BRA_01","P","Wet season",20,6,19,11,"Precipitation"
"4196",1,0.3,0.1,0.2,"CEODO_BRA_01","P","Wet season",20,6,19,11,"Precipitation"
"4197",2,0.5,0.5,0,"CEODO_BRA_01","P","Wet season",20,6,19,11,"Precipitation"
"4198",0,0.521739130434783,0.521739130434783,0,"CEODO_BRA_02","P","Wet season",20,7,29,24,"Precipitation"
"4199",1,0.173913043478261,0.0869565217391304,0.0869565217391304,"CEODO_BRA_02","P","Wet season",20,7,29,24,"Precipitation"
"4200",2,0.0434782608695652,0.0434782608695652,0,"CEODO_BRA_02","P","Wet season",20,7,29,24,"Precipitation"
"4201",0,0.5,0.166666666666667,0.333333333333333,"CEODO_BRA_03","P","Wet season",20,8,24,13,"Precipitation"
"4202",1,0.416666666666667,0,0.416666666666667,"CEODO_BRA_03","P","Wet season",20,8,24,13,"Precipitation"
"4203",2,0.333333333333333,0.0833333333333333,0.25,"CEODO_BRA_03","P","Wet season",20,8,24,13,"Precipitation"
"4204",0,0.0816326530612245,0.0816326530612245,0,"CEODO_BRA_06","P","Wet season",20,7,51,50,"Precipitation"
"4205",1,0.0612244897959184,0.0204081632653061,0.0408163265306122,"CEODO_BRA_06","P","Wet season",20,7,51,50,"Precipitation"
"4206",2,0.142857142857143,0.0204081632653061,0.122448979591837,"CEODO_BRA_06","P","Wet season",20,7,51,50,"Precipitation"
"4207",0,0.259259259259259,0.166666666666667,0.0925925925925926,"CEODO_BRA_07","P","Wet season",20,8,56,55,"Precipitation"
"4208",1,0.0740740740740741,0,0.0740740740740741,"CEODO_BRA_07","P","Wet season",20,8,56,55,"Precipitation"
"4209",2,0.166666666666667,0,0.166666666666667,"CEODO_BRA_07","P","Wet season",20,8,56,55,"Precipitation"
"4210",0,0.14,0.08,0.06,"CEODO_BRA_10","P","Wet season",20,9,58,51,"Precipitation"
"4211",1,0.12,0.06,0.06,"CEODO_BRA_10","P","Wet season",20,9,58,51,"Precipitation"
"4212",2,0.28,0,0.28,"CEODO_BRA_10","P","Wet season",20,9,58,51,"Precipitation"
"4213",0,0.566666666666667,0.566666666666667,0,"CEODO_BRA_11","P","Wet season",20,6,31,31,"Precipitation"
"4214",1,0.366666666666667,0.366666666666667,0,"CEODO_BRA_11","P","Wet season",20,6,31,31,"Precipitation"
"4215",2,0.266666666666667,0,0.266666666666667,"CEODO_BRA_11","P","Wet season",20,6,31,31,"Precipitation"
"4216",0,0.0714285714285714,0.0714285714285714,0,"CEODO_PER_05","P","Wet season",20,8,47,43,"Precipitation"
"4217",1,0.0952380952380952,0.0952380952380952,0,"CEODO_PER_05","P","Wet season",20,8,47,43,"Precipitation"
"4218",2,0.0714285714285714,0.0476190476190476,0.0238095238095238,"CEODO_PER_05","P","Wet season",20,8,47,43,"Precipitation"
"4219",0,0.190909090909091,0.0818181818181818,0.109090909090909,"CEODO_PER_09","P","Wet season",20,8,122,111,"Precipitation"
"4220",1,0.109090909090909,0.0636363636363636,0.0454545454545455,"CEODO_PER_09","P","Wet season",20,8,122,111,"Precipitation"
"4221",2,0.1,0.0454545454545455,0.0545454545454545,"CEODO_PER_09","P","Wet season",20,8,122,111,"Precipitation"
"4222",0,0.743589743589744,0.717948717948718,0.0256410256410256,"CESAL_MEX_01","P","Wet season",20,7,39,40,"Precipitation"
"4223",1,0.0769230769230769,0.0512820512820513,0.0256410256410256,"CESAL_MEX_01","P","Wet season",20,7,39,40,"Precipitation"
"4224",2,0.333333333333333,0.0256410256410256,0.307692307692308,"CESAL_MEX_01","P","Wet season",20,7,39,40,"Precipitation"
"4225",0,0.287234042553192,0.265957446808511,0.0212765957446809,"CHAXI_THA_01","P","Wet season",20,8,100,95,"Precipitation"
"4226",1,0.265957446808511,0.0319148936170213,0.234042553191489,"CHAXI_THA_01","P","Wet season",20,8,100,95,"Precipitation"
"4227",2,0.202127659574468,0.191489361702128,0.0106382978723404,"CHAXI_THA_01","P","Wet season",20,8,100,95,"Precipitation"
"4228",0,0.3,0.2,0.1,"chin017","P","Wet season",20,7,43,31,"Precipitation"
"4229",1,0.133333333333333,0.0666666666666667,0.0666666666666667,"chin017","P","Wet season",20,7,43,31,"Precipitation"
"4230",2,0.233333333333333,0,0.233333333333333,"chin017","P","Wet season",20,7,43,31,"Precipitation"
"4231",0,0.206896551724138,0.155172413793103,0.0517241379310345,"chin018","P","Wet season",20,7,61,59,"Precipitation"
"4232",1,0.310344827586207,0.293103448275862,0.0172413793103448,"chin018","P","Wet season",20,7,61,59,"Precipitation"
