"","lag","se","se.unscaled","p","ci.95.lower","ci.95.upper","SiteID","clim_var","season","spline","nr_evnts","mn_rwi","sign","RWI_anomaly","clim_var_long"
"1",0,0.899170213253464,1.13608313281655,0.002,-0.720880195543217,0.565991235114481,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,1,0.156604081915293,"Climatic Water Deficit"
"2",1,0.368580341386073,1.04367288775661,0.18,-0.656066355656731,0.793962214022483,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,0,0.064193836855359,"Climatic Water Deficit"
"3",2,-0.17374054123269,0.949219509882026,0.332,-0.664351361159233,0.792896178682442,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,0,-0.0302595410192283,"Climatic Water Deficit"
"4",0,0.735365450892779,1.10784627715128,0.003,-0.856506952909094,0.559305174865018,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,1,0.141439702293413,"Climatic Water Deficit"
"5",1,0.210646558875221,1.00692219405139,0.221,-0.832632589515953,0.625728248917641,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,0,0.0405156191935203,"Climatic Water Deficit"
"6",2,0.566229375042802,1.07531475668584,0.046,-0.718668375704814,0.652056571367922,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,1,0.108908181827972,"Climatic Water Deficit"
"7",0,-0.718591557092009,0.795255671535438,0.036,-0.771608126927033,0.820967990968782,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,1,-0.184701008280935,"Climatic Water Deficit"
"8",1,0.123487659848993,1.01169695711195,0.275,-0.86419790577624,0.891253608843912,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,0,0.0317402772955787,"Climatic Water Deficit"
"9",2,0.16827353846143,1.02320836001507,0.26,-0.862525174417773,0.974155220556768,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,0,0.0432516801986963,"Climatic Water Deficit"
"10",0,0.441057842547154,1.03219001789105,0.121,-0.584071300997263,0.733989938301943,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,0,0.0580863748816214,"Climatic Water Deficit"
"11",1,-0.23188872667419,0.943564393484625,0.115,-0.505706284805259,0.831137569280303,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,0,-0.0305392495248031,"Climatic Water Deficit"
"12",2,-0.279960147702478,0.937233490111917,0.196,-0.673931726957546,0.721479463424977,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,0,-0.0368701528975117,"Climatic Water Deficit"
"13",0,0.121218374743337,1.01726677612305,0.34,-0.608274042663002,0.947283047510473,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,0.0331343612856561,"Climatic Water Deficit"
"14",1,0.0182692901133197,0.989126222585843,0.392,-0.634688945728413,0.581120035019643,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,0.00499380774844516,"Climatic Water Deficit"
"15",2,-0.304972690621551,0.90076984431367,0.19,-0.618489894661448,0.702817012396847,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,-0.083362570523728,"Climatic Water Deficit"
"16",0,-0.24800450716652,0.902840809270917,0.188,-0.61304726498878,0.804043454888771,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,-0.0566224453951126,"Climatic Water Deficit"
"17",1,-0.37500376458409,0.873845334146274,0.142,-0.72943745838973,0.819819893631501,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,-0.0856179205197558,"Climatic Water Deficit"
"18",2,-0.49080189290675,0.847407213030178,0.057,-0.627642759819369,0.764934628464965,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,-0.112056041635851,"Climatic Water Deficit"
"19",0,-0.0732050562106655,0.98147197739644,0.431,-0.665015118860124,0.770625279600606,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,-0.0112731168636614,"Climatic Water Deficit"
"20",1,0.123515317259416,1.01176567395764,0.351,-0.64140722470153,0.670356504173724,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,0.0190205796975366,"Climatic Water Deficit"
"21",2,-0.0928907279022687,0.978440508137261,0.424,-0.649014185330194,0.661993818969927,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,-0.0143045861228405,"Climatic Water Deficit"
"22",0,0.0159950628956358,0.990240870597346,0.524,-0.686917088245463,0.697184937089901,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,0.00178788696682775,"Climatic Water Deficit"
"23",1,-0.376503621625399,0.946368377745589,0.108,-0.683307846517393,0.754534331536353,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,-0.0420846058849292,"Climatic Water Deficit"
"24",2,-0.266536615194387,0.958660206721936,0.14,-0.614775580704297,0.720302347545726,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,-0.0297927769085824,"Climatic Water Deficit"
"25",0,0.586600615204283,1.06696672997372,0.023,-0.758150546091148,0.570276893753144,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,1,0.094052767211562,"Climatic Water Deficit"
"26",1,0.38467412844769,1.03459079247806,0.073,-0.841931673756389,0.521320030477539,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,0,0.0616768297159073,"Climatic Water Deficit"
"27",2,0.225658868151053,1.00909503800369,0.235,-0.745427322935827,0.671188944152846,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,0,0.0361810752415327,"Climatic Water Deficit"
"28",0,0.647940536292907,1.17186294232305,0.022,-0.764178789173439,0.609678203233981,"AMCEA_BRA_02","CWD","Dry season",20,7,0.99116837901808,1,0.180694563304973,"Climatic Water Deficit"
"29",1,-0.279925540436734,0.913104080746953,0.255,-0.691063172853611,0.637502659206118,"AMCEA_BRA_02","CWD","Dry season",20,7,0.99116837901808,0,-0.0780642982711278,"Climatic Water Deficit"
