"","lag","se","se.unscaled","p","ci.95.lower","ci.95.upper","SiteID","clim_var","season","spline","nr_evnts","mn_rwi","sign","RWI_anomaly","clim_var_long"
"1",0,-0.747612099010027,0.849271105099087,0.042,-0.853919405333848,1.14534104118304,"ABJAL_MEX_01","CWD","Dry season",20,4,0.979479050901254,1,-0.130207945802167,"Climatic Water Deficit"
"2",1,0.0329147867992578,0.985211658467829,0.427,-0.934971651995073,1.11069028074555,"ABJAL_MEX_01","CWD","Dry season",20,4,0.979479050901254,0,0.00573260756657468,"Climatic Water Deficit"
"3",2,0.981057495913368,1.150345040665,0.02,-0.947575279143485,0.929303404100282,"ABJAL_MEX_01","CWD","Dry season",20,4,0.979479050901254,1,0.170865989763743,"Climatic Water Deficit"
"4",0,-0.124559437288129,0.942448895439454,0.422,-1.0437554004945,0.852060119019759,"ACCAR_BOL_01","CWD","Dry season",20,4,0.96640657485787,0,-0.0239576794184159,"Climatic Water Deficit"
"5",1,0.514001993775527,1.06526937686953,0.157,-1.11510685225897,0.888263406927618,"ACCAR_BOL_01","CWD","Dry season",20,4,0.96640657485787,0,0.0988628020116646,"Climatic Water Deficit"
"6",2,0.00578716867815662,0.967519675036789,0.523,-1.01764456244838,0.922526095846005,"ACCAR_BOL_01","CWD","Dry season",20,4,0.96640657485787,0,0.00111310017891986,"Climatic Water Deficit"
"7",0,0.613980954478139,1.05496362202268,0.079,-0.875639997842916,0.858448374582452,"AFXYL_THA_01","CWD","Dry season",20,4,0.974103643009429,0,0.0808599790132516,"Climatic Water Deficit"
"8",1,0.341383509449257,1.01906312132582,0.279,-0.740267287548565,1.00368229224979,"AFXYL_THA_01","CWD","Dry season",20,4,0.974103643009429,0,0.0449594783163911,"Climatic Water Deficit"
"9",2,-0.696563125473282,0.88236776863683,0.062,-0.820545425385313,0.898778689307149,"AFXYL_THA_01","CWD","Dry season",20,4,0.974103643009429,0,-0.0917358743725982,"Climatic Water Deficit"
"10",0,-0.333619145078649,0.892939497028909,0.242,-0.93555290753067,1.61750583457475,"AIOCH_DEM_01","CWD","Dry season",20,3,0.984132414837398,0,-0.0911929178084887,"Climatic Water Deficit"
"11",1,-0.474591925869865,0.854405379902937,0.225,-0.913689252628012,0.670130777699801,"AIOCH_DEM_01","CWD","Dry season",20,3,0.984132414837398,0,-0.129727034934461,"Climatic Water Deficit"
"12",2,1.07915303727176,1.27911283092684,0,-0.837259824851143,0.733339300366381,"AIOCH_DEM_01","CWD","Dry season",20,3,0.984132414837398,1,0.294980416089444,"Climatic Water Deficit"
"13",0,-0.0241261425826509,0.953954962874931,0.434,-1.25683100551138,1.10862860459012,"ALACU_ARG_01","CWD","Dry season",20,3,0.95946325466603,0,-0.0055082917910988,"Climatic Water Deficit"
"14",1,-0.918278811168971,0.749809033309511,0.043,-1.04860172321848,1.16112650548533,"ALACU_ARG_01","CWD","Dry season",20,3,0.95946325466603,1,-0.209654221356519,"Climatic Water Deficit"
"15",2,-0.298641908034913,0.891279674764213,0.283,-1.1350982203932,1.13377172582322,"ALACU_ARG_01","CWD","Dry season",20,3,0.95946325466603,0,-0.0681835799018168,"Climatic Water Deficit"
"16",0,0.346781626104492,1.04614727710928,0.207,-0.931297051818391,0.948593788326026,"ALTRI_BRA_01","CWD","Dry season",20,4,0.992745094260101,0,0.0534021828491801,"Climatic Water Deficit"
"17",1,0.574060759506125,1.0811468299289,0.14,-0.965142795160637,1.08096601542003,"ALTRI_BRA_01","CWD","Dry season",20,4,0.992745094260101,0,0.0884017356687982,"Climatic Water Deficit"
"18",2,-0.165037221151306,0.967330403292054,0.381,-0.888321520144074,1.0932237944821,"ALTRI_BRA_01","CWD","Dry season",20,4,0.992745094260101,0,-0.0254146909680474,"Climatic Water Deficit"
"19",0,0.0622320592119356,0.995409123053655,0.476,-1.27605574243331,1.07329601941695,"AMCEA_BOL_01","CWD","Dry season",20,3,0.988452983630519,0,0.00695613942313589,"Climatic Water Deficit"
"20",1,-0.0432503312385892,0.983618572910349,0.449,-1.23780419080511,1.02638932351925,"AMCEA_BOL_01","CWD","Dry season",20,3,0.988452983630519,0,-0.00483441072016999,"Climatic Water Deficit"
"21",2,0.144283046521974,1.00458057125515,0.429,-1.32260316155136,1.06700888707735,"AMCEA_BOL_01","CWD","Dry season",20,3,0.988452983630519,0,0.0161275876246301,"Climatic Water Deficit"
"22",0,0.0916155840391256,0.987603172038866,0.41,-0.997972439491312,0.829831026618336,"AMCEA_BOL_03","CWD","Dry season",20,4,0.972913962762155,0,0.0146892092767111,"Climatic Water Deficit"
"23",1,-0.0741649237783481,0.961022709785956,0.483,-1.12225695072116,0.857851567668309,"AMCEA_BOL_03","CWD","Dry season",20,4,0.972913962762155,0,-0.0118912529761992,"Climatic Water Deficit"
"24",2,0.182638338325554,1.00219732979793,0.365,-1.00552979167896,0.965079510027126,"AMCEA_BOL_03","CWD","Dry season",20,4,0.972913962762155,0,0.0292833670357774,"Climatic Water Deficit"
"25",0,0.291905664924438,1.07257363720974,0.266,-1.12888768166507,1.13698600666835,"AMCEA_BRA_02","CWD","Dry season",20,3,0.99116837901808,0,0.0814052581916637,"Climatic Water Deficit"
"26",1,0.0319620715484262,1.00008180893529,0.449,-1.07670280208388,0.947413759355192,"AMCEA_BRA_02","CWD","Dry season",20,3,0.99116837901808,0,0.00891342991720834,"Climatic Water Deficit"
"27",2,0.0406271080079518,1.00249827293372,0.455,-1.19040224627482,1.10305556424523,"AMCEA_BRA_02","CWD","Dry season",20,3,0.99116837901808,0,0.0113298939156389,"Climatic Water Deficit"
