"","lag","se","se.unscaled","p","ci.95.lower","ci.95.upper","SiteID","clim_var","season","spline","nr_evnts","mn_rwi","sign","RWI_anomaly","clim_var_long"
"1",0,-0.825502550612896,0.83570530578385,0.001,-0.552206498782011,0.774009325982919,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,1,-0.143773745117404,"Climatic Water Deficit"
"2",1,-0.278810753088146,0.930919944547525,0.24,-0.677018808019083,0.799161361451621,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,0,-0.0485591063537294,"Climatic Water Deficit"
"3",2,0.531912059820567,1.07211957497563,0.023,-0.741100103721046,0.515365877914077,"ABJAL_MEX_01","CWD","Dry season",20,8,0.979479050901254,1,0.0926405240743793,"Climatic Water Deficit"
"4",0,0.257882551231774,1.01600753344058,0.105,-0.746469781305571,0.428145075821129,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,0,0.0496009585827091,"Climatic Water Deficit"
"5",1,0.275860703714706,1.01946543934557,0.146,-0.642666133411382,0.517884842796051,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,0,0.0530588644877044,"Climatic Water Deficit"
"6",2,0.327195498558618,1.02933913968219,0.206,-0.722538364190166,0.680539092573034,"ACCAR_BOL_01","CWD","Dry season",20,8,0.96640657485787,0,0.0629325648243211,"Climatic Water Deficit"
"7",0,0.197060355627287,1.03060749253097,0.275,-0.912136327121354,0.870132428983896,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,0,0.0506508127145991,"Climatic Water Deficit"
"8",1,-0.229412618415908,0.920990301050025,0.4,-0.92748211883333,0.771766602603969,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,0,-0.0589663787663486,"Climatic Water Deficit"
"9",2,0.136183521657339,1.01496019956708,0.322,-0.839928350631839,1.07010779678654,"ADDIG_BOT_01","CWD","Dry season",20,5,0.979956679816374,0,0.0350035197507038,"Climatic Water Deficit"
"10",0,0.254189068614604,1.00757979988964,0.112,-0.766437001644515,0.563869800889283,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,0,0.0334761568802158,"Climatic Water Deficit"
"11",1,0.456563459595533,1.03423207450531,0.045,-0.652426780458052,0.567044452648515,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,1,0.0601284314958777,"Climatic Water Deficit"
"12",2,0.291594930442221,1.01250607191859,0.115,-0.653875722717426,0.519959072466444,"AFXYL_THA_01","CWD","Dry season",20,8,0.974103643009429,0,0.0384024289091658,"Climatic Water Deficit"
"13",0,-0.464826720531188,0.857074643885443,0.056,-0.561634164947377,0.919729193360965,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,-0.127057770951955,"Climatic Water Deficit"
"14",1,-0.492923220267453,0.849394623631955,0.064,-0.582736909313996,0.435893357171242,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,-0.134737791205443,"Climatic Water Deficit"
"15",2,0.106651909233655,1.01328511466393,0.234,-0.574525976367902,0.401193459562224,"AIOCH_DEM_01","CWD","Dry season",20,7,0.984132414837398,0,0.0291526998265348,"Climatic Water Deficit"
"16",0,-0.0814630683136264,0.940864245357665,0.371,-0.717452459582413,0.767800157654823,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,-0.0185990093083652,"Climatic Water Deficit"
"17",1,0.0785323972206653,0.977393156118945,0.458,-0.732356119610788,0.832363404557338,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,0.0179299014529148,"Climatic Water Deficit"
"18",2,-0.124620231129879,0.931010940178293,0.241,-0.613630579879564,0.861521706847818,"ALACU_ARG_01","CWD","Dry season",20,7,0.95946325466603,0,-0.0284523144877363,"Climatic Water Deficit"
"19",0,0.537185197844359,1.07546822605173,0.053,-0.674047375956697,0.652425813747384,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,0.0827231317916294,"Climatic Water Deficit"
"20",1,-0.0645119310381875,0.982810663834953,0.37,-0.638086469179407,0.761992837917226,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,-0.00993443042514863,"Climatic Water Deficit"
"21",2,-0.11851643917008,0.974494310254356,0.369,-0.654323003606003,0.737815331672116,"ALTRI_BRA_01","CWD","Dry season",20,8,0.992745094260101,0,-0.0182507840057456,"Climatic Water Deficit"
"22",0,0.0952471345715012,0.999099463212324,0.43,-0.613478213478283,0.644382847381108,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,0.010646479581805,"Climatic Water Deficit"
"23",1,-0.241264331630964,0.961485077539878,0.171,-0.590511721018492,0.633368432756998,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,-0.026967906090641,"Climatic Water Deficit"
"24",2,0.429478935476607,1.0364590337646,0.093,-0.703664545376553,0.611537279709708,"AMCEA_BOL_01","CWD","Dry season",20,7,0.988452983630519,0,0.0480060501340809,"Climatic Water Deficit"
"25",0,0.182417678537717,1.00216195025158,0.229,-0.806160343666007,0.589580923207582,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,0,0.0292479874894208,"Climatic Water Deficit"
"26",1,-0.0944820154823799,0.957765163430008,0.338,-0.635744179541687,0.622648765092851,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,0,-0.0151487993321466,"Climatic Water Deficit"
"27",2,0.522509435229934,1.05669065341634,0.043,-0.613648341013713,0.619893909178828,"AMCEA_BOL_03","CWD","Dry season",20,8,0.972913962762155,1,0.0837766906541882,"Climatic Water Deficit"
"28",0,0.168165983292338,1.03806570556538,0.358,-0.598464317466562,0.816643408001341,"AMCEA_BRA_02","CWD","Dry season",20,7,0.99116837901808,0,0.0468973265472986,"Climatic Water Deficit"
"29",1,-0.401132867634773,0.879302360016963,0.138,-0.68768345915806,0.6105429580684,"AMCEA_BRA_02","CWD","Dry season",20,7,0.99116837901808,0,-0.111866019001118,"Climatic Water Deficit"
