tree,n_missing_total,n_missing_1980_on,n_outliers_total
IND04A_raw,337,21,2
IND12A_raw,317,21,1
IND19A_raw,463,21,0
IND20A_raw,327,44,1
IND25A_raw,378,45,1
IND27A_raw,457,21,0
IND28A_raw,425,21,2
IND33A_raw,453,24,0
IND34A_raw,427,21,0
IND35A_raw,409,21,1
IND39A_raw,443,21,2
IND41A_raw,412,27,3
IND42A_raw,438,21,1
IND44A_raw,291,21,2
IND45A_raw,339,21,1
IND46A_raw,427,21,1
IND47A_raw,452,21,1
IND47B_raw,438,21,1
IND48A_raw,420,21,0
IND49B_raw,226,21,2
IND52A_raw,403,45,1
IND52B_raw,312,45,0
IND53A_raw,323,21,1
IND55A_raw,273,21,5
IND58A_raw,384,21,2
IND59A_raw,249,21,1
IND60B_raw,252,45,1
IND61A_raw,285,45,3
IND62A_raw,191,45,4
IND62B_raw,239,44,2
IND63A_raw,245,21,3
IND64A_raw,309,45,2
IND66A_raw,383,42,3
IND70A_raw,334,45,2
IND70B_raw,330,45,0
IND70C_raw,321,45,0
IND70D_raw,314,45,0
IND73A_raw,362,31,1
IND74A_raw,360,45,1
IND74B_raw,360,45,2
IND75A_raw,315,45,4
IND76A_raw,229,45,1
IND76B_raw,402,45,0
IND76C_raw,229,45,2
IND81A_raw,366,45,3
IND82A_raw,331,45,2
IND82B_raw,343,45,1
IND83B_raw,303,45,2
IND84A_raw,328,45,2
IND84B_raw,380,45,3
