tree,n_missing_total,n_missing_1980_on,n_outliers_total
PMP01A_raw,186,12,5
PMP01B_raw,95,12,1
PMP02A_raw,321,12,4
PMP02B_raw,239,12,6
PMP03A_raw,257,12,3
PMP03B_raw,196,12,1
PMP04A_raw,213,12,2
PMP04B_raw,330,12,0
PMP05A_raw,166,12,2
PMP05B_raw,12,12,5
PMP06A_raw,123,12,9
PMP06B_raw,175,12,3
PMP07A_raw,274,12,1
PMP07B_raw,125,12,2
PMP08A_raw,218,45,1
PMP08B_raw,188,45,5
PMP09A_raw,239,12,0
PMP09B_raw,161,12,0
PMP10A_raw,139,12,2
PMP10B_raw,305,12,1
PMP11A_raw,112,15,5
PMP11B_raw,88,12,3
PMP12A_raw,232,12,3
PMP12B_raw,257,12,0
PMP13A_raw,197,12,3
PMP13B_raw,189,12,4
PMP14A_raw,181,13,4
PMP14B_raw,251,12,1
PMP15A_raw,135,12,3
PMP15B_raw,209,12,3
PMP16A_raw,272,12,1
PMP16B_raw,212,12,1
PMP17A_raw,305,12,1
PMP17B_raw,272,12,2
PMP18A_raw,266,12,2
PMP18B_raw,261,12,3
PMP19A_raw,277,12,2
PMP19B_raw,270,12,0
PMP20A_raw,275,12,1
PMP20B_raw,234,12,3
PMP21A_raw,212,12,5
PMP21B_raw,113,12,1
PMP22A_raw,183,12,2
PMP22B_raw,237,12,2
PMP23A_raw,229,12,1
PMP23B_raw,218,12,6
PMP24A_raw,214,12,7
PMP24B_raw,235,12,7
PMP25A_raw,274,12,0
PMP25B_raw,246,12,4
PMP26A_raw,176,12,2
PMP26B_raw,213,12,6
PMP27A_raw,291,12,3
PMP27B_raw,275,12,2
PMP28A_raw,184,12,2
PMP28B_raw,228,12,2
PMP29A_raw,272,12,0
PMP29B_raw,295,12,1
PMP30A_raw,215,12,1
PMP30B_raw,216,12,4
PMP31A_raw,300,12,1
PMP31B_raw,248,12,2
PMP32A_raw,240,12,3
PMP32B_raw,366,12,0
PMP33A_raw,298,12,4
PMP33B_raw,255,12,2
PMP34A_raw,136,12,1
PMP34B_raw,145,12,4
PMP35A_raw,177,12,1
PMP35B_raw,263,12,4
