tree,n_missing_total,n_missing_1980_on,n_outliers_total
SJH26A_raw,37,37,15
SJH26B_raw,67,37,21
SJH27A_raw,516,37,2
SJH27B_raw,179,37,6
SJH27C_raw,402,45,5
SJH28A_raw,169,37,7
SJH28B_raw,205,37,6
SJH29A_raw,334,38,11
SJH29B_raw,82,37,9
SJH30A_raw,69,37,11
SJH30B_raw,75,37,14
SJH31A_raw,126,37,4
SJH31B_raw,230,37,0
SJH32A_raw,70,43,18
SJH32B_raw,107,37,8
SJH33A_raw,79,37,13
SJH33B_raw,163,37,7
SJH34A_raw,102,43,11
SJH34B_raw,157,45,12
SJH35A_raw,315,37,6
SJH35B_raw,193,37,4
SJH36A_raw,69,37,7
SJH36B_raw,125,37,2
SJH37A_raw,181,37,1
SJH37B_raw,311,37,1
SJH38A_raw,100,37,6
SJH38B_raw,252,37,3
SJH39A_raw,120,45,8
SJH39B_raw,97,45,22
SJH41A_raw,95,37,10
SJH41B_raw,82,37,10
SJH42A_raw,181,37,4
SJH42B_raw,160,37,9
SJH43A_raw,98,37,10
SJH43B_raw,133,37,7
SJH44A_raw,124,37,0
SJH44B_raw,182,37,2
SJH45A_raw,206,37,6
SJH45B_raw,193,37,1
SJH46A_raw,142,37,1
SJH46B_raw,169,37,3
SJH47A_raw,63,45,16
SJH47B_raw,85,37,13
SJH48A_raw,109,37,6
SJH48B_raw,195,37,14
SJH49A_raw,261,37,10
SJH49B_raw,163,37,3
SJH50A_raw,155,37,8
SJH50B_raw,67,38,17
SJH51A_raw,78,37,18
SJH51B_raw,98,43,16
SJH52A_raw,171,37,2
SJH52B_raw,183,37,0
