tree,n_missing_total,n_missing_1980_on,n_outliers_total
011011_raw,297,44,5
011012_raw,279,44,7
011021_raw,433,44,0
011022_raw,340,44,0
011031_raw,185,44,3
011032_raw,166,44,7
011041_raw,522,44,4
011042_raw,601,44,1
011051_raw,305,44,4
011052_raw,370,44,3
011061_raw,513,44,1
011062_raw,535,44,3
011071_raw,355,44,4
011072_raw,516,44,2
011081_raw,523,44,2
011082_raw,422,44,2
011091_raw,503,44,2
011092_raw,502,44,3
011101_raw,285,44,4
011102_raw,362,44,10
011111_raw,320,44,10
011112_raw,360,44,12
011121_raw,543,44,0
011122_raw,548,44,1
011131_raw,472,44,3
011132_raw,514,44,6
011141_raw,368,44,3
011142_raw,255,44,4
011151_raw,516,44,3
011152_raw,454,44,2
011161_raw,44,44,8
011162_raw,234,44,5
