tree,n_missing_total,n_missing_1980_on,n_outliers_total
SL010_raw,355,16,4
SL011_raw,642,16,0
SL020b_raw,799,45,0
SL020a_raw,522,16,3
SL021b_raw,818,45,0
SL021a_raw,549,16,3
SL030_raw,606,16,7
SL031_raw,645,16,0
SL040_raw,642,45,3
SL041_raw,609,16,1
SL050_raw,452,34,11
SL051_raw,492,45,7
SL060_raw,608,16,2
SL061b_raw,733,45,0
SL061a_raw,667,16,2
SL070_raw,689,16,0
SL071_raw,722,16,0
SL080_raw,640,16,2
SL081_raw,629,16,4
SL090_raw,776,16,1
SL091_raw,777,16,0
SL100_raw,322,16,15
SL101_raw,278,25,16
SL110_raw,373,45,11
SL111b_raw,744,45,0
SL111a_raw,555,45,0
SL120b_raw,775,45,2
SL120a_raw,645,16,2
SL121_raw,462,24,1
SL130b_raw,537,45,2
SL130a_raw,609,16,1
SL131_raw,293,16,4
SL140a_raw,291,16,8
SL141e_raw,550,45,2
SL141d_raw,783,45,0
SL141c_raw,794,45,0
SL141b_raw,535,45,4
SL141a_raw,771,16,1
SL150_raw,294,34,8
SL151_raw,487,17,12
SL160_raw,336,16,6
SL161_raw,288,16,4
SL180_raw,688,16,0
SL181_raw,687,16,0
SL190_raw,755,16,1
SL191_raw,745,16,1
SL200_raw,228,16,2
SL201b_raw,791,45,0
SL201a_raw,464,22,1
SL210b_raw,560,45,0
SL210a_raw,741,16,0
SL211_raw,411,16,2
SL220_raw,648,16,0
SL221_raw,642,16,1
SL230_raw,158,16,9
SL231_raw,337,16,5
SL232_raw,244,16,2
SL240_raw,648,16,0
SL241_raw,640,16,1
SL250_raw,659,45,0
SL251b_raw,649,45,0
SL260_raw,699,16,0
SL261_raw,687,16,0
SL270_raw,700,16,0
SL271_raw,712,16,0
SL280_raw,557,16,0
SL281_raw,546,16,1
SLd010_raw,569,45,2
SLd011_raw,473,45,3
SLd020_raw,494,45,9
SLd021_raw,531,45,1
SLd030_raw,465,45,8
SLd031_raw,591,45,6
