tree,n_missing_total,n_missing_1980_on,n_outliers_total
BLM01A3_raw,449,34,1
BLM01B3_raw,427,34,2
BLM02A3_raw,318,34,4
BLM02B3_raw,279,34,5
BLM03A3_raw,138,34,2
BLM03B1_raw,274,45,4
BLM03B2_raw,505,34,0
BLM05A3_raw,270,34,2
BLM05B3_raw,264,34,5
BLM07A3_raw,473,34,0
BLM07B3_raw,451,34,2
BLM09A3_raw,288,34,7
BLM09B3_raw,261,34,3
BLM10A3_raw,304,34,2
BLM10B3_raw,309,34,2
BLM11A3_raw,214,45,2
BLM11B3_raw,211,45,6
BLM13A3_raw,210,34,9
BLM13B3_raw,247,34,4
BLM14A3_raw,391,34,2
BLM14B3_raw,373,42,0
