tree,n_missing_total,n_missing_1980_on,n_outliers_total
CM2A_raw,84,35,5
CM2B_raw,161,35,3
CM4A_raw,129,35,2
CM4B_raw,127,35,0
CM5A_raw,194,35,0
CM5B_raw,207,35,0
CM6A_raw,149,35,1
CM6B_raw,150,35,2
CM8A_raw,257,35,0
CM8B_raw,258,35,0
CM9A_raw,112,35,2
CM9B_raw,74,35,2
CM10A2_raw,155,35,0
CM10B_raw,126,35,1
CM11A_raw,118,35,0
CM11B_raw,35,35,3
CM12A_raw,111,35,1
CM12B_raw,72,35,1
CM14A_raw,126,35,1
CM14B_raw,136,35,1
CM16A_raw,171,35,1
CM16B_raw,135,35,2
CM17A_raw,110,35,0
CM17B_raw,90,35,4
CM18A_raw,58,35,2
CM18B3_raw,66,35,3
CM21A_raw,232,35,1
CM21B_raw,234,35,0
CM24B_raw,94,35,3
CM24C_raw,139,45,2
CM25A_raw,66,35,2
CM25B_raw,77,35,3
CM26B1_raw,151,35,2
CM26B2_raw,123,35,4
CM28A_raw,172,35,3
CM28B_raw,127,35,2
CM29A_raw,58,35,4
CM29B_raw,112,35,1
CM31A_raw,102,35,6
CM31B_raw,85,35,7
CM32A_raw,88,35,3
CM32B_raw,123,35,2
CM33A_raw,197,35,0
CM33B_raw,164,35,2
CM34A_raw,105,35,2
CM34B_raw,134,35,2
CM35A1_raw,142,35,2
CM35B1_raw,132,35,2
CM35A2_raw,116,35,2
CM35B2_raw,129,35,5
CM36A_raw,141,35,3
CM36B_raw,174,35,1
CM37A_raw,119,35,0
CM37B_raw,125,35,1
CM39A_raw,112,35,3
CM39B_raw,110,35,1
CM40A2_raw,162,35,1
CM40B_raw,166,35,1
CM41A_raw,109,35,4
CM41B_raw,115,35,3
CM42A_raw,107,35,0
CM42B_raw,120,35,0
CM43A_raw,236,35,0
CM43B_raw,238,35,2
CM44A_raw,93,35,3
CM44B_raw,119,35,0
CM50A_raw,126,35,1
CM50B_raw,113,35,0
