age_CE,ESL01A_raw,ESL01B_raw,ESL02A_raw,ESL02B_raw,ESL03A_raw,ESL03B_raw,ESL05A_raw,ESL05B_raw,ESL01A_raw_outlier_flag,ESL01B_raw_outlier_flag,ESL02A_raw_outlier_flag,ESL02B_raw_outlier_flag,ESL03A_raw_outlier_flag,ESL03B_raw_outlier_flag,ESL05A_raw_outlier_flag,ESL05B_raw_outlier_flag
1690,1.21,1.16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1691,1.35,1.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1692,1.84,1.85,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1693,1.32,1.34,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1694,1.41,1.55,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1695,1.49,1.59,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1696,1.77,1.66,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1697,2.06,1.92,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1698,1.44,1.29,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1699,1.11,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1700,1.33,1.37,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1701,1.67,1.55,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1702,1.6,1.65,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1703,1.2,1.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1704,1.27,1.18,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1705,1.51,1.45,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1706,1.27,1.21,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1707,1.22,1.22,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1708,1.33,1.38,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1709,1.73,1.57,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1710,1.84,1.78,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1711,1.58,1.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1712,1.43,1.64,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1713,1.48,1.54,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1714,2.04,1.97,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1715,2.22,2.31,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1716,1.82,1.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1717,1.5,1.38,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1718,1.9,1.83,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1719,2.07,2.09,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1720,2.19,2.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1721,2.22,2.43,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1722,2.33,2.43,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1723,2.76,2.81,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1724,2.62,2.63,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1725,2.33,2.34,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1726,2.75,2.64,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1727,2.94,2.74,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1728,2.57,2.52,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1729,2.94,2.86,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1730,2.95,2.94,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1731,2.6,2.71,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1732,2.91,2.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1733,2.94,2.76,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1734,2.22,2.19,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1735,2.14,2.12,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1736,1.68,1.64,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1737,1.93,1.62,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1738,1.84,1.72,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1739,1.36,1.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1740,1.27,1.37,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1741,0.77,0.75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1742,0.64,0.67,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1743,0.94,1.02,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1744,0.78,0.85,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1745,0.79,0.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1746,0.73,0.78,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1747,1.1,1.16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1748,1.26,1.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1749,2.02,1.99,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1750,2.47,2.75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1751,2.77,2.72,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1752,2.95,2.86,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1753,3.07,2.81,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1754,2.74,2.65,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1755,3.28,3.26,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1756,2.93,2.73,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1757,2.55,2.37,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1758,2.48,2.21,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1759,2.29,2.14,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1760,2.3,2.13,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1761,2.79,2.47,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1762,2.42,2.34,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1763,2.35,2.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1764,1.9,1.91,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1765,2.08,2.09,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1766,2.33,2.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1767,1.49,1.48,1.78,1.84,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1768,1.39,1.39,1.9,2.1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1769,0.75,0.7,1.58,1.62,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1770,0.9,0.92,2.26,2.1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1771,1.13,1.15,2.13,2.11,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1772,1.12,1.09,2.07,2.09,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1773,1.66,1.41,2.11,2.1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1774,1.32,1.18,1.64,1.7,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1775,1.52,1.49,1.97,1.94,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1776,1.31,1.32,1.62,1.59,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1777,1.36,1.38,1.16,1.34,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1778,1.55,1.5,1.76,1.92,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1779,1.71,1.92,2.41,2.63,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1780,2.08,2.24,2.68,2.72,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1781,2.29,2.52,2.98,3.28,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1782,2.17,2.31,2.93,2.92,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1783,2.24,2.53,2.48,2.47,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1784,2.76,3.16,2.51,2.56,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1785,2.99,3.23,2.16,2.27,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1786,2.61,3.09,2.46,1.97,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1787,2.23,2.39,2.38,2.28,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1788,3.51,3.53,2.65,2.7,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1789,3.52,3.44,2.32,2.45,5.83,6,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1790,3.2,3.05,2.26,2.61,5.67,5.48,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1791,3.62,3.48,2.6,2.65,5.35,5.47,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1792,3.93,3.95,2.55,2.79,5.46,5.04,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA
1793,3.65,3.74,2.91,2.7,4.87,5.59,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1794,3.5,3.46,2.56,2.51,4.4,4.66,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1795,2.67,2.54,2.71,2.58,4.95,4.71,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1796,2.52,2.3,2.03,1.98,4.71,4.85,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1797,2.07,2.25,1.75,1.74,3.77,3.77,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1798,2.92,2.71,2.15,1.91,5.12,4.92,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1799,1.85,2.07,1.59,1.46,4.2,4.93,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1800,2.13,2.04,2.21,2.07,3.98,4.43,7.55,7.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,2.75,2.6,2.51,2.55,5.03,4.86,7.11,6.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,2.26,2.43,2.29,2.14,4.23,4.8,5.71,6.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,1.8,2.38,2.1,1.93,4.69,4.87,5.58,6.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,2.62,2.79,2.38,2.37,4.1,4.48,5.23,6.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,2.42,2.38,2.55,2.76,3.48,4.07,7.62,7.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,2.27,2.73,2.19,2.48,4.06,3.55,6.76,6.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,2.51,2.75,2.25,2.58,3.3,3.5,6.28,6.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,1.94,2.32,1.98,1.93,2.54,2.86,4.87,4.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,2.01,2.39,2.24,2.22,3.56,3.51,6.1,6.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,2.15,2.42,2.1,2.18,3.34,3.23,2.83,2.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,1.9,2.07,1.86,2.02,3.67,3.39,3.23,3.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,1.82,2,1.83,1.48,3.4,3.67,2.89,2.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,2.12,2.31,1.76,1.55,3.82,3.93,2.2,2.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,2.17,2.29,2.23,2.2,3.35,3.28,3.49,3.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,1.87,2.01,1.79,1.99,2.93,3.23,3.47,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,1.88,2.2,1.78,2.14,3.64,3.96,0.64,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1817,1.73,2.01,1.83,2.08,3.08,3.29,2.46,2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,1.57,1.95,1.86,1.92,3.8,3.8,5.15,5.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,2.13,2.47,2.5,2.75,3.78,3.67,5.82,5.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,2.07,2.24,2.03,2.03,3.67,3.45,4.7,4.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,1.64,1.55,1.25,1.27,1.63,1.63,3.49,3.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,2.04,1.83,1.24,1.24,1.96,2.13,4.36,4.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,1.74,1.66,0.93,0.77,3.37,3.22,4.28,4.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,1.71,1.41,0.97,0.79,3.51,3.38,4.77,6.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,2.25,1.94,1.25,1.16,3.56,2.91,5.09,5.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,2.25,1.87,1.15,1.1,3.61,3.29,4.27,3.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,1.9,1.64,0.99,1.01,2.88,3.36,3.76,3.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,1.66,1.37,0.65,0.63,3.56,4.01,4.1,4.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,1.78,1.5,1.05,0.93,4.66,4.58,5.45,5.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,1.77,1.57,1.16,1.13,4,3.75,4.5,4.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,1.55,1.39,1.29,1.35,3.84,3.6,4.15,4.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,1.79,1.54,1.7,1.52,3.87,3.85,5.02,5.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,1.62,1.34,1.49,1.54,2.82,3.06,5.04,5.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,1.48,1.16,1.44,1.3,2.17,2.15,3.16,3.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,1.55,1.24,1.67,1.65,2.83,2.68,4.48,4.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,1.63,1.33,1.42,1.41,3.51,3.46,4.14,4.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,1.74,1.43,1.87,1.98,4.16,4.18,5.68,5.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,1.78,1.56,1.65,1.84,4.11,3.84,5.42,5.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,1.55,1.59,1.46,1.6,3.6,3.72,5.41,5.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,1.23,1.23,0.92,0.94,2.43,2.42,4.22,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,1.25,1.29,0.88,0.78,1.79,1.51,3.87,3.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,1.41,1.46,0.98,0.88,2.29,2.01,3.94,3.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,1.27,1.3,0.85,0.71,2.26,2.18,2.59,2.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,1.21,1.07,0.8,0.72,2.58,2.97,3.21,3.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,1.11,1.07,0.78,0.9,4.02,4.05,4.97,4.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,1.37,1.39,1.13,1.37,3.28,3.48,6.15,6.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.92,1.04,0.74,0.88,2,2.01,3.95,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.94,1.23,0.98,1.15,1.06,1.27,4.07,4.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.58,0.75,0.49,0.61,1.05,1.58,3.05,3.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.7,0.83,0.89,0.88,1.21,1.9,3.38,3.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.77,0.92,0.94,0.92,2.17,2.62,4.28,4.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.93,1.04,0.87,0.96,2.84,3.15,3.89,3.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.85,0.96,0.98,1.16,2.19,2.57,3.46,3.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.79,0.87,0.98,1.03,2.45,2.7,4.15,4.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,1.05,0.98,1.07,1.18,3.07,3.37,4.84,4.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.83,0.99,1.06,1.14,3.01,3.62,5.32,5.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.92,1.11,1.28,1.63,3.11,3.47,5.46,5.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,1.16,1.17,1.13,0.97,2.18,2.47,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,1.05,1.16,1.17,1.25,2.32,2.18,4.88,4.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1860,1.44,1.77,1.8,1.59,2.89,2.7,5.13,5.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1861,1.38,1.74,1.81,1.48,2.7,2.97,5.37,5.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1862,1.04,1.14,1.51,1.34,2.17,2.09,3.76,3.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1863,0.9,1.11,1.48,1.48,2.38,2.26,4.55,4.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1864,0.84,0.92,0.92,0.93,2.04,2.44,3.46,3.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,0.84,0.8,1.32,1.34,2.32,2.7,4.91,4.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1866,0.83,1.02,1.87,1.8,3.31,3.71,5.88,5.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1867,0.89,1.04,1.8,1.63,2.58,2.61,4.82,4.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1868,0.86,1.07,1.9,1.8,2.7,2.91,4.65,4.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,1.13,1.15,1.62,1.49,2.7,2.63,4.13,4.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1870,0.97,1.03,1.55,1.29,3.12,3.12,2.48,2.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1871,0.83,0.85,1.76,1.95,2.58,2.49,4.31,4.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1872,0.74,NA,1.6,1.69,2.92,2.17,5.18,5.2,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1873,0.89,NA,1.62,1.72,2.74,2.52,5.69,5.77,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,1.06,NA,1.67,1.85,2.94,2.61,5.6,5.71,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1875,0.93,NA,1.4,1.47,2.59,2.09,4.9,5,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1876,1.03,NA,1.37,1.39,2.72,2.63,6,5.87,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
