tree,n_missing_total,n_missing_1980_on,n_outliers_total
WEB01A_raw,187,44,6
WEB01B_raw,152,25,9
WEB02A_raw,348,26,3
WEB02B_raw,313,26,2
WEB03A_raw,280,26,6
WEB03B_raw,281,26,4
WEB04A_raw,299,25,4
WEB04B_raw,260,25,4
WEB05A_raw,276,25,1
WEB05B_raw,240,26,2
WEB06A_raw,446,25,0
WEB06B_raw,443,25,0
WEB07A_raw,319,25,3
WEB07B_raw,167,25,5
WEB08A_raw,274,26,3
WEB08B_raw,259,26,8
WEB09A_raw,253,25,7
WEB09B_raw,219,25,1
WEB10A_raw,478,26,0
WEB10B_raw,478,26,1
WEB11A_raw,297,25,5
WEB11B_raw,357,25,2
WEB12A_raw,108,26,9
WEB12B_raw,342,45,1
WEB12C_raw,321,25,1
WEB13A_raw,121,45,9
WEB13B_raw,401,25,4
WEB14A_raw,346,25,2
WEB14B_raw,373,25,1
WEB15B_raw,78,25,9
WEB16A_raw,106,25,9
WEB16B_raw,232,25,2
WEB17A_raw,216,25,8
WEB17B_raw,213,25,8
WEB21A_raw,82,25,8
WEB21B_raw,81,25,13
WEB22A_raw,285,25,3
WEB22B_raw,321,25,2
WEB23A_raw,58,45,12
WEB23B_raw,264,45,4
WEB24A_raw,198,25,0
WEB24B_raw,251,25,2
WEB25A_raw,185,25,7
WEB25B_raw,146,25,5
WEB26A_raw,170,25,7
WEB26B_raw,194,25,10
WEB27A_raw,199,25,4
WEB27B_raw,185,25,5
WEB28A_raw,432,25,0
WEB28B_raw,449,25,1
WEB31A_raw,227,25,5
WEB31B_raw,253,25,10
WEB32A_raw,33,25,14
WEB32B_raw,131,25,10
WEB33A_raw,208,25,7
WEB33B_raw,194,25,4
WEB34A_raw,336,25,0
WEB34B_raw,264,25,9
WEB35A_raw,319,25,3
WEB35C_raw,325,25,1
WEB36A_raw,151,25,10
WEB36B_raw,156,25,5
WEB37A_raw,215,25,7
WEB37B_raw,242,25,2
WEB38A_raw,126,45,6
WEB38B_raw,126,45,8
WEB13C_raw,410,45,0
