id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,9.2,2003,267,187,180,5.1,5.1,6.9,10.1,19.5,21.6,25.6,25.9,19.5,14.8,8.5,7.5,-0.6,-2.1,-1.3,1.2,7.1,8.2,10.5,11.7,7.3,5.3,1.3,2,2.2,1.5,2.8,5.6,13.3,14.9,18,18.8,13.4,10.1,4.9,4.8,143,153,134,206,49,66,12,23,128,112,220,288
AG05,2,46.7473436,-121.8043788,940,8.1,1746,247,175,332,3.7,3.7,5.3,8.7,17.9,20,24.2,24.3,18.2,13.6,7.2,6.3,-1.7,-3.1,-2.4,0.1,6.1,7.3,10.1,11.3,7,4.7,0.4,0.8,1,0.3,1.4,4.4,12,13.7,17.1,17.8,12.6,9.2,3.8,3.5,164,180,153,227,51,66,12,24,144,123,249,326
AV06,3,46.77629794,-121.7842335,1069,7.3,1574,237,171,547,3.1,3,4.5,7.8,16.7,18.4,22.9,22.9,16.9,12.6,6.5,5.8,-2.4,-3.7,-3,-0.4,5.6,6.8,9.8,11,6.9,4.3,-0.1,0.2,0.4,-0.4,0.8,3.7,11.1,12.6,16.4,17,11.9,8.4,3.2,3,218,238,206,301,60,71,13,28,166,149,314,437
AM16,4,46.7686046,-121.757518,1206,6.7,1423,227,165,690,2.6,2.4,3.7,7,15.8,17.4,21.9,21.8,15.8,11.7,5.8,5.3,-2.9,-4.2,-3.7,-1.1,5,6.1,9.4,10.7,6.7,3.9,-0.7,-0.3,-0.1,-0.9,0,3,10.4,11.8,15.6,16.2,11.2,7.8,2.5,2.5,224,246,217,312,61,70,13,28,171,151,322,453
AE10,5,46.76820597,-121.7432644,1455,5.7,1220,211,156,951,1.7,1.4,2.7,5.8,14.4,16,20.6,20.5,14.5,10.5,4.8,4.4,-3.7,-5,-4.7,-2.1,4.1,5.2,8.7,10.1,6.2,3.1,-1.5,-1.1,-1,-1.8,-1,1.8,9.2,10.6,14.7,15.3,10.3,6.8,1.6,1.7,237,259,233,329,63,70,14,29,173,156,338,486
PARA,6,46.77645454,-121.7323181,1620,5,1096,201,151,1165,1.1,0.7,1.9,5,13.6,15.1,19.8,19.6,13.7,9.7,4.1,3.7,-4.3,-5.6,-5.4,-2.8,3.6,4.6,8.2,9.6,5.9,2.6,-2.1,-1.6,-1.6,-2.4,-1.8,1.1,8.6,9.8,14,14.6,9.8,6.1,1,1,251,271,250,346,66,71,14,30,177,160,355,518
TA01,7,46.74125599,-121.5580695,709,8.6,1895,251,177,322,4,4.2,5.8,9.4,18.8,21.1,26.1,26,19.5,14.1,7.2,6.5,-1.6,-3,-2.2,0.4,6.5,7.7,10.3,11.2,7.2,4.7,0.6,1.1,1.2,0.6,1.8,4.9,12.7,14.4,18.2,18.6,13.3,9.4,3.9,3.8,169,186,151,191,43,45,10,21,104,114,243,389
AO03,8,46.82679491,-121.5481655,906,7.4,1630,231,163,400,2.8,2.8,4.4,7.9,17.3,19.6,24.5,24.6,17.8,12.6,6,5.4,-2.7,-4.1,-3.3,-0.7,5.4,6.7,9.6,10.6,6.3,3.9,-0.4,-0.1,0,-0.6,0.6,3.6,11.4,13.2,17,17.6,12.1,8.2,2.8,2.7,137,145,140,159,33,39,9,18,83,89,209,307
AB08,9,46.92012097,-121.5372401,1061,6.5,1442,220,157,479,1.9,1.8,3.5,7,16.2,18.3,23,23.1,16.5,11.6,5.1,4.2,-3.2,-4.8,-4,-1.4,4.8,6,9,10,5.9,3.3,-1.1,-0.7,-0.7,-1.5,-0.2,2.8,10.5,12.2,16,16.6,11.2,7.4,2,1.8,131,135,140,150,32,38,9,18,76,80,202,275
SUNR,10,46.92860325,-121.6550646,1817,4.1,966,185,143,870,0.1,-0.4,1.1,4,12.7,14.3,19,19.1,13.3,8.8,2.9,2.4,-5.1,-6.7,-6.4,-3.7,2.8,3.6,7.3,8.6,5.3,1.7,-3.1,-2.5,-2.5,-3.6,-2.7,0.1,7.8,9,13.2,13.9,9.3,5.2,-0.1,-0.1,159,175,160,191,42,49,13,22,108,92,226,324
