id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.3,1713,258,162,153,4.9,6.8,9.6,11,17.6,19,24.7,22.2,18.9,12.2,8.1,3.3,-2.6,0,1.5,2,4.5,7.2,11.1,9.4,6.5,3,0.6,-1.5,1.2,3.4,5.6,6.5,11.1,13.1,17.9,15.8,12.7,7.6,4.3,0.9,205,223,226,89,51,84,37,29,49,184,162,332
AG05,2,46.7473436,-121.8043788,940,7.2,1464,236,146,282,3.7,5.4,8.1,9.5,16.1,17.4,23.4,20.8,17.8,11.1,6.8,2,-3.6,-1.1,0.3,0.9,3.4,6.3,10.6,9,6.1,2.3,-0.3,-2.8,0.1,2.2,4.2,5.2,9.8,11.8,17,14.9,11.9,6.7,3.2,-0.4,238,264,254,99,53,85,34,31,55,208,190,377
AV06,3,46.77629794,-121.7842335,1069,6.5,1291,224,140,472,3.1,4.7,7.3,8.6,14.9,15.9,22.2,19.4,16.4,10,6.1,1.6,-4.3,-1.7,-0.3,0.3,2.9,5.8,10.3,8.7,6,1.9,-0.9,-3.5,-0.6,1.5,3.5,4.4,8.9,10.8,16.2,14,11.2,6,2.6,-0.9,320,346,345,131,62,92,36,36,65,254,239,503
AM16,4,46.7686046,-121.757518,1206,5.8,1151,212,133,608,2.5,4,6.5,7.8,13.9,14.8,21.2,18.3,15.4,9.2,5.5,1,-4.8,-2.2,-0.9,-0.4,2.3,5.1,9.9,8.4,5.8,1.5,-1.4,-4,-1.1,0.9,2.8,3.7,8.1,9.9,15.6,13.4,10.6,5.3,2,-1.5,329,360,360,137,63,91,35,36,66,261,249,523
AE10,5,46.76820597,-121.7432644,1455,4.8,958,193,122,873,1.7,3.1,5.5,6.6,12.6,13.4,19.9,17,14.1,7.9,4.5,0.1,-5.6,-3,-1.9,-1.4,1.4,4.2,9.2,7.8,5.3,0.7,-2.2,-4.8,-1.9,0.1,1.8,2.6,7,8.8,14.5,12.4,9.7,4.3,1.1,-2.4,349,380,385,144,65,91,35,37,67,270,262,561
PARA,6,46.77645454,-121.7323181,1620,4.2,849,181,116,1141,1.1,2.3,4.7,5.8,11.7,12.5,19.1,16.2,13.3,7.1,3.8,-0.6,-6.2,-3.6,-2.7,-2.1,0.9,3.5,8.7,7.3,5,0.2,-2.8,-5.3,-2.5,-0.7,1,1.8,6.3,8,13.9,11.8,9.2,3.6,0.5,-2.9,369,395,412,152,67,92,35,39,69,276,276,597
TA01,7,46.74125599,-121.5580695,709,7.7,1623,239,149,270,3.9,5.7,8.7,10.3,17.1,18.6,25.7,22.7,19.3,11.4,7,2.3,-3.5,-1.1,0.5,1.1,3.8,6.5,10.8,8.9,6.2,2.3,-0.2,-2.7,0.2,2.3,4.6,5.7,10.5,12.6,18.2,15.8,12.8,6.8,3.4,-0.2,231,270,221,84,41,59,17,24,39,199,204,445
AO03,8,46.82679491,-121.5481655,906,6.5,1356,216,131,344,2.7,4.4,7.2,8.8,15.5,17.1,24,21.4,17.5,9.9,5.8,1.3,-4.7,-2.2,-0.7,0,2.6,5.6,10.1,8.3,5.4,1.5,-1.1,-3.9,-1,1.1,3.2,4.4,9.1,11.4,17,14.8,11.4,5.7,2.3,-1.3,191,205,213,70,34,52,15,20,33,154,170,347
AB08,9,46.92012097,-121.5372401,1061,5.7,1178,202,123,427,1.7,3.4,6.3,8,14.3,15.8,22.5,19.9,16.3,9,4.8,0.3,-5.3,-2.8,-1.4,-0.7,1.9,4.8,9.5,7.7,5,1,-1.8,-4.4,-1.8,0.3,2.5,3.6,8.1,10.3,16,13.8,10.7,5,1.5,-2.1,187,186,218,65,34,51,16,19,32,139,159,305
SUNR,10,46.92860325,-121.6550646,1817,3.3,730,163,106,923,-0.1,1.3,3.9,5,10.7,11.8,18.4,15.7,12.9,6.1,2.5,-1.6,-7.2,-4.7,-3.8,-2.9,0,2.6,7.8,6.3,4.5,-0.6,-3.8,-6,-3.6,-1.7,0.1,1,5.3,7.2,13.1,11,8.7,2.8,-0.6,-3.8,235,243,267,83,45,66,27,25,48,157,170,360
AR07,11,46.77625738,-121.7479238,1483,4.6,925,190,121,974,1.5,2.8,5.2,6.4,12.4,13.1,19.6,16.7,13.9,7.7,4.3,-0.1,-5.8,-3.2,-2.2,-1.6,1.3,4,9,7.6,5.2,0.6,-2.4,-4.9,-2.1,-0.2,1.5,2.4,6.9,8.6,14.3,12.1,9.6,4.2,0.9,-2.5,363,391,405,149,67,92,35,38,69,275,270,584
AX15,12,46.75028896,-121.8246074,1105,6.7,1345,225,139,372,3.2,4.8,7.5,8.8,15.3,16.6,22.7,20.1,17.1,10.5,6.2,1.5,-4.1,-1.6,-0.3,0.3,2.9,5.8,10.2,8.6,5.8,1.9,-0.8,-3.2,-0.4,1.6,3.6,4.6,9.1,11.2,16.4,14.4,11.5,6.2,2.7,-0.9,259,282,279,106,54,85,36,32,56,217,200,411
