id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.9,1699,231,146,132,3.9,8.2,7,12.3,20.7,21.5,23.7,22.9,21.9,13,6.2,2.5,-3.4,0.6,-1.8,0.6,4.1,6.1,8.2,8.5,5.5,3.7,-0.8,-6.3,0.2,4.4,2.6,6.4,12.4,13.8,15.9,15.7,13.7,8.3,2.7,-1.9,199,249,82,57,19,54,25,38,133,229,339,157
AG05,2,46.7473436,-121.8043788,940,6.7,1458,211,133,245,2.6,6.9,5.4,10.8,19.2,19.9,22.3,21.5,20.8,11.8,4.8,1.2,-4.6,-0.5,-3,-0.5,3,5.2,7.7,8,5.2,3,-1.8,-7.6,-1,3.2,1.2,5.2,11.1,12.5,15,14.8,13,7.4,1.5,-3.2,233,292,96,63,20,57,26,39,153,250,398,171
AV06,3,46.77629794,-121.7842335,1069,6,1294,201,128,405,2,6.2,4.6,9.9,18,18.4,21.1,20.2,19.4,10.8,4.1,0.8,-5.3,-1.1,-3.6,-1.1,2.5,4.7,7.4,7.7,5.1,2.6,-2.4,-8.3,-1.6,2.5,0.5,4.4,10.2,11.5,14.2,13.9,12.2,6.7,0.8,-3.8,313,384,130,85,23,61,29,44,176,303,500,230
AM16,4,46.7686046,-121.757518,1206,5.3,1166,190,122,506,1.5,5.6,3.8,9.1,17.1,17.4,20.1,19.1,18.4,10,3.4,0.3,-5.8,-1.6,-4.3,-1.8,1.9,4,7,7.4,4.9,2.2,-2.9,-8.9,-2.1,2,-0.2,3.6,9.5,10.7,13.6,13.2,11.6,6.1,0.2,-4.3,323,397,137,88,23,62,29,43,183,307,520,234
AE10,5,46.76820597,-121.7432644,1455,4.4,987,174,112,697,0.6,4.6,2.8,7.9,15.8,16,18.8,17.8,17.1,8.7,2.4,-0.6,-6.7,-2.4,-5.3,-2.8,1.1,3.1,6.3,6.8,4.4,1.4,-3.8,-9.7,-3.1,1.1,-1.2,2.6,8.5,9.6,12.6,12.3,10.8,5,-0.7,-5.1,343,418,148,92,24,62,29,45,186,315,548,250
PARA,6,46.77645454,-121.7323181,1620,3.7,863,163,105,862,0,3.9,2.1,7.1,14.9,15.1,18,17,16.2,7.9,1.7,-1.3,-7.3,-3,-6,-3.4,0.5,2.5,5.8,6.3,4.1,0.9,-4.4,-10.2,-3.6,0.4,-2,1.8,7.7,8.8,11.9,11.7,10.1,4.4,-1.4,-5.8,363,436,158,97,25,63,30,47,190,322,576,266
TA01,7,46.74125599,-121.5580695,709,7.2,1631,214,138,241,2.7,7.6,6.2,11.6,20.4,21.1,24.5,23.6,22.1,12.4,4.8,1.6,-4.9,-0.5,-2.8,-0.3,3.5,5.6,7.9,7.9,5.4,3,-1.7,-7.7,-1.1,3.5,1.7,5.6,11.9,13.4,16.2,15.8,13.8,7.7,1.5,-3,234,298,90,50,14,44,17,31,116,214,424,183
AO03,8,46.82679491,-121.5481655,906,6,1378,194,123,289,1.4,6.2,4.9,10.1,18.7,19.6,22.8,22.2,20.2,11,3.6,0.5,-6,-1.6,-3.9,-1.4,2.4,4.6,7.3,7.3,4.6,2.2,-2.6,-8.8,-2.3,2.3,0.5,4.3,10.5,12.1,15.1,14.8,12.4,6.6,0.5,-4.2,190,230,85,44,12,37,16,25,88,167,353,153
AB08,9,46.92012097,-121.5372401,1061,5.2,1194,182,115,340,0.5,5.1,4.1,9.1,17.5,18.3,21.4,20.7,18.7,10,2.7,-0.5,-6.6,-2.2,-4.5,-2,1.8,3.8,6.6,6.7,4.1,1.6,-3.3,-9.2,-3,1.4,-0.2,3.5,9.7,11.1,14,13.7,11.4,5.8,-0.3,-4.8,183,214,86,44,12,35,18,23,76,151,327,145
SUNR,10,46.92860325,-121.6550646,1817,2.8,732,146,96,659,-1.2,2.8,1.5,6.2,13.9,14.2,17.3,16.5,15.5,7.1,0.5,-2.4,-8.2,-4.1,-7,-4.3,-0.2,1.5,4.9,5.3,3.5,0,-5.3,-10.8,-4.7,-0.6,-2.8,1,6.9,7.8,11.1,10.9,9.5,3.5,-2.4,-6.6,228,278,102,58,16,43,27,29,106,181,351,178
AR07,11,46.77625738,-121.7479238,1483,4.2,947,170,110,758,0.4,4.4,2.6,7.7,15.5,15.7,18.6,17.5,16.8,8.5,2.2,-0.8,-6.8,-2.6,-5.5,-3,0.9,2.9,6.1,6.6,4.3,1.3,-4,-9.8,-3.2,0.9,-1.4,2.4,8.2,9.3,12.4,12.1,10.6,4.9,-0.9,-5.3,357,431,155,96,25,63,29,46,190,322,564,262
AX15,12,46.75028896,-121.8246074,1105,6.2,1349,201,127,313,2.1,6.3,4.9,10.1,18.5,19.2,21.6,20.8,20.1,11.2,4.2,0.7,-5,-1,-3.6,-1.1,2.5,4.7,7.3,7.7,4.9,2.6,-2.3,-8,-1.4,2.6,0.7,4.5,10.5,11.9,14.5,14.2,12.5,6.9,1,-3.6,253,313,104,68,20,56,26,41,156,263,419,188
TB13,13,46.74041198,-121.8480313,856,7.3,1590,219,139,188,3.1,7.4,6.1,11.4,20,20.9,23.2,22.4,21.6,12.5,5.4,1.7,-4.1,-0.1,-2.5,-0.1,3.5,5.6,7.9,8.2,5.3,3.3,-1.5,-7.1,-0.5,3.7,1.8,5.7,11.8,13.2,15.6,15.3,13.5,7.9,2,-2.7,216,269,88,59,19,55,25,39,141,237,367,164
