id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.4,1679,255,155,99,7.5,7.1,10.9,11.1,14.8,17.7,22.4,26.9,21.1,12.6,8.3,4.3,0.7,-0.9,0.5,1.6,3.5,6.1,8.3,10.1,6.5,1.9,0.7,-1.4,4.1,3.1,5.7,6.3,9.2,11.9,15.3,18.5,13.8,7.2,4.5,1.4,80,259,85,172,104,198,46,17,118,192,205,313
AG05,2,46.7473436,-121.8043788,940,7.3,1416,230,137,195,6.3,5.7,9.3,9.6,13.1,16,21,25.5,19.9,11.4,7,3,-0.3,-2,-0.6,0.5,2.3,5.1,7.7,9.6,6.1,1.2,-0.3,-2.8,3,1.9,4.4,5,7.7,10.6,14.3,17.6,13,6.3,3.4,0.1,95,304,91,191,109,204,49,18,135,210,237,363
AV06,3,46.77629794,-121.7842335,1069,6.5,1243,216,131,337,5.7,5,8.5,8.8,11.9,14.5,19.7,24.1,18.5,10.3,6.3,2.5,-0.9,-2.7,-1.2,-0.1,1.7,4.5,7.4,9.3,6,0.7,-0.9,-3.5,2.4,1.1,3.6,4.4,6.8,9.5,13.6,16.7,12.2,5.5,2.7,-0.5,129,399,122,254,129,217,54,20,156,254,299,486
AM16,4,46.7686046,-121.757518,1206,5.8,1106,203,124,452,5.2,4.3,7.7,7.9,11,13.4,18.7,23,17.5,9.5,5.6,2,-1.4,-3.2,-1.9,-0.8,1.1,3.9,6.9,9,5.8,0.3,-1.4,-4,1.9,0.5,2.9,3.6,6,8.7,12.8,16,11.7,4.9,2.1,-1,133,412,125,264,132,217,54,20,161,258,309,509
AE10,5,46.76820597,-121.7432644,1455,4.9,924,183,114,676,4.3,3.3,6.7,6.7,9.7,12,17.4,21.7,16.2,8.2,4.6,1.1,-2.2,-4,-2.9,-1.8,0.3,2.9,6.2,8.4,5.3,-0.5,-2.3,-4.8,1,-0.4,1.9,2.5,5,7.4,11.8,15.1,10.8,3.8,1.1,-1.8,142,434,133,279,136,217,56,21,164,265,325,547
PARA,6,46.77645454,-121.7323181,1620,4.2,817,170,107,881,3.7,2.6,6,5.9,8.8,11.1,16.6,20.8,15.4,7.4,3.9,0.4,-2.7,-4.6,-3.6,-2.5,-0.3,2.2,5.7,7.9,5,-1,-2.9,-5.3,0.5,-1,1.2,1.7,4.2,6.7,11.2,14.4,10.2,3.2,0.5,-2.4,151,453,142,292,141,218,57,22,168,271,343,582
TA01,7,46.74125599,-121.5580695,709,7.7,1547,233,140,179,6.4,5.9,9.8,10.2,14,17.1,23,27.3,21.2,11.8,7.1,3.3,0.3,-2,-0.4,0.7,2.5,5.2,7.6,9.5,6.2,1.1,-0.3,-2.8,3.4,2,4.7,5.4,8.2,11.2,15.3,18.4,13.7,6.4,3.4,0.2,106,309,71,149,88,142,34,14,105,188,248,441
AO03,8,46.82679491,-121.5481655,906,6.5,1293,208,122,236,5.2,4.6,8.4,8.8,12.6,15.6,21.3,25.9,19.5,10.3,6.1,2.2,-0.8,-3.1,-1.6,-0.5,1.4,4.2,7,9,5.3,0.3,-1.2,-4,2.2,0.7,3.4,4.2,7,9.9,14.2,17.4,12.4,5.3,2.4,-0.9,88,240,68,128,72,118,32,12,82,146,212,343
AB08,9,46.92012097,-121.5372401,1061,5.7,1115,193,114,299,4.3,3.6,7.6,8,11.5,14.3,19.8,24.4,18.2,9.4,5.2,1.1,-1.5,-3.7,-2.3,-1.1,0.8,3.4,6.4,8.4,4.8,-0.3,-1.8,-4.6,1.4,-0.1,2.6,3.5,6.2,8.8,13.1,16.4,11.5,4.6,1.7,-1.7,87,224,71,124,72,109,33,11,73,132,203,300
SUNR,10,46.92860325,-121.6550646,1817,3.3,704,150,97,713,2.6,1.5,5.2,5.1,8,10.4,15.9,20.2,15,6.5,3,-0.8,-3.6,-5.6,-4.7,-3.4,-1.1,1.3,4.8,7,4.4,-1.9,-3.8,-6.2,-0.5,-2,0.2,0.8,3.5,5.9,10.3,13.6,9.7,2.3,-0.4,-3.5,103,289,91,163,94,141,50,14,101,153,220,351
