id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.3,1502,224,134,274,3.5,4.3,6.3,8.7,15.7,18.5,24.2,20.6,22.7,11.8,6.7,5.7,-2.5,-2.9,-2.2,-1.4,2.7,6,9.8,8.1,6.1,3.7,-0.8,-1.1,0.5,0.7,2,3.6,9.2,12.2,17,14.4,14.4,7.8,3,2.3,413,256,157,76,78,74,19,134,4,273,270,278
AG05,2,46.7473436,-121.8043788,940,6.1,1277,202,121,507,2.1,2.8,4.7,7.1,14.1,16.9,22.9,19.2,21.6,10.6,5.4,4.5,-3.7,-4.2,-3.4,-2.5,1.5,5,9.3,7.5,5.7,3.1,-1.9,-2.3,-0.8,-0.7,0.7,2.3,7.8,10.9,16.1,13.3,13.7,6.8,1.8,1.1,493,307,178,85,81,76,20,143,4,307,312,316
AV06,3,46.77629794,-121.7842335,1069,5.3,1123,190,116,822,1.5,2.1,3.9,6.3,12.9,15.4,21.7,17.8,20.2,9.5,4.7,4.1,-4.4,-4.8,-4,-3.1,0.9,4.4,9,7.3,5.6,2.6,-2.4,-3,-1.5,-1.3,-0.1,1.6,6.9,9.9,15.3,12.6,12.9,6,1.2,0.5,659,404,241,113,96,81,22,163,5,376,395,427
AM16,4,46.7686046,-121.757518,1206,4.7,999,180,111,1002,1,1.5,3.1,5.4,11.9,14.3,20.7,16.7,19.2,8.7,4,3.6,-5,-5.3,-4.7,-3.8,0.3,3.8,8.6,6.9,5.4,2.2,-3,-3.5,-2,-1.9,-0.8,0.8,6.1,9.1,14.6,11.8,12.3,5.4,0.5,0.1,687,420,253,117,97,82,23,163,5,386,408,442
AE10,5,46.76820597,-121.7432644,1455,3.7,836,164,103,1312,0.1,0.4,2.1,4.2,10.5,12.9,19.4,15.4,17.9,7.4,3,2.7,-5.8,-6.2,-5.7,-4.8,-0.5,2.8,7.9,6.3,4.9,1.4,-3.9,-4.3,-2.9,-2.9,-1.8,-0.3,5,7.8,13.6,10.8,11.4,4.4,-0.4,-0.8,731,444,272,124,100,82,23,169,5,398,429,474
PARA,6,46.77645454,-121.7323181,1620,3,748,154,97,1557,-0.5,-0.3,1.3,3.4,9.7,12,18.6,14.6,17.1,6.6,2.3,2,-6.4,-6.8,-6.4,-5.4,-1.1,2.2,7.4,5.8,4.6,0.9,-4.5,-4.8,-3.5,-3.5,-2.6,-1,4.3,7.1,13,10.2,10.9,3.8,-1.1,-1.4,772,464,291,131,104,82,24,177,5,407,451,506
TA01,7,46.74125599,-121.5580695,709,6.5,1408,204,124,497,2.4,3,5.2,7.8,14.9,18,25.1,21,22.9,11,5.5,5,-3.7,-4.4,-3.2,-2.3,1.8,5.2,9.5,7.4,5.8,3,-1.9,-2.1,-0.7,-0.7,1,2.8,8.3,11.6,17.3,14.2,14.3,7,1.8,1.4,513,338,172,74,62,55,15,118,3,288,312,368
AO03,8,46.82679491,-121.5481655,906,5.3,1182,184,109,572,1.1,1.6,3.8,6.4,13.3,16.6,23.5,19.7,21.1,9.5,4.4,3.9,-4.9,-5.5,-4.3,-3.3,0.7,4.2,8.8,6.8,4.9,2.2,-2.8,-3.3,-1.9,-2,-0.2,1.6,7,10.4,16.1,13.2,13,5.8,0.8,0.3,406,256,161,63,51,46,14,98,3,227,271,301
AB08,9,46.92012097,-121.5372401,1061,4.5,1028,172,102,646,0.2,0.6,2.9,5.5,12.2,15.3,22,18.2,19.8,8.6,3.4,2.8,-5.5,-6.1,-5.1,-3.9,0.1,3.5,8.2,6.2,4.5,1.6,-3.4,-3.9,-2.6,-2.8,-1.1,0.8,6.1,9.4,15.1,12.2,12.2,5.1,0,-0.6,379,232,161,61,51,43,15,91,3,207,264,279
SUNR,10,46.92860325,-121.6550646,1817,2.1,649,139,89,1114,-1.6,-1.3,0.5,2.6,8.8,11.3,18,14.1,16.5,5.8,1.2,0.8,-7.3,-7.9,-7.5,-6.2,-1.8,1.3,6.5,4.9,4,0,-5.4,-5.6,-4.4,-4.6,-3.5,-1.8,3.5,6.3,12.2,9.5,10.2,2.9,-2.1,-2.4,465,294,187,77,68,54,22,113,3,237,292,331
