id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.9,1928,254,167,132,3.9,7.5,9,14.3,17.4,22.5,21.9,24.9,23.5,19.3,8.7,3,-3.1,-0.7,0.3,2.7,4.7,7.4,8.6,8.8,7.2,3.7,1.9,-3.7,0.4,3.4,4.7,8.5,11,14.9,15.2,16.9,15.3,11.5,5.3,-0.4,218,144,195,125,129,25,51,18,26,15,152,293
AG05,2,46.7473436,-121.8043788,940,7.7,1663,234,152,249,2.4,6,7.4,12.8,15.7,20.9,20.5,23.4,22.3,18.1,7.3,1.6,-4.3,-1.9,-1,1.6,3.6,6.5,8,8.3,6.8,3.2,0.9,-5,-0.9,2,3.2,7.2,9.7,13.7,14.2,15.8,14.6,10.7,4.1,-1.7,256,165,216,141,135,26,54,18,29,15,175,341
AV06,3,46.77629794,-121.7842335,1069,7,1478,223,145,414,1.7,5.3,6.5,11.9,14.5,19.4,19.3,22,21,17.1,6.6,1.2,-5,-2.5,-1.6,1.1,3,6,7.7,8,6.7,2.7,0.3,-5.7,-1.6,1.4,2.5,6.5,8.8,12.7,13.5,15,13.8,9.9,3.4,-2.2,342,215,290,188,157,28,58,20,34,18,220,456
AM16,4,46.7686046,-121.757518,1206,6.3,1324,212,138,533,1.2,4.6,5.7,11.1,13.6,18.3,18.2,20.9,20,16.2,5.9,0.6,-5.5,-3,-2.3,0.4,2.4,5.3,7.2,7.7,6.5,2.3,-0.2,-6.3,-2.1,0.8,1.7,5.8,8,11.8,12.7,14.3,13.2,9.2,2.9,-2.9,354,221,303,196,161,28,59,19,35,17,227,478
AE10,5,46.76820597,-121.7432644,1455,5.3,1118,194,126,764,0.3,3.6,4.7,9.9,12.2,16.9,16.9,19.6,18.7,15,4.9,-0.3,-6.4,-3.9,-3.3,-0.6,1.5,4.4,6.5,7.1,6,1.6,-1.1,-7.1,-3.1,-0.1,0.7,4.7,6.8,10.6,11.7,13.4,12.3,8.3,1.9,-3.7,377,232,326,207,166,28,61,20,35,18,238,516
PARA,6,46.77645454,-121.7323181,1620,4.6,993,183,119,974,-0.4,2.9,3.9,9.1,11.4,16,16.1,18.7,17.9,14.1,4.2,-1,-6.9,-4.5,-4,-1.3,1,3.8,6,6.6,5.7,1.1,-1.7,-7.6,-3.7,-0.8,-0.1,3.9,6.2,9.9,11.1,12.6,11.8,7.6,1.2,-4.3,398,241,349,217,170,29,63,20,36,18,250,551
TA01,7,46.74125599,-121.5580695,709,8.1,1801,236,154,240,2.3,6.2,7.7,13.5,16.6,22,22.4,25.1,23.8,18.5,7.3,1.9,-4.3,-2,-0.8,1.9,3.8,6.8,8,8.2,6.9,3.3,0.8,-5,-1,2.1,3.5,7.7,10.2,14.4,15.2,16.6,15.4,10.9,4,-1.6,263,161,209,115,100,20,43,11,19,12,169,445
AO03,8,46.82679491,-121.5481655,906,7,1534,216,136,301,1,4.9,6.3,12,15.1,20.5,20.8,23.8,22,16.9,6.2,0.8,-5.5,-3.1,-1.9,0.8,2.7,5.8,7.4,7.7,6,2.4,0,-6.1,-2.2,0.9,2.2,6.4,8.9,13.2,14.1,15.8,14,9.6,3.1,-2.6,212,124,195,97,77,18,38,9,16,10,144,345
AB08,9,46.92012097,-121.5372401,1061,6.1,1335,203,128,369,0,3.9,5.4,11.1,14,19.3,19.4,22.2,20.7,15.8,5.3,-0.3,-6,-3.6,-2.6,0.2,2.1,5.1,6.8,7.1,5.6,1.7,-0.6,-6.5,-3,0.1,1.4,5.6,8.1,12.2,13.1,14.6,13.1,8.8,2.4,-3.4,201,114,194,93,73,17,38,8,14,9,138,301
SUNR,10,46.92860325,-121.6550646,1817,3.7,852,165,108,761,-1.6,1.8,3.1,8.2,10.5,15.3,15.5,18.1,17.4,12.9,3,-2.1,-7.8,-5.5,-5,-2.2,0.2,2.8,5.2,5.7,5.1,0.1,-2.6,-8.2,-4.7,-1.9,-0.9,3,5.3,9.1,10.3,11.9,11.2,6.5,0.2,-5.1,248,151,225,122,100,21,51,12,21,10,155,338
