id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.2,1812,232,145,325,5.2,1.3,7.4,13.7,18.2,21.1,24,25,20.9,17.3,9.9,5.5,-1.7,-7.2,-2.4,1.5,4.7,7.9,8.5,8.8,5.2,3.7,-1.4,-0.8,1.8,-3,2.5,7.6,11.4,14.5,16.2,16.9,13,10.5,4.2,2.4,348,278,195,56,190,188,42,26,77,47,30,298
AG05,2,46.7473436,-121.8043788,940,7,1573,213,132,522,3.8,-0.2,5.9,12.2,16.7,19.5,22.7,23.5,19.7,16.3,8.7,4.2,-2.9,-8.6,-3.6,0.4,3.6,6.9,7.9,8.3,4.7,3.1,-2.4,-2.1,0.4,-4.4,1.2,6.3,10.2,13.2,15.3,15.9,12.2,9.7,3.1,1,410,327,228,66,200,192,43,28,90,56,34,336
AV06,3,46.77629794,-121.7842335,1069,6.3,1404,203,126,796,3.2,-0.9,5.1,11.4,15.5,18.1,21.5,22.1,18.4,15.3,8.1,3.8,-3.6,-9.3,-4.2,-0.2,3.1,6.4,7.6,8,4.6,2.6,-2.9,-2.8,-0.2,-5.1,0.4,5.6,9.3,12.2,14.6,15.1,11.5,9,2.6,0.5,546,428,310,88,233,203,47,32,104,69,43,450
AM16,4,46.7686046,-121.757518,1206,5.6,1251,193,120,933,2.7,-1.6,4.3,10.5,14.6,17,20.5,21,17.4,14.5,7.5,3.3,-4.1,-9.8,-4.9,-0.9,2.5,5.7,7.2,7.7,4.4,2.2,-3.4,-3.3,-0.7,-5.7,-0.3,4.8,8.6,11.3,13.8,14.3,10.9,8.3,2,0,566,443,329,94,239,203,46,32,108,72,44,466
AE10,5,46.76820597,-121.7432644,1455,4.6,1057,178,110,1169,1.8,-2.6,3.3,9.3,13.2,15.6,19.2,19.7,16.1,13.3,6.5,2.4,-5,-10.7,-5.9,-1.9,1.7,4.8,6.5,7.1,3.9,1.4,-4.3,-4.1,-1.6,-6.6,-1.3,3.7,7.4,10.2,12.8,13.4,10,7.4,1.1,-0.8,603,466,355,100,247,204,47,33,110,75,46,498
PARA,6,46.77645454,-121.7323181,1620,4,941,168,103,1357,1.2,-3.3,2.5,8.5,12.4,14.7,18.4,18.9,15.3,12.5,5.8,1.7,-5.5,-11.4,-6.6,-2.5,1.1,4.1,6,6.6,3.6,0.9,-4.9,-4.6,-2.1,-7.3,-2,3,6.8,9.4,12.2,12.8,9.5,6.7,0.4,-1.4,636,485,381,106,254,207,48,35,113,78,49,529
TA01,7,46.74125599,-121.5580695,709,7.5,1737,215,137,515,4,-0.4,6.5,12.9,17.7,20.7,24.9,25.3,21.3,17.2,8.9,4.8,-2.9,-9.4,-3.4,0.7,4.1,7.2,8.1,8.2,4.9,3,-2.5,-2,0.6,-4.9,1.6,6.8,10.9,13.9,16.5,16.8,13.1,10.1,3.2,1.4,422,325,232,67,152,154,27,23,71,69,34,371
AO03,8,46.82679491,-121.5481655,906,6.3,1486,197,120,535,2.8,-1.8,5,11.5,16.2,19.3,23.2,24.1,19.5,15.7,7.7,3.7,-4,-10.6,-4.4,-0.4,3,6.2,7.4,7.6,4,2.2,-3.3,-3.1,-0.6,-6.2,0.3,5.6,9.6,12.8,15.3,15.9,11.8,8.9,2.2,0.3,336,250,220,56,117,126,25,20,56,54,31,295
AB08,9,46.92012097,-121.5372401,1061,5.4,1291,186,112,586,1.8,-2.9,4.1,10.6,15.1,18.1,21.8,22.7,18.2,14.7,6.7,2.6,-4.6,-11.4,-5.1,-1,2.4,5.4,6.8,7,3.5,1.6,-3.8,-3.7,-1.4,-7.2,-0.5,4.8,8.8,11.8,14.3,14.8,10.8,8.2,1.5,-0.6,315,230,222,52,109,116,26,20,50,47,32,266
SUNR,10,46.92860325,-121.6550646,1817,3.1,813,153,93,974,0.1,-4.7,1.6,7.7,11.5,14.1,17.7,18.5,14.9,11.6,4.5,0.6,-6.4,-12.8,-7.6,-3.4,0.4,3.2,5.1,5.6,3,0,-5.7,-5.4,-3.2,-8.8,-3,2.2,6,8.7,11.4,12.1,8.9,5.8,-0.6,-2.4,388,303,250,60,149,138,40,25,69,47,36,325
