id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.9,1902,258,165,92,7.8,6.8,8.3,10.2,15.8,22,26.3,25.6,22.5,15.3,5.7,4,1.3,-1.7,0.8,1.3,3.7,7.9,9.7,9,8,5.5,-1.8,-1.4,4.6,2.5,4.6,5.8,9.8,14.9,18,17.3,15.2,10.4,2,1.3,315,123,287,142,68,22,5,4,55,216,270,214
AG05,2,46.7473436,-121.8043788,940,7.7,1649,235,149,196,6.4,5.4,6.8,8.7,14.2,20.4,25,24.2,21.3,14.2,4.3,2.6,0.2,-2.8,-0.5,0.1,2.6,6.9,9.2,8.6,7.7,4.8,-2.8,-2.7,3.3,1.3,3.1,4.4,8.4,13.6,17.1,16.4,14.5,9.5,0.8,-0.1,374,143,325,156,73,23,5,3,61,241,316,246
AV06,3,46.77629794,-121.7842335,1069,7,1481,223,142,341,5.8,4.7,6,7.9,13,18.9,23.8,22.8,20,13.2,3.6,2.2,-0.5,-3.4,-1.1,-0.5,2,6.4,8.9,8.3,7.6,4.4,-3.4,-3.4,2.6,0.7,2.5,3.7,7.5,12.6,16.4,15.6,13.8,8.8,0.1,-0.6,501,188,437,205,86,25,5,4,72,296,400,328
AM16,4,46.7686046,-121.757518,1206,6.3,1334,211,135,470,5.3,4.1,5.2,7,12.1,17.9,22.8,21.7,19,12.3,2.9,1.6,-1,-4,-1.8,-1.2,1.4,5.8,8.5,8,7.4,4,-3.9,-3.9,2.1,0,1.7,2.9,6.8,11.8,15.7,14.8,13.2,8.2,-0.5,-1.1,521,193,459,213,89,25,5,3,74,302,414,343
AE10,5,46.76820597,-121.7432644,1455,5.3,1147,194,124,699,4.4,3.1,4.2,5.8,10.7,16.5,21.5,20.4,17.7,11.1,1.9,0.7,-1.8,-4.8,-2.8,-2.2,0.5,4.8,7.8,7.4,6.9,3.2,-4.8,-4.7,1.3,-0.8,0.7,1.8,5.6,10.7,14.7,13.9,12.3,7.2,-1.4,-2,555,203,493,226,92,25,5,4,74,311,436,369
PARA,6,46.77645454,-121.7323181,1620,4.7,1036,184,118,908,3.7,2.4,3.4,5,9.9,15.6,20.7,19.5,16.9,10.3,1.2,0,-2.4,-5.4,-3.5,-2.8,0,4.2,7.3,6.9,6.6,2.7,-5.4,-5.2,0.7,-1.5,-0.1,1.1,5,9.9,14,13.2,11.8,6.5,-2.1,-2.6,588,212,527,238,94,25,5,4,76,318,457,393
TA01,7,46.74125599,-121.5580695,709,8.2,1805,237,150,179,6.4,6.1,7.5,9.4,15.1,21.7,27.1,26,22.8,14.8,4.4,2.7,0.3,-2.8,-0.4,0.3,2.8,7.2,9.4,8.7,7.9,4.8,-2.8,-2.6,3.4,1.6,3.5,4.9,8.9,14.4,18.2,17.4,15.4,9.8,0.8,0.1,401,141,300,143,58,16,3,4,41,214,309,308
AO03,8,46.82679491,-121.5481655,906,7,1544,215,133,249,5.1,4.7,6,8,13.5,20.2,25.4,24.7,21,13.3,3.2,1.6,-0.9,-3.9,-1.5,-0.8,1.7,6.2,8.8,8.1,7,4,-3.8,-3.7,2.1,0.4,2.2,3.6,7.6,13.2,17.1,16.4,14,8.7,-0.3,-1,321,110,282,116,45,15,3,4,34,172,269,237
AB08,9,46.92012097,-121.5372401,1061,6.1,1357,203,125,317,4.2,3.6,5.1,7.1,12.4,18.9,23.9,23.1,19.7,12.3,2.4,0.6,-1.6,-4.5,-2.2,-1.4,1.1,5.5,8.1,7.6,6.5,3.4,-4.4,-4.3,1.3,-0.4,1.4,2.8,6.8,12.2,16,15.4,13.1,7.9,-1,-1.8,304,104,284,107,43,15,3,4,33,161,264,206
SUNR,10,46.92860325,-121.6550646,1817,3.8,911,168,107,703,2.5,1.3,2.6,4.2,8.9,14.8,19.8,19,16.4,9.4,0.1,-1.2,-3.4,-6.4,-4.6,-3.7,-0.8,3.3,6.4,6.1,5.9,1.8,-6.3,-5.9,-0.4,-2.6,-1,0.2,4,9.1,13.1,12.6,11.1,5.6,-3.1,-3.6,366,138,334,131,57,20,5,4,49,188,292,235
