id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.2,1752,228,147,117,5.1,5.2,8.2,12,17.1,19.9,24.8,23.4,22.8,17.8,7.5,4.7,-3.5,-3,-2.4,1.1,2.9,6.4,8.9,8.5,7.1,4.9,-0.5,-3.2,0.8,1.1,2.9,6.6,10,13.1,16.9,15.9,14.9,11.4,3.5,0.8,136,157,99,107,104,65,5,14,132,57,180,74
AG05,2,46.7473436,-121.8043788,940,7,1511,208,133,223,3.7,3.7,6.6,10.5,15.5,18.3,23.5,22,21.6,16.8,6.1,3.4,-4.7,-4.2,-3.7,-0.1,1.8,5.5,8.3,8,6.7,4.3,-1.6,-4.4,-0.5,-0.2,1.4,5.2,8.7,11.9,15.9,15,14.2,10.6,2.2,-0.5,156,186,114,118,111,69,6,15,152,61,207,83
AV06,3,46.77629794,-121.7842335,1069,6.3,1348,198,126,371,3,3,5.8,9.7,14.3,16.8,22.3,20.6,20.3,15.8,5.4,2.9,-5.4,-4.8,-4.3,-0.7,1.2,5,8,7.7,6.6,3.9,-2.1,-5.1,-1.2,-0.9,0.8,4.5,7.8,10.9,15.2,14.2,13.4,9.8,1.7,-1.1,209,245,154,157,131,73,7,17,176,75,263,112
AM16,4,46.7686046,-121.757518,1206,5.6,1204,188,119,471,2.5,2.3,5,8.8,13.4,15.7,21.3,19.5,19.3,14.9,4.7,2.4,-5.9,-5.3,-5,-1.4,0.6,4.3,7.6,7.4,6.4,3.5,-2.7,-5.6,-1.7,-1.5,0,3.7,7,10,14.4,13.4,12.9,9.2,1,-1.6,215,254,162,163,134,74,7,16,182,75,271,116
AE10,5,46.76820597,-121.7432644,1455,4.6,1026,173,108,647,1.6,1.4,4,7.6,12,14.3,20,18.2,18,13.7,3.7,1.5,-6.8,-6.2,-6,-2.4,-0.2,3.4,6.9,6.8,5.9,2.7,-3.6,-6.4,-2.6,-2.4,-1,2.6,5.9,8.8,13.4,12.5,11.9,8.2,0.1,-2.5,228,269,175,173,138,75,7,17,185,77,285,124
PARA,6,46.77645454,-121.7323181,1620,3.9,920,163,101,793,1,0.6,3.2,6.8,11.2,13.4,19.2,17.3,17.2,12.9,3,0.8,-7.3,-6.8,-6.7,-3,-0.8,2.8,6.4,6.3,5.6,2.2,-4.2,-6.9,-3.1,-3.1,-1.8,1.9,5.2,8.1,12.8,11.8,11.4,7.6,-0.6,-3.1,241,281,187,184,142,76,8,18,189,79,300,133
TA01,7,46.74125599,-121.5580695,709,7.4,1664,211,137,208,3.6,4.1,7.1,11.2,16.4,19.4,25.6,23.8,23.1,17.4,6,3.3,-4.9,-4.1,-3.6,0.1,2.2,5.9,8.6,8,6.9,4.4,-1.6,-4.2,-0.7,0,1.7,5.6,9.3,12.6,17.1,15.9,15,10.9,2.2,-0.5,156,199,109,117,79,58,5,10,112,52,215,100
AO03,8,46.82679491,-121.5481655,906,6.3,1412,193,120,254,2.4,2.7,5.7,9.8,14.9,18,23.9,22.4,21.3,15.9,4.9,2.1,-6,-5.2,-4.6,-0.9,1.1,4.9,7.9,7.4,6,3.5,-2.4,-5.4,-1.8,-1.2,0.6,4.4,8,11.4,15.9,14.9,13.7,9.7,1.3,-1.7,127,154,105,97,64,48,5,9,89,42,185,80
AB08,9,46.92012097,-121.5372401,1061,5.4,1232,182,112,306,1.4,1.8,4.7,9,13.8,16.7,22.4,20.9,20,14.9,4,1,-6.5,-5.8,-5.3,-1.5,0.5,4.2,7.3,6.8,5.6,2.9,-3,-5.9,-2.5,-2,-0.3,3.8,7.2,10.4,14.8,13.8,12.8,8.9,0.5,-2.5,123,143,108,91,63,43,6,9,82,39,178,73
SUNR,10,46.92860325,-121.6550646,1817,3,795,149,92,596,-0.2,-0.4,2.4,6.1,10.3,12.7,18.4,16.7,16.7,11.9,1.9,-0.7,-8.2,-7.7,-7.7,-3.9,-1.5,1.9,5.6,5.3,5,1.3,-5,-7.6,-4.2,-4,-2.7,1.1,4.4,7.3,12,11,10.8,6.6,-1.6,-4.1,152,181,124,108,89,51,9,12,114,47,195,85
