id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.5,1814,242,132,139,8,6.5,8.2,10.3,15.8,24.4,25.8,27.8,19.1,13.3,6.5,3.8,-0.5,0.6,0,1.3,3.7,8.3,9.3,10.2,4.3,2.2,-2.6,-2.4,3.8,3.5,4.1,5.8,9.8,16.4,17.6,19,11.7,7.8,2,0.7,221,415,178,124,107,43,25,36,73,172,189,266
AG05,2,46.7473436,-121.8043788,940,7.3,1559,218,116,276,6.6,5.1,6.6,8.8,14.2,22.9,24.5,26.4,17.8,12.2,5.1,2.5,-1.6,-0.5,-1.3,0.2,2.5,7.3,8.8,9.8,3.8,1.6,-3.7,-3.7,2.5,2.3,2.6,4.5,8.3,15.1,16.6,18.1,10.8,6.9,0.7,-0.6,256,488,201,142,112,45,26,39,88,193,222,308
AV06,3,46.77629794,-121.7842335,1069,6.6,1396,206,110,463,6,4.4,5.8,8,13,21.4,23.3,25,16.5,11.1,4.4,2,-2.3,-1.1,-1.9,-0.4,1.9,6.8,8.4,9.5,3.8,1.1,-4.2,-4.4,1.9,1.7,2,3.8,7.4,14.1,15.9,17.2,10.2,6.1,0.1,-1.2,343,639,270,191,131,48,29,44,104,236,282,415
AM16,4,46.7686046,-121.757518,1206,5.9,1254,193,103,622,5.4,3.7,5,7.1,12.1,20.3,22.3,24,15.4,10.3,3.7,1.5,-2.9,-1.7,-2.6,-1.1,1.3,6.1,8,9.2,3.5,0.7,-4.8,-5,1.3,1,1.2,3,6.7,13.2,15.2,16.6,9.4,5.5,-0.5,-1.8,352,662,283,200,134,48,29,44,109,243,292,434
AE10,5,46.76820597,-121.7432644,1455,4.9,1075,176,93,903,4.6,2.8,4,5.9,10.7,19,21,22.7,14.1,9,2.7,0.6,-3.7,-2.5,-3.6,-2.1,0.5,5.2,7.3,8.6,3,-0.1,-5.7,-5.8,0.4,0.1,0.2,1.9,5.6,12.1,14.2,15.6,8.6,4.4,-1.5,-2.6,373,698,305,213,138,49,30,45,112,250,308,466
PARA,6,46.77645454,-121.7323181,1620,4.2,962,165,86,1154,3.9,2,3.3,5.1,9.9,18.1,20.2,21.8,13.3,8.2,2,-0.1,-4.3,-3.1,-4.3,-2.7,-0.1,4.5,6.8,8.1,2.7,-0.6,-6.3,-6.3,-0.2,-0.6,-0.5,1.2,4.9,11.3,13.5,14.9,8,3.8,-2.1,-3.2,395,728,329,227,143,49,31,47,115,255,325,497
TA01,7,46.74125599,-121.5580695,709,7.8,1705,219,117,262,6.4,5.7,7.1,9.6,15.1,24.2,26.7,28.4,19.1,12.6,5.1,2.9,-1.7,-0.5,-1.1,0.4,2.7,7.6,8.9,9.9,3.9,1.5,-3.8,-3.7,2.4,2.6,3,5,8.9,15.9,17.8,19.1,11.5,7,0.6,-0.4,245,511,216,141,92,37,20,30,73,175,233,378
AO03,8,46.82679491,-121.5481655,906,6.6,1453,197,101,347,5.1,4.3,5.7,8.2,13.5,22.7,25,27,17.3,11.1,3.9,1.8,-2.8,-1.6,-2.2,-0.6,1.6,6.6,8.2,9.2,3.1,0.6,-4.7,-4.8,1.1,1.3,1.8,3.8,7.6,14.6,16.6,18.1,10.2,5.8,-0.4,-1.5,202,389,201,121,71,31,19,25,59,138,199,298
AB08,9,46.92012097,-121.5372401,1061,5.7,1273,184,93,436,4,3.3,4.9,7.3,12.4,21.3,23.5,25.4,16,10.1,2.9,0.7,-3.4,-2.2,-2.9,-1.2,1,5.8,7.6,8.6,2.7,0,-5.3,-5.4,0.3,0.5,1,3,6.7,13.6,15.6,17,9.3,5,-1.2,-2.4,196,355,200,117,68,29,21,22,55,127,191,264
SUNR,10,46.92860325,-121.6550646,1817,3.4,854,149,76,919,2.5,1.1,2.5,4.4,9,17.2,19.5,21.2,12.9,7.3,0.8,-1.2,-5.2,-4.1,-5.3,-3.6,-0.9,3.6,6,7.1,2.2,-1.5,-7.2,-7,-1.4,-1.5,-1.4,0.4,4,10.4,12.8,14.1,7.6,2.9,-3.2,-4.1,251,456,217,139,90,35,30,28,74,147,206,308
AR07,11,46.77625738,-121.7479238,1483,4.7,1038,173,90,989,4.4,2.5,3.7,5.7,10.5,18.7,20.7,22.4,13.9,8.8,2.5,0.4,-3.9,-2.7,-3.8,-2.3,0.3,5,7.1,8.4,2.9,-0.2,-5.9,-5.9,0.3,-0.1,0,1.7,5.4,11.8,13.9,15.4,8.4,4.3,-1.7,-2.8,389,719,319,220,141,49,30,47,115,255,318,486
AX15,12,46.75028896,-121.8246074,1105,6.8,1446,207,110,365,6.1,4.5,6.1,8.1,13.5,22.1,23.8,25.7,17.2,11.6,4.5,2,-2.1,-1,-1.9,-0.4,2,6.8,8.3,9.4,3.6,1.1,-4.2,-4.2,2,1.8,2.1,3.8,7.8,14.5,16,17.6,10.4,6.3,0.1,-1.1,279,522,219,151,115,45,27,40,89,202,235,335
TB13,13,46.74041198,-121.8480313,856,7.9,1680,227,122,206,7.2,5.6,7.3,9.4,15,23.8,25.3,27.3,18.7,12.9,5.7,3,-1.2,-0.1,-0.8,0.6,3,7.7,9,9.9,4,1.9,-3.3,-3.2,3,2.8,3.2,5,9,15.8,17.1,18.6,11.3,7.4,1.2,-0.1,239,448,189,130,107,43,25,38,79,180,205,287
