id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.8,1621,233,128,94,3.5,8.5,6.4,14.3,12.7,21.5,22,26.4,17.6,14.3,5.7,4.5,-4.8,-0.4,-1.3,1.6,2.6,7.8,7.9,10.5,5.7,2.4,-1.3,-1.1,-0.6,4,2.6,8,7.6,14.7,14.9,18.4,11.7,8.3,2.2,1.7,46,114,202,62,153,47,19,125,156,107,316,386
AG05,2,46.7473436,-121.8043788,940,6.6,1388,210,110,189,2.2,7.1,4.8,12.9,11.1,20,20.7,25,16.3,13.1,4.3,3.2,-6,-1.5,-2.5,0.5,1.4,6.9,7.4,10,5.2,1.8,-2.3,-2.4,-1.9,2.8,1.1,6.7,6.2,13.4,14.1,17.5,10.8,7.4,1,0.4,53,134,228,70,156,49,19,128,178,119,369,449
AV06,3,46.77629794,-121.7842335,1069,5.9,1227,199,104,316,1.6,6.4,4,12,9.9,18.5,19.4,23.6,15,12.1,3.6,2.7,-6.7,-2.1,-3.1,0,0.8,6.4,7,9.7,5.2,1.3,-2.9,-3.1,-2.5,2.2,0.4,6,5.4,12.4,13.2,16.6,10.1,6.7,0.4,-0.2,74,176,307,93,181,52,21,143,204,145,465,600
AM16,4,46.7686046,-121.757518,1206,5.2,1091,188,97,404,1.1,5.7,3.2,11.2,8.9,17.5,18.4,22.5,13.9,11.2,2.9,2.2,-7.2,-2.6,-3.8,-0.7,0.2,5.7,6.6,9.4,4.9,0.9,-3.4,-3.6,-3,1.6,-0.3,5.2,4.6,11.6,12.5,15.9,9.4,6,-0.2,-0.7,75,182,322,97,183,53,21,141,211,149,482,629
AE10,5,46.76820597,-121.7432644,1455,4.2,916,171,86,551,0.2,4.7,2.2,10,7.6,16.1,17.1,21.2,12.6,10,1.9,1.3,-8,-3.5,-4.8,-1.7,-0.6,4.8,5.9,8.8,4.4,0.1,-4.3,-4.4,-3.9,0.6,-1.3,4.2,3.5,10.5,11.5,15,8.5,5,-1.2,-1.6,79,192,345,102,188,53,21,145,214,153,508,678
PARA,6,46.77645454,-121.7323181,1620,3.6,816,161,79,670,-0.4,4,1.5,9.2,6.7,15.2,16.3,20.4,11.8,9.2,1.2,0.6,-8.6,-4.1,-5.5,-2.3,-1.2,4.2,5.4,8.3,4.1,-0.4,-4.9,-4.9,-4.5,0,-2,3.4,2.8,9.7,10.9,14.3,8,4.4,-1.9,-2.2,85,201,368,107,194,54,22,151,219,156,532,722
TA01,7,46.74125599,-121.5580695,709,7.1,1535,213,112,148,2.2,7.3,5.5,13.7,11.9,21.4,22.8,26.8,17.6,13.6,4.4,3.5,-6,-1.6,-2.3,0.9,1.6,7.3,7.5,10,5.3,1.7,-2.3,-2.3,-1.9,2.8,1.6,7.3,6.8,14.3,15.2,18.4,11.5,7.6,1.1,0.6,51,143,207,53,113,43,13,91,138,107,367,566
AO03,8,46.82679491,-121.5481655,906,5.9,1295,191,95,200,1,6,4.1,12.2,10.5,19.9,21.1,25.5,15.9,12.1,3.2,2.4,-7.1,-2.6,-3.3,-0.2,0.5,6.3,6.8,9.4,4.4,0.9,-3.2,-3.5,-3,1.7,0.4,6,5.5,13.1,14,17.4,10.2,6.5,0,-0.6,46,110,194,46,87,36,13,74,107,83,310,437
AB08,9,46.92012097,-121.5372401,1061,5.1,1126,179,85,251,0.1,5.1,3.2,11.4,9.6,18.7,19.6,24,14.7,11.1,2.4,1.3,-7.6,-3.2,-4,-0.8,-0.1,5.6,6.2,8.8,3.9,0.3,-3.8,-4.1,-3.8,0.9,-0.4,5.3,4.8,12.1,12.9,16.4,9.3,5.7,-0.7,-1.4,50,102,195,44,82,33,14,67,96,74,295,380
SUNR,10,46.92860325,-121.6550646,1817,2.8,711,145,70,496,-1.5,3,0.8,8.4,6.1,14.6,15.6,19.9,11.5,8.3,0.1,-0.6,-9.4,-5,-6.4,-3.2,-1.9,3.2,4.6,7.3,3.5,-1.3,-5.8,-5.8,-5.4,-1,-2.8,2.6,2.1,8.9,10.1,13.6,7.5,3.5,-2.9,-3.2,64,129,232,59,114,38,21,90,129,87,326,433
